OLIGOTYPE	PHYLUM	NUM_BEST_HITS	BEST_PCT_ID	BEST_FULL_PCT_ID	HMTs	HOMD_SPECIES	STRAIN_CLONE	HOMD_REFSEQ_ID	GB_NCBI_ID	HOMD_STATUS
V1V3_449_Firmicutes	Firmicutes	12	99.609	99.609	HMT-058,HMT-058,HMT-071,HMT-071,HMT-071,HMT-074,HMT-070,HMT-677,HMT-734,HMT-423,HMT-431,HMT-398,HMT-073,HMT-073,HMT-066,HMT-578	Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. dentisani clade 058,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus oralis subsp. tigurinus clade 071,Streptococcus sp. HMT 074,Streptococcus oralis subsp. tigurinus clade 070,Streptococcus mitis,Streptococcus pneumoniae,Streptococcus sp. HMT 423,Streptococcus infantis clade 431,Streptococcus oralis subsp. dentisani clade 398,Streptococcus australis,Streptococcus australis,Streptococcus sp. HMT 066,Streptococcus cristatus clade 578	Clone: BW009,Clone: BM035,Strain: AZ_3a,Clone: C3ALM006,Clone: P4PA_13,Strain: T4-E3,Strain: Hans 7A,Strain: ATCC 49456,Strain: ATCC 33400,Clone: C2MKM128,Clone: C4AKM023,Strain: SK34,Strain: ATCC 700641,Strain: T1-E5,Clone: MCE7_144,Strain: NCTC 12479	058BW009,058BM035,071_8234,071_8631,071_7062,074-T4E3,070-7A,677_3929,734_3930,423_8630,431_8633,398_5045,073_4974,073-T1E5,066_1230,578_8313	AY005042,AY005043,NR_118234,AY278631,AY207062,AF385526,AY005040,AF003929,AF003930,AY278630,AY278633,AY005045,AF184974,AF385525,AF481230,AB008313	Named,Named,Named,Named,Named,Lost,Unnamed,Named,Named,Lost,Named,Named,Named,Named,Unnamed,Named	
V1V3_450_Gammaproteobacteria	Gammaproteobacteria	1	98.828	98.828	HMT-718,HMT-718	Haemophilus parainfluenzae,Haemophilus parainfluenzae	Clone: ncd81b03c1,Strain: CIP 102513	718N000A,718_3530	HM255881,EU083530	Named,Named	
V1V3_451_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-931	Bergeyella sp. HMT 931	Clone: 069063_075	931_7552	JQ447552	Phylotype	
V1V3_452_Bacteroidetes	Bacteroidetes	1	100.0	100.0	HMT-782	Prevotella fusca	Strain: JCM 17724	782_4304	NR_114304	Named	
V1V3_453_Fusobacteria	Fusobacteria	2	99.209	99.209	HMT-222,HMT-417	Leptotrichia wadei,Leptotrichia sp. HMT 417	Strain: A39FD,Clone: C3MKM102	222_7816,417_8621	AF287816,AY278621	Named,Unnamed	
V1V3_454_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-311	Prevotella oris	Clone: _F045	311_F045	AY005056	Named	
V1V3_455_Betaproteobacteria	Betaproteobacteria	1	100.0	100.0	HMT-012	Kingella sp. HMT 012	Clone: 069088_248	012_2485	JQ452485	Phylotype	
V1V3_456_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-238	Treponema sp. HMT 238	Clone: AT020	238AT020	AF061347	Phylotype	
V1V3_457_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-769	Treponema socranskii	Strain: ATCC 35536	769_3306	AF033306	Named	
V1V3_458_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-769	Treponema socranskii	Strain: ATCC 35535	769_3307	AF033307	Named	
V1V3_459_Betaproteobacteria	Betaproteobacteria	1	99.608	99.608	HMT-101	Neisseria perflava	Strain: Branham 7078	101N065A	NR_117694	Named	
V1V3_460_Epsilonproteobacteria	Epsilonproteobacteria	1	98.113	98.113	HMT-044	Campylobacter sp. HMT 044	Clone: BB120	044BB120	AY005038	Phylotype	
V1V3_461_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-584	Treponema denticola	Strain: ATCC 33520	584_1236	M71236	Named	
V1V3_462_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-234	Treponema sp. HMT 234	Clone: _Y001	234_Y001	AF023056	Phylotype	
V1V3_463_Bacteroidetes	Bacteroidetes	1	94.931	95.814	HMT-630,HMT-630	Bacteroides heparinolyticus,Bacteroides heparinolyticus	Strain: F0110,Strain: ATCC 35895	630F0110,630_6487	GQ422742,L16487	Named,Named	
V1V3_464_Epsilonproteobacteria	Epsilonproteobacteria	1	99.245	99.245	HMT-763	Campylobacter showae	Strain: CCUG 3054	763_6974	L06974	Named	
V1V3_465_Epsilonproteobacteria	Epsilonproteobacteria	1	99.245	99.245	HMT-575	Campylobacter concisus	Strain: FDC 288	575_6977	L06977	Named	
V1V3_466_Spirochaetes	Spirochaetes	1	99.209	99.209	HMT-262	Treponema sp. HMT 262	Clone: AT040	262AT040	AF182834	Phylotype	
V1V3_467_Epsilonproteobacteria	Epsilonproteobacteria	1	98.868	98.868	HMT-044	Campylobacter sp. HMT 044	Clone: BB120	044BB120	AY005038	Phylotype	
V1V3_468_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-226	Treponema sp. HMT 226	Clone: _G054	226_G054	AF023062	Phylotype	
V1V3_469_Bacteroidetes	Bacteroidetes	1	99.535	99.535	HMT-206	Bergeyella sp. HMT 206	Clone: 3P2-77	206N109B	EF419382	Phylotype	
V1V3_470_Bacteroidetes	Bacteroidetes	1	94.931	95.814	HMT-630,HMT-630	Bacteroides heparinolyticus,Bacteroides heparinolyticus	Strain: F0110,Strain: ATCC 35895	630F0110,630_6487	GQ422742,L16487	Named,Named	
V1V3_471_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-270	Treponema sp. HMT 270	Clone: DD012	270DD012	GQ422733	Phylotype	
V1V3_472_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-237	Treponema sp. HMT 237	Clone: AT024	237AT024	AF061350	Phylotype	
V1V3_473_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-268	Treponema sp. HMT 268	Strain: D120CR-1	268_D120	AF033303	Lost	
V1V3_474_Spirochaetes	Spirochaetes	1	99.209	99.209	HMT-584	Treponema denticola	Strain: ATCC 33520	584_1236	M71236	Named	
V1V3_475_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-253	Treponema sp. HMT 253	Clone: BQ032	253BQ032	AF182838	Phylotype	
V1V3_476_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-584	Treponema denticola	Strain: ATCC 33520	584_1236	M71236	Named	
V1V3_477_Epsilonproteobacteria	Epsilonproteobacteria	1	100.0	100.0	HMT-748	Campylobacter rectus	Strain: CCUG 19168	748_6973	L06973	Named	
V1V3_478_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-230	Treponema sp. HMT 230	Clone: AF068	230AF068	AY005081	Phylotype	
V1V3_479_Spirochaetes	Spirochaetes	1	99.209	99.209	HMT-769	Treponema socranskii	Strain: ATCC 35536	769_3306	AF033306	Named	
V1V3_480_Epsilonproteobacteria	Epsilonproteobacteria	1	99.245	99.245	HMT-044	Campylobacter sp. HMT 044	Clone: BB120	044BB120	AY005038	Phylotype	
V1V3_481_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-951	Treponema sp. HMT 951	Clone: 303D03	951_0103	AM420103	Phylotype	
V1V3_482_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-257	Treponema sp. HMT 257	Strain: D36ER-1	257_D36	AF023044	Lost	
V1V3_483_Bacteroidetes	Bacteroidetes	1	95.814	95.814	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_484_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-237	Treponema sp. HMT 237	Clone: AT039	237AT039	AF061349	Phylotype	
V1V3_485_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-584	Treponema denticola	Clone: _D012	584_D012	AF023030	Named	
V1V3_486_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-664	Treponema maltophilum	Clone: _C021	664_C021	AF023038	Named	
V1V3_487_Bacteroidetes	Bacteroidetes	2	94.931	95.814	HMT-288,HMT-309,HMT-309	Prevotella oulorum,Prevotella sp. HMT 309,Prevotella sp. HMT 309	Strain: ATCC 43324,Clone: DO045,Clone: 3083	288_6472,309DO045,309_6203	L16472,AF385515,FJ976203	Named,Phylotype,Phylotype	
V1V3_488_Firmicutes	Firmicutes	1	94.141	94.141	HMT-419	Stomatobaculum longum	Clone: C4ALM087	419_8618	AY278618	Named	
V1V3_489_Epsilonproteobacteria	Epsilonproteobacteria	1	99.245	99.245	HMT-575	Campylobacter concisus	Strain: FDC 288	575_6977	L06977	Named	
V1V3_490_Spirochaetes	Spirochaetes	1	89.243	88.538	HMT-584	Treponema denticola	Clone: _D012	584_D012	AF023030	Named	
V1V3_491_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-268	Treponema sp. HMT 268	Clone: IL034	268IL034	AY349418	Lost	
V1V3_492_Spirochaetes	Spirochaetes	1	98.814	98.814	HMT-584	Treponema denticola	Strain: ATCC 33520	584_1236	M71236	Named	
V1V3_493_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-769,HMT-769,HMT-769	Treponema socranskii,Treponema socranskii,Treponema socranskii	Clone: _C044,Strain: ATCC 35534,Strain: D11B-2	769_C044,769_3305,769_3308	AF056344,AF033305,AF033308	Named,Named,Named	
V1V3_494_Spirochaetes	Spirochaetes	2	99.605	99.605	HMT-667,HMT-029	Treponema medium,Treponema vincentii	Clone: _C007,Strain: ATCC 35580	667_3051,029_3309	AF023051,AF033309	Named,Named	
V1V3_495_Firmicutes	Firmicutes	1	96.484	96.484	HMT-096	Lachnospiraceae [G-2] bacterium HMT 096	Clone: DO008	096DO008	AF385508	Unnamed	
V1V3_496_Firmicutes	Firmicutes	1	88.76	89.453	HMT-662,HMT-662	Finegoldia magna,Finegoldia magna	Strain: JCM 1766,Strain: ATCC 29328	662N000B,662_4677	NR_113383,NR_074677	Named,Named	
V1V3_497_Spirochaetes	Spirochaetes	1	98.81	98.419	HMT-769	Treponema socranskii	Strain: ATCC 35535	769_3307	AF033307	Named	
V1V3_498_Bacteroidetes	Bacteroidetes	3	94.47	95.349	HMT-288,HMT-309,HMT-309,HMT-443	Prevotella oulorum,Prevotella sp. HMT 309,Prevotella sp. HMT 309,Prevotella sp. HMT 443	Strain: ATCC 43324,Clone: DO045,Clone: 3083,Clone: P4PB_24	288_6472,309DO045,309_6203,443_1415	L16472,AF385515,FJ976203,AY331415	Named,Phylotype,Phylotype,Phylotype	
V1V3_499_Bacteroidetes	Bacteroidetes	1	93.488	93.488	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_500_Bacteroidetes	Bacteroidetes	1	93.488	93.488	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_501_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-231	Treponema sp. HMT 231	Clone: _T021	231_T021	AF023055	Phylotype	
V1V3_502_Spirochaetes	Spirochaetes	1	99.605	99.605	HMT-769	Treponema socranskii	Clone: _G047	769_G047	AF056343	Named	
V1V3_503_Bacteroidetes	Bacteroidetes	1	88.837	88.837	HMT-933	Pedobacter sp. HMT 933	Clone: nbu291f04c1	933_3217	GQ023217	Phylotype	
V1V3_504_Epsilonproteobacteria	Epsilonproteobacteria	1	99.245	99.245	HMT-575	Campylobacter concisus	Strain: FDC 288	575_6977	L06977	Named	
V1V3_505_Bacteroidetes	Bacteroidetes	2	94.444	94.884	HMT-885,HMT-309,HMT-309	Prevotella scopos,Prevotella sp. HMT 309,Prevotella sp. HMT 309	Strain: JCM 17725,Clone: DO045,Clone: 3083	885_3253,309DO045,309_6203	AB683253,AF385515,FJ976203	Named,Phylotype,Phylotype	
V1V3_506_Bacteroidetes	Bacteroidetes	1	93.519	93.953	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_507_Firmicutes	Firmicutes	1	96.875	96.875	HMT-496	Lachnoanaerobaculum sp. HMT 496	Clone: JI012	496JI012	AY349379	Phylotype	
V1V3_508_Epsilonproteobacteria	Epsilonproteobacteria	1	99.623	99.623	HMT-623	Campylobacter gracilis	Strain: ATCC 33236	623_4320	L04320	Named	
V1V3_509_Spirochaetes	Spirochaetes	1	100.0	100.0	HMT-235	Treponema sp. HMT 235	Clone: _D047	235_D047	AF023063	Phylotype	
V1V3_510_Bacteroidetes	Bacteroidetes	1	96.313	97.209	HMT-309,HMT-309	Prevotella sp. HMT 309,Prevotella sp. HMT 309	Clone: DO045,Clone: 3083	309DO045,309_6203	AF385515,FJ976203	Phylotype,Phylotype	
V1V3_511_Bacteroidetes	Bacteroidetes	2	93.519	93.953	HMT-288,HMT-465	Prevotella oulorum,Bacteroides zoogleoformans	Strain: F0390,Strain: ATCC 33285	288F0390,465_6488	tbd,L16488	Named,Named	
V1V3_512_Firmicutes	Firmicutes	1	88.372	89.062	HMT-662,HMT-662	Finegoldia magna,Finegoldia magna	Strain: JCM 1766,Strain: ATCC 29328	662N000B,662_4677	NR_113383,NR_074677	Named,Named	
V1V3_513_Bacteroidetes	Bacteroidetes	4	89.352	89.767	HMT-309,HMT-309,HMT-299,HMT-630,HMT-630,HMT-465	Prevotella sp. HMT 309,Prevotella sp. HMT 309,Prevotella nanceiensis,Bacteroides heparinolyticus,Bacteroides heparinolyticus,Bacteroides zoogleoformans	Clone: DO045,Clone: 3083,Clone: BI027,Strain: F0110,Strain: ATCC 35895,Strain: ATCC 33285	309DO045,309_6203,299BI027,630F0110,630_6487,465_6488	AF385515,FJ976203,AY005064,GQ422742,L16487,L16488	Phylotype,Phylotype,Named,Named,Named,Named	
V1V3_514_Bacteroidetes	Bacteroidetes	1	94.419	94.419	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_515_Bacteroidetes	Bacteroidetes	1	94.419	94.419	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_516_Bacteroidetes	Bacteroidetes	1	88.78	85.047	HMT-196	Enhydrobacter aerosaccus	Strain: PAGU 1624	196N049A	NR_113385	Named	
V1V3_517_Bacteroidetes	Bacteroidetes	1	91.628	91.628	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_518_Betaproteobacteria	Betaproteobacteria	2	90.588	90.588	HMT-577,HMT-577,HMT-024	Eikenella corrodens,Eikenella corrodens,Schlegelella thermodepolymerans	Strain: Moore D25,Strain: 1664276,Strain: DhA-71	577M-D25,577_0620,024_5876	GQ422740,AF320620,AF125876	Named,Named,Named	
V1V3_519_Firmicutes	Firmicutes	1	92.969	92.969	HMT-096	Lachnospiraceae [G-2] bacterium HMT 096	Clone: DO008	096DO008	AF385508	Unnamed	
V1V3_520_Bacteroidetes	Bacteroidetes	1	90.233	90.233	HMT-933	Pedobacter sp. HMT 933	Clone: nbu291f04c1	933_3217	GQ023217	Phylotype	
V1V3_521_Firmicutes	Firmicutes	5	88.846	90.234	HMT-662,HMT-662,HMT-836,HMT-836,HMT-107,HMT-082,HMT-082,HMT-500	Finegoldia magna,Finegoldia magna,Peptoniphilus lacrimalis,Peptoniphilus lacrimalis,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum orale,Lachnoanaerobaculum orale,Lachnospiraceae [G-8] bacterium HMT 500	Strain: JCM 1766,Strain: ATCC 29328,Strain: JCM 8139,Strain: F0141,Strain: F0167,Clone: BE088,Strain: F0431,Strain: W11650	662N000B,662_4677,836_1812,836F0141,107F0167,082BE088,082F0431,500-Wade	NR_113383,NR_074677,AB971812,GQ422750,tbd,AF385552,tbd,tbd	Named,Named,Named,Named,Named,Named,Named,Unnamed	
V1V3_522_Bacteroidetes	Bacteroidetes	1	93.023	93.023	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_523_Bacteroidetes	Bacteroidetes	1	93.953	93.953	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_524_Firmicutes	Firmicutes	1	88.931	91.016	HMT-836,HMT-836	Peptoniphilus lacrimalis,Peptoniphilus lacrimalis	Strain: JCM 8139,Strain: F0141	836_1812,836F0141	AB971812,GQ422750	Named,Named	
V1V3_525_Firmicutes	Firmicutes	3	95.703	95.703	HMT-108,HMT-108,HMT-934,HMT-934,HMT-457	Oribacterium asaccharolyticum,Oribacterium asaccharolyticum,Oribacterium parvum,Oribacterium parvum,Oribacterium sinus	Strain: ACB7,Strain: F0425,Strain: FTB41,Strain: ACB1,Strain: F0268	108_5571,108F0425,934FTB41,934_5570,457F0268	NR_125571,tbd,AF287770,NR_125570,FJ577261	Named,Named,Named,Named,Named	
V1V3_526_Bacteroidetes	Bacteroidetes	1	93.548	94.419	HMT-630,HMT-630	Bacteroides heparinolyticus,Bacteroides heparinolyticus	Strain: F0110,Strain: ATCC 35895	630F0110,630_6487	GQ422742,L16487	Named,Named	
V1V3_527_Bacteroidetes	Bacteroidetes	1	89.767	89.767	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_528_Bacteroidetes	Bacteroidetes	1	91.628	91.628	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_529_Firmicutes	Firmicutes	1	94.922	94.922	HMT-096	Lachnospiraceae [G-2] bacterium HMT 096	Clone: DO008	096DO008	AF385508	Unnamed	
V1V3_530_Firmicutes	Firmicutes	1	88.55	90.625	HMT-836,HMT-836	Peptoniphilus lacrimalis,Peptoniphilus lacrimalis	Strain: JCM 8139,Strain: F0141	836_1812,836F0141	AB971812,GQ422750	Named,Named	
V1V3_531_Bacteroidetes	Bacteroidetes	1	88.372	88.372	HMT-911	Bacteroidetes [G-7] bacterium HMT 911	Clone: DL325	911-Wade	JQ406540	Phylotype	
V1V3_532_Bacteroidetes	Bacteroidetes	1	95.392	96.279	HMT-309,HMT-309	Prevotella sp. HMT 309,Prevotella sp. HMT 309	Clone: DO045,Clone: 3083	309DO045,309_6203	AF385515,FJ976203	Phylotype,Phylotype	
V1V3_533_Bacteroidetes	Bacteroidetes	1	94.419	94.419	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_534_Bacteroidetes	Bacteroidetes	2	90.323	91.163	HMT-630,HMT-787	Bacteroides heparinolyticus,Bacteroides pyogenes	Strain: F0110,Strain: F0041	630F0110,787F0041	GQ422742,GQ422748	Named,Named	
V1V3_535_Firmicutes	Firmicutes	3	89.575	90.625	HMT-639,HMT-481,HMT-481,HMT-479	Selenomonas infelix,Selenomonas sp. HMT 481,Selenomonas sp. HMT 481,Selenomonas sp. HMT 479	Strain: ATCC 43532,Clone: IK004,Clone: 069096_081,Clone: GT010	639Sinfe,481IK004,481_4667,479GT010	AF287802,AY349407,JQ454667,AY349405	Named,Lost,Lost,Lost	
V1V3_536_Firmicutes	Firmicutes	1	88.095	86.719	HMT-876	Clostridiales [F-3][G-1] bacterium HMT 876	Strain: F0540	876F0540	tbd	Unnamed	
V1V3_537_Bacteroidetes	Bacteroidetes	1	91.628	91.628	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_538_Bacteroidetes	Bacteroidetes	2	90.278	90.698	HMT-288,HMT-613	Prevotella oulorum,Tannerella forsythia	Strain: ATCC 43324,Strain: FDC 338	288_6472,613_6495	L16472,L16495	Named,Named	
V1V3_539_Bacteroidetes	Bacteroidetes	2	95.853	96.744	HMT-288,HMT-309,HMT-309	Prevotella oulorum,Prevotella sp. HMT 309,Prevotella sp. HMT 309	Strain: ATCC 43324,Clone: DO045,Clone: 3083	288_6472,309DO045,309_6203	L16472,AF385515,FJ976203	Named,Phylotype,Phylotype	
V1V3_540_Firmicutes	Firmicutes	1	96.484	96.484	HMT-096	Lachnospiraceae [G-2] bacterium HMT 096	Clone: DO008	096DO008	AF385508	Unnamed	
V1V3_541_Bacteroidetes	Bacteroidetes	1	88.479	89.302	HMT-933	Pedobacter sp. HMT 933	Clone: nbu291f04c1	933_3217	GQ023217	Phylotype	
V1V3_542_Firmicutes	Firmicutes	1	90.625	90.625	HMT-500	Lachnospiraceae [G-8] bacterium HMT 500	Strain: W11650	500-Wade	tbd	Unnamed	
V1V3_543_Firmicutes	Firmicutes	1	91.085	91.797	HMT-366	Ruminococcaceae [G-3] bacterium HMT 366	Clone: MCE3_9	366_1208	AF481208	Phylotype	
V1V3_544_Betaproteobacteria	Betaproteobacteria	1	89.641	88.235	HMT-022	Lautropia mirabilis	Clone: AP009	022AP009	AY005030	Named	
V1V3_545_Bacteroidetes	Bacteroidetes	2	89.862	90.698	HMT-630,HMT-787	Bacteroides heparinolyticus,Bacteroides pyogenes	Strain: F0110,Strain: F0041	630F0110,787F0041	GQ422742,GQ422748	Named,Named	
V1V3_546_Firmicutes	Firmicutes	1	91.406	91.406	HMT-935	Fastidiosipila sanguinis	Clone: nck255g10c1	935_8649	KF098649	Named	
V1V3_547_Bacteroidetes	Bacteroidetes	1	93.488	93.488	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_548_Bacteroidetes	Bacteroidetes	1	91.628	91.628	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_549_Bacteroidetes	Bacteroidetes	1	90.783	91.628	HMT-933	Pedobacter sp. HMT 933	Clone: nbu291f04c1	933_3217	GQ023217	Phylotype	
V1V3_550_Betaproteobacteria	Betaproteobacteria	1	89.6	87.843	HMT-022	Lautropia mirabilis	Clone: AP009	022AP009	AY005030	Named	
V1V3_551_Bacteroidetes	Bacteroidetes	1	93.488	93.488	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_552_Firmicutes	Firmicutes	1	91.797	91.797	HMT-935	Fastidiosipila sanguinis	Clone: nck255g10c1	935_8649	KF098649	Named	
V1V3_553_Firmicutes	Firmicutes	1	91.051	91.406	HMT-366	Ruminococcaceae [G-3] bacterium HMT 366	Clone: MCE3_9	366_1208	AF481208	Phylotype	
V1V3_554_Firmicutes	Firmicutes	2	93.75	93.75	HMT-088,HMT-096	Lachnospiraceae [G-2] bacterium HMT 088,Lachnospiraceae [G-2] bacterium HMT 096	Clone: CH017,Clone: DO008	088CH017,096DO008	AF287775,AF385508	Phylotype,Unnamed	
V1V3_555_Firmicutes	Firmicutes	1	90.476	89.062	HMT-876	Clostridiales [F-3][G-1] bacterium HMT 876	Strain: F0540	876F0540	tbd	Unnamed	
V1V3_556_Bacteroidetes	Bacteroidetes	1	96.279	96.279	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_557_Firmicutes	Firmicutes	1	88.76	89.453	HMT-366	Ruminococcaceae [G-3] bacterium HMT 366	Clone: MCE3_9	366_1208	AF481208	Phylotype	
V1V3_558_Betaproteobacteria	Betaproteobacteria	1	89.6	87.843	HMT-022	Lautropia mirabilis	Clone: AP009	022AP009	AY005030	Named	
V1V3_559_Bacteroidetes	Bacteroidetes	1	92.627	93.488	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_560_Bacteroidetes	Bacteroidetes	1	92.093	92.093	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_561_Firmicutes	Firmicutes	1	90.31	91.016	HMT-366	Ruminococcaceae [G-3] bacterium HMT 366	Clone: MCE3_9	366_1208	AF481208	Phylotype	
V1V3_562_Firmicutes	Firmicutes	1	90.625	90.625	HMT-935	Fastidiosipila sanguinis	Clone: nck255g10c1	935_8649	KF098649	Named	
V1V3_563_Firmicutes	Firmicutes	3	95.703	95.703	HMT-107,HMT-082,HMT-082,HMT-496	Lachnoanaerobaculum umeaense,Lachnoanaerobaculum orale,Lachnoanaerobaculum orale,Lachnoanaerobaculum sp. HMT 496	Strain: F0167,Clone: BE088,Strain: F0431,Clone: JI012	107F0167,082BE088,082F0431,496JI012	tbd,AF385552,tbd,AY349379	Named,Named,Named,Phylotype	
V1V3_564_Firmicutes	Firmicutes	1	82.692	83.984	HMT-716	Lactobacillus paracasei	Strain: JCM 8130	716_9212	D79212	Named	
V1V3_565_Bacteroidetes	Bacteroidetes	2	89.302	89.302	HMT-288,HMT-465	Prevotella oulorum,Bacteroides zoogleoformans	Strain: F0390,Strain: ATCC 33285	288F0390,465_6488	tbd,L16488	Named,Named	
V1V3_566_Betaproteobacteria	Betaproteobacteria	1	93.333	93.333	HMT-024	Schlegelella thermodepolymerans	Strain: DhA-71	024_5876	AF125876	Named	
V1V3_567_Firmicutes	Firmicutes	1	96.813	94.922	HMT-419	Stomatobaculum longum	Clone: C4ALM087	419_8618	AY278618	Named	
V1V3_568_Bacteroidetes	Bacteroidetes	1	88.372	88.372	HMT-911	Bacteroidetes [G-7] bacterium HMT 911	Clone: DL325	911-Wade	JQ406540	Phylotype	
V1V3_569_Bacteroidetes	Bacteroidetes	1	94.884	94.884	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_570_Firmicutes	Firmicutes	1	91.016	91.016	HMT-402	Clostridiales [F-1][G-2] bacterium HMT 402	Clone: P4PA_66	402_7065	AY207065	Phylotype	
V1V3_571_Bacteroidetes	Bacteroidetes	1	95.349	95.794	HMT-085	Ruminococcaceae [G-2] bacterium HMT 085	Clone: BU014	085BU014	AF385563	Phylotype	
V1V3_572_Bacteroidetes	Bacteroidetes	2	93.519	93.953	HMT-288,HMT-465	Prevotella oulorum,Bacteroides zoogleoformans	Strain: F0390,Strain: ATCC 33285	288F0390,465_6488	tbd,L16488	Named,Named	
V1V3_573_Betaproteobacteria	Betaproteobacteria	2	92.188	92.549	HMT-013,HMT-024	Neisseria bacilliformis,Schlegelella thermodepolymerans	Clone: AK105,Strain: DhA-71	013AK105,024_5876	AY005029,AF125876	Named,Named	
V1V3_574_Firmicutes	Firmicutes	1	89.453	89.453	HMT-935	Fastidiosipila sanguinis	Clone: nck255g10c1	935_8649	KF098649	Named	
V1V3_575_Bacteroidetes	Bacteroidetes	2	94.907	95.349	HMT-885,HMT-309,HMT-309	Prevotella scopos,Prevotella sp. HMT 309,Prevotella sp. HMT 309	Strain: JCM 17725,Clone: DO045,Clone: 3083	885_3253,309DO045,309_6203	AB683253,AF385515,FJ976203	Named,Phylotype,Phylotype	
V1V3_576_Betaproteobacteria	Betaproteobacteria	1	92.549	92.549	HMT-013	Neisseria bacilliformis	Clone: AK105	013AK105	AY005029	Named	
V1V3_577_Bacteroidetes	Bacteroidetes	1	92.093	92.093	HMT-309,HMT-309	Prevotella sp. HMT 309,Prevotella sp. HMT 309	Clone: DO045,Clone: 3083	309DO045,309_6203	AF385515,FJ976203	Phylotype,Phylotype	
V1V3_578_Bacteroidetes	Bacteroidetes	1	94.419	94.419	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_579_Bacteroidetes	Bacteroidetes	1	93.488	93.488	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
V1V3_580_Bacteroidetes	Bacteroidetes	1	89.767	89.767	HMT-465	Bacteroides zoogleoformans	Strain: ATCC 33285	465_6488	L16488	Named	
V1V3_581_Bacteroidetes	Bacteroidetes	1	88.942	86.047	HMT-933	Pedobacter sp. HMT 933	Clone: nbu291f04c1	933_3217	GQ023217	Phylotype	
V1V3_582_Firmicutes	Firmicutes	1	90.873	89.453	HMT-876	Clostridiales [F-3][G-1] bacterium HMT 876	Strain: F0540	876F0540	tbd	Unnamed	
V1V3_583_Bacteroidetes	Bacteroidetes	1	92.166	93.023	HMT-288	Prevotella oulorum	Strain: F0390	288F0390	tbd	Named	
