Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015298-RAF	S700015974-RAF	S700016085-RAF	S700016095-RAF	S700016176-RAF	S700016661-RAF	S700016759-RAF	S700023110-RAF	S700023485-RAF	S700023853-RAF	S700023944-RAF	S700024262-RAF	S700024314-RAF	S700024562-RAF	S700024681-RAF	S700024707-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032184-RAF	S700032278-RAF	S700032465-RAF	S700033187-RAF	S700033253-RAF	S700033416-RAF	S700033783-RAF	S700034288-RAF	S700034960-RAF	S700035631-RAF	S700035987-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037708-RAF	S700037842-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038974-RAF	S700095406-RAF	S700095463-RAF	S700095577-RAF	S700095884-RAF	S700097287-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099942-RAF	S700100466-RAF	S700101691-RAF	S700102295-RAF	S700102901-RAF	S700102958-RAF	S700103649-RAF	S700105171-RAF	S700105228-RAF	S700105900-RAF	S700106046-RAF	S700106455-RAF	S700106926-RAF	S700106974-RAF	S700107431-RAF	S700107542-RAF	S700107599-RAF	S700107812-RAF	S700107926-RAF	S700108151-RAF	S700108214-RAF	S700108274-RAF	S700108892-RAF	S700109226-RAF	S700109559-RAF	S700109977-RAF	S700110802-RAF	S700111212-RAF	S700111801-RAF	S700112038-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114450-RAF	S700114513-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114929-RAF	S700114985-RAF	S700116386-RAF	S700116706-RAF	S700116758-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117856-RAF	S700119218-RAF	S700119618-RAF	S700119792-RAF	S700120093-RAF	S700161732-RAF	S700163656-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164763-RAF	S700164820-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165483-RAF	S700165854-RAF	S700165903-RAF	S700166081-RAF	S700166639-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171924-RAF	S700172211-RAF	S700173269-RAF	S700173478-RAF
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium	species	588	2801		0.436	0.0	0.256	3.027	0.0	0.008	0.03	0.311	0.12	0.0	0.0	3.496	0.0	0.0	0.0	3.582	0.195	0.0	0.0	0.0	0.0	1.087	0.0	0.0	0.143	0.039	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.131	0.0	0.622	0.013	0.691	0.698	0.0	0.0	0.0	0.0	0.0	0.131	0.38	0.071	0.282	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.591	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;vaginalis	species	829	2978		0.0	0.0	0.0	0.0	0.941	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	1.857	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.0	0.289	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	3.645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.866	0.0	0.0	0.47	9.075	0.0	0.392	0.0	5.274	0.0	0.0	1.478	0.082	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;accolens	species	019	2310		0.0	0.148	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.909	0.0	0.794	0.0	0.08	0.0	0.0	0.0	0.355	0.0	0.0	0.0	0.0	0.0	0.381	0.059	0.799	0.223	1.869	0.0	0.0	2.3	1.766	0.0	0.0	0.11	35.882	0.035	0.0	0.0	0.0	0.0	0.342	0.065	0.0	0.0	0.229	0.074	0.244	0.0	0.313	0.021	0.091	0.0	0.226	0.022	1.076	0.0	0.15	0.24	0.113	0.0	0.149	0.0	2.831	0.0	0.0	13.792	0.0	0.048	0.0	0.0	0.045	8.137	1.205	0.067	0.133	0.0	1.495	0.0	0.235	0.598	0.172	0.0	14.248	0.0	0.0	0.025	0.201	0.0	0.0	0.045	0.0	0.0	0.0	0.008	0.0	0.875	0.0	0.0	0.0	0.578	0.0	0.0	0.263	0.0	0.0	0.0	0.0	0.0	2.24	0.099	0.141	0.32	0.0	0.0	0.0	0.803	0.0	0.0	0.158	0.0	0.0	0.657	0.0	0.0	0.098	0.0	0.0	0.112	0.086	0.046	0.812	0.0	0.533	0.059	0.0	0.222	0.0	0.0	0.103	0.0	0.0	4.31	0.041	0.0	0.175	0.107	0.102	0.098
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;afermentans	species	030	2321	Because HMT-835 is not present individually, all equidistant reads were assigned to HMT-030 at this body site (RAF).	0.0	0.593	0.0	0.0	0.0	0.012	0.385	0.124	0.0	0.136	0.224	0.0	0.959	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.107	0.311	0.0	3.359	0.0	0.0	0.069	0.112	1.495	0.0	10.044	0.322	0.0	0.0	0.0	0.366	0.093	0.0	0.254	0.0	0.0	0.927	0.308	0.39	0.314	0.0	10.971	0.222	0.29	0.156	0.063	0.0	0.0	1.932	0.09	0.368	0.897	1.879	0.869	0.0	0.069	0.0	0.491	0.166	0.846	0.733	0.0	0.255	1.379	0.0	4.404	0.0	0.0	0.058	3.53	0.709	0.0	0.0	0.115	0.353	0.823	3.087	0.201	0.0	0.084	0.035	0.0	0.05	0.121	0.0	0.0	0.454	0.0	0.0	0.0	0.0	0.063	0.875	0.218	0.0	0.0	0.0	0.0	0.0	1.928	0.0	0.0	0.0	0.0	0.0	0.0	0.691	0.352	0.0	0.0	0.0	0.081	0.0	0.0	0.306	0.63	0.0	0.0	0.039	0.0	0.583	0.196	0.161	0.0	0.0	0.215	1.289	0.25	0.032	0.4	0.294	0.0	0.0	2.092	0.0	0.0	0.0	0.0	1.601	8.697	0.094	0.175	0.32	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;amycolatum	species	031	2322		0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.014	0.0	0.0	0.48	0.048	1.067	0.0	0.0	0.0	0.0	0.107	0.0	1.077	0.0	0.0	0.0	0.486	0.0	0.0	0.0	21.406	0.0	1.766	2.16	1.128	0.146	0.0	0.0	0.0	0.0	0.039	0.352	0.011	0.0	0.157	0.0	0.062	0.0	0.568	0.249	0.516	0.0	0.0	0.725	0.0	0.011	0.987	0.0	5.662	0.0	0.334	0.0	1.024	0.068	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.312	0.154	0.14	0.295	0.266	0.237	0.058	2.268	2.585	0.992	0.115	0.103	0.342	0.0	0.081	0.0	1.047	0.0	0.0	0.0	13.429	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.025	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.04	0.0	0.0	3.348	0.0	0.0	0.425	5.441	0.238	0.0	0.161	0.017	0.0	0.0	0.23	0.0	2.367	0.489	0.881	1.426	0.0	1.307	0.0	1.655	0.0	0.429	0.985	0.552	0.047	0.873	0.213	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;appendicis	species	033	2324		0.0	0.0	1.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.066	0.54	0.0	0.0	0.0	0.0	0.076	0.0	0.126	0.0	0.0	0.037	0.0	0.0	0.0	0.558	0.685	0.0	0.0	0.092	0.0	0.196	1.827	0.146	0.013	0.0	0.0	0.046	0.196	0.037	0.365	0.0	0.0	0.0	0.529	0.0	0.197	0.747	0.0	0.0	0.0	0.725	0.0	0.011	0.0	0.434	0.599	0.0	0.277	0.0	0.491	0.478	0.0	0.0	0.286	0.0	0.0	0.0	0.122	0.0	0.089	1.382	0.532	0.262	0.133	0.0	0.863	0.958	0.0	0.376	0.129	0.0	0.0	0.0	0.162	0.226	0.201	0.044	0.0	0.0	1.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.0	0.502	0.054	0.0	0.098	0.0	0.084	0.0	0.0	0.322	0.0	0.063	0.133	0.411	0.0	0.222	0.0	0.0	0.0	0.0	0.827	0.0	2.128	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595	2806		0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.087	0.0	0.0	0.0	0.0	0.0	1.507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.297	0.0	0.0	0.0	0.0	0.071	0.015	0.0	0.0	0.109	0.0	0.0	0.0	0.316	0.433	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	1.878	0.0	0.0	0.0	0.096	0.084	0.0	0.0	0.378	0.0	0.202	0.118	0.025	0.0	0.0	0.0	0.018	0.487	0.326	0.483	0.132	0.0	0.0	0.0	0.0	0.124	0.0	0.0	0.146	0.094	0.0	0.125	1.002	0.0	0.0	0.0	6.844	0.131	0.0	0.0	4.491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.039	0.254	0.0	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.23	0.062	0.915	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.082	0.0	0.087	0.0	0.0	1.11
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;gottingense	species	207	2490		0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.563	0.0	1.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.311	0.0	0.373	0.0	0.0	0.0	0.0	2.555	0.0	0.0	0.161	0.221	0.0	0.43	2.121	0.0	0.0	0.889	0.0	0.744	1.076	0.559	0.586	0.0	0.0	2.037	0.252	0.046	0.0	0.125	0.0	0.0	2.657	0.0	0.217	0.0	0.0	0.03	0.183	0.044	0.0	0.277	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.045	2.13	0.757	1.646	1.462	0.0	0.403	5.998	0.588	0.006	1.307	0.0	0.023	0.018	0.0	0.1	0.0	0.0	0.0	0.0	0.571	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	2.312	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.81	0.321	0.0	0.0	0.158	0.0	0.0	0.618	0.0	0.742	1.174	0.0	0.008	0.0	0.043	0.966	0.0	0.0	1.067	2.525	0.0	0.296	1.046	0.0	0.207	0.0	1.961	0.0	5.341	0.0	0.0	0.071	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;jeikeium	species	047	2337		0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.991	0.0	0.0	0.0	0.409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.071	0.0	0.0	0.249	0.0	0.0	0.366	0.0	0.0	0.0	0.0	0.0	0.689	0.0	0.101	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.058	0.112	1.009	0.332	0.0	0.288	3.024	0.0	0.006	0.948	0.0	0.042	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.985	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.6	1.351	0.0	0.0	0.0	0.0	0.0	0.0	1.011	0.0	0.368	0.047	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;kroppenstedtii	species	049	2339		0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.016	0.0	0.0	14.567	0.025	0.0	0.0	0.311	0.0	0.0	0.0	0.059	0.834	0.0	0.0	0.0	1.507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635	0.046	0.431	0.0	0.0	35.893	0.052	0.598	0.0	0.03	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.024	2.39	0.059	0.0	3.536	0.239	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.61	0.0	2.872	0.0	0.0	0.162	0.025	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.288	0.0	0.118	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	10.347	0.0	0.552	0.207	0.0	0.0	0.0	0.0	0.0	0.175	0.107	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;massiliense	species	333	2613		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.05	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	666	2862		0.0	1.78	0.0	0.0	0.0	0.038	0.148	0.031	0.0	0.0	0.0	1.104	0.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.056	0.0	0.0	0.0	0.078	0.764	0.167	0.0	1.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.274	0.0	0.0	0.455	0.0	0.0	0.03	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	1.878	0.0	0.0	0.0	0.0	0.056	0.266	0.066	1.419	1.035	0.202	0.0	0.0	0.029	1.949	0.0	0.0	0.162	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.351	0.0	0.0	0.04	1.227	8.159	0.087	0.0	0.0	15.393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.678	0.096	0.0	0.218	0.0	7.143	0.0	0.486	0.0	0.043	0.0	0.0	0.126	0.067	0.059	0.086	0.0	0.0	0.0	0.414	0.0	0.0	0.493	0.43	0.0	0.262	0.071	0.0	15.339
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;minutissimum	species	053	2343	Because HMT-063 is not present individually, all equidistant reads were assigned to HMT-053 at this body site (RAF).	0.0	0.0	0.652	0.0	0.0	0.031	0.0	0.0	0.0	0.0	1.132	0.0	0.893	0.0	0.0	0.534	0.0	0.034	0.177	0.0	0.0	0.155	0.0	0.261	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.046	0.0	0.0	0.161	0.256	0.0	0.0	0.794	0.0	1.214	0.13	0.217	0.0	0.0	0.0	1.623	0.237	0.0	0.0	0.422	0.0	0.0	1.369	0.0	0.0	0.0	0.0	1.138	0.0	0.069	0.024	0.149	0.312	0.772	0.127	0.0	0.0	2.849	0.0	1.101	0.2	0.0	2.36	0.869	2.484	2.724	0.0	1.323	9.829	0.118	1.183	2.672	0.0	0.042	0.018	0.325	0.176	0.564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	1.13	0.0	0.162	0.602	2.205	0.0	0.473	0.0	0.0	2.434	0.272	0.0	3.131	0.0	0.0	0.0	0.387	0.782	0.0	1.83	5.89	0.705	0.0	0.148	0.0	0.307	0.31	0.0	2.819	0.0	9.229	0.0	0.262	0.107	0.142	0.228
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;pilbarense	species	054	2344		0.0	1.038	0.0	0.0	0.0	0.008	0.651	1.274	0.0	0.058	0.197	0.0	0.959	0.12	0.032	0.457	0.335	0.0	0.051	0.0	0.088	0.0	0.0	8.212	0.0	0.0	0.278	0.0	1.994	0.0	7.784	1.564	1.876	0.065	0.0	0.219	0.0	0.968	0.032	0.319	0.509	1.002	10.953	1.464	0.0	0.0	4.427	0.741	0.325	0.249	0.156	0.0	0.0	3.623	0.045	1.137	1.794	11.561	2.816	0.211	1.285	0.024	1.365	1.718	0.882	0.191	0.0	0.328	0.551	0.0	4.526	0.0	0.179	1.055	0.616	1.033	0.266	0.095	0.575	4.839	0.94	5.921	0.388	0.0	0.072	0.141	0.0	0.552	1.007	0.044	0.0	1.09	11.0	0.0	0.0	0.0	0.563	0.292	0.842	0.0	0.0	1.927	0.0	0.0	1.139	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.0	0.603	0.0	1.134	1.325	0.0	0.0	0.67	0.0	0.0	0.309	0.979	0.715	1.37	0.08	0.0	0.336	0.129	3.129	0.375	0.095	1.022	1.585	0.173	0.148	0.523	0.0	0.827	0.0	0.551	0.246	17.209	0.142	0.436	0.427	0.0	0.326
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;propinquum	species	059	2349		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.828	0.0	0.0	0.0	0.0	3.876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.019	0.0	0.0	0.0	0.184	0.0	0.0	0.291	0.0	0.0	0.0	0.0	0.0	1.708	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.101	0.0	0.011	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.201	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.022	0.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;pseudodiphtheriticum	species	060	2350		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.115	0.0	0.353	0.0	0.0	0.0	1.438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum	species	077	2367		0.0	0.63	1.099	0.0	0.017	0.208	0.178	3.575	0.0	0.0	4.421	0.0	4.069	3.779	0.638	2.058	0.0	2.411	2.355	0.409	0.389	1.863	2.513	0.112	0.476	1.152	2.988	0.391	0.561	0.0	2.888	2.07	5.96	0.654	3.278	5.669	16.886	2.661	1.238	2.597	2.35	4.637	4.37	10.478	4.522	1.848	4.912	1.689	5.415	1.712	1.704	0.021	2.379	1.932	0.497	1.646	4.036	20.52	3.445	3.381	1.254	0.544	3.819	3.026	3.419	0.573	0.573	5.822	0.551	1.878	1.468	3.607	0.446	14.949	11.264	6.019	4.12	2.271	6.383	9.123	1.528	36.067	4.023	1.333	10.847	0.247	2.112	2.207	0.846	0.132	0.0	0.591	5.357	0.0	0.0	0.0	2.003	0.0	0.811	0.0	0.025	3.353	0.0	0.0	1.315	0.0	0.0	0.056	0.0	0.137	0.876	3.356	1.338	3.949	2.336	0.0	4.939	1.084	1.246	7.645	1.694	0.72	0.0	4.057	7.508	1.457	0.978	0.963	0.243	2.688	1.763	1.289	1.686	2.051	5.423	6.753	1.383	1.109	7.843	2.885	0.827	1.205	7.445	3.079	5.504	4.764	27.661	0.569	1.669	1.371
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;tuscaniense	species	184	2467		0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.92	0.0	0.0	0.054	0.366	0.0	0.0	0.0	0.046	0.0	0.074	0.582	0.0	0.0	0.0	2.954	0.0	0.012	0.031	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.06	0.0	0.0	0.0	0.085	0.068	0.0	0.191	0.0	0.0	0.0	0.0	0.061	0.0	0.179	0.019	0.028	0.224	0.0	0.0	0.863	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.046	0.0	1.136	0.0	3.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.189	0.047	0.0	0.0	0.0	0.098
