Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015277-PTO	S700015653-PTO	S700016162-PTO	S700016327-PTO	S700016368-PTO	S700016584-PTO	S700016640-PTO	S700016941-PTO	S700021868-PTO	S700021906-PTO	S700023005-PTO	S700023261-PTO	S700023315-PTO	S700023412-PTO	S700023469-PTO	S700023570-PTO	S700023684-PTO	S700023780-PTO	S700023837-PTO	S700023894-PTO	S700023960-PTO	S700024017-PTO	S700024058-PTO	S700024121-PTO	S700024179-PTO	S700024225-PTO	S700024284-PTO	S700024332-PTO	S700024371-PTO	S700024427-PTO	S700024484-PTO	S700024533-PTO	S700024580-PTO	S700024629-PTO	S700024665-PTO	S700024725-PTO	S700024782-PTO	S700024819-PTO	S700024896-PTO	S700024940-PTO	S700024990-PTO	S700033011-PTO	S700033173-PTO	S700033468-PTO	S700033769-PTO	S700037066-PTO	S700037214-PTO	S700037462-PTO	S700037574-PTO	S700037726-PTO	S700038045-PTO	S700038241-PTO	S700038378-PTO	S700038464-PTO	S700038512-PTO	S700038560-PTO	S700038608-PTO	S700038716-PTO	S700038992-PTO	S700095392-PTO	S700095449-PTO	S700096305-PTO	S700097273-PTO	S700097333-PTO	S700097670-PTO	S700098309-PTO	S700098401-PTO	S700098974-PTO	S700099041-PTO	S700099101-PTO	S700099629-PTO	S700099785-PTO	S700100269-PTO	S700101677-PTO	S700102281-PTO	S700102627-PTO	S700102944-PTO	S700103255-PTO	S700103319-PTO	S700103460-PTO	S700103529-PTO	S700103599-PTO	S700103635-PTO	S700103686-PTO	S700105025-PTO	S700105079-PTO	S700105138-PTO	S700105195-PTO	S700105252-PTO	S700105298-PTO	S700105386-PTO	S700105431-PTO	S700105506-PTO	S700105660-PTO	S700105699-PTO	S700105753-PTO	S700105820-PTO	S700105918-PTO	S700106032-PTO	S700106107-PTO	S700106374-PTO	S700106426-PTO	S700106534-PTO	S700106593-PTO	S700106629-PTO	S700106677-PTO	S700106737-PTO	S700106851-PTO	S700106890-PTO	S700106960-PTO	S700113001-PTO	S700113049-PTO	S700113085-PTO	S700113132-PTO	S700113517-PTO	S700113592-PTO	S700113630-PTO	S700113688-PTO	S700113832-PTO	S700113946-PTO	S700114031-PTO	S700114080-PTO	S700114139-PTO	S700114203-PTO	S700114260-PTO	S700114317-PTO	S700114365-PTO	S700114401-PTO	S700114531-PTO	S700114572-PTO	S700114629-PTO	S700114693-PTO	S700114741-PTO	S700114791-PTO	S700114848-PTO	S700114896-PTO	S700114953-PTO	S700116231-PTO	S700116318-PTO	S700116372-PTO	S700116582-PTO	S700116633-PTO	S700116792-PTO	S700116852-PTO	S700117014-PTO	S700117674-PTO	S700117731-PTO	S700117842-PTO	S700117968-PTO	S700118452-PTO
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT-306	species	306	2586		0.0	0.086	0.376	0.0	0.0	0.016	0.0	0.0	0.492	0.0	0.0	0.016	0.0	0.155	0.0	0.0	0.313	0.226	0.125	0.684	0.473	0.028	0.228	0.059	0.0	0.0	0.086	0.036	0.702	9.067	0.006	0.066	0.088	0.466	0.0	0.645	0.067	0.101	0.246	0.739	0.0	0.033	0.037	0.104	0.0	0.017	1.227	0.015	0.0	0.11	0.025	0.256	0.514	0.68	0.33	0.035	0.413	0.0	0.78	0.166	0.0	0.0	0.041	0.154	0.068	0.0	0.028	0.216	0.144	1.17	0.0	0.086	0.153	0.0	0.011	0.107	0.031	3.092	0.118	0.0	0.0	0.058	0.0	2.085	0.04	0.489	2.124	0.231	0.0	0.92	0.037	0.0	0.0	3.07	0.061	0.0	0.81	0.055	0.207	0.078	0.0	0.0	0.0	0.0	1.098	0.015	0.073	0.199	0.053	0.675	0.0	0.985	0.017	1.099	0.872	0.0	0.318	0.38	0.0	0.015	0.0	2.251	0.111	0.0	0.491	0.4	0.113	0.0	0.0	0.0	0.322	0.0	0.0	0.142	0.209	0.109	0.0	0.498	0.115	1.273	0.0	0.084	0.565	0.039	0.07	0.0	0.501	0.274	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;sp. HMT-309	species	309	2589		0.0	0.012	0.138	0.0	0.0	0.0	0.014	0.012	0.255	0.0	0.045	0.062	0.0	0.0	1.302	0.0	0.0	0.0	0.313	0.0	0.0	0.014	0.0	0.04	0.0	0.0	0.0	0.0	0.08	0.088	0.0	0.172	0.039	0.138	0.031	0.0	0.0	0.71	0.145	0.246	0.056	0.017	0.0	0.0	0.0	0.0	0.245	0.029	0.078	0.165	0.0	0.0	0.033	0.293	0.11	0.0	0.711	0.0	0.05	0.0	0.0	0.0	0.027	0.176	0.0	0.024	0.0	1.203	0.0	0.0	0.0	0.0	0.17	0.053	0.008	0.245	0.015	0.016	0.012	0.0	0.0	0.64	0.0	0.282	0.0	0.098	0.252	0.0	0.0	0.162	0.258	0.0	0.0	0.0	0.121	0.0	0.229	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.098	0.306	0.0	1.066	0.0	0.366	0.0	0.041	0.018	0.0	0.222	0.152	0.0	0.03	0.0	0.017	0.282	0.0	0.041	0.105	0.0	0.0	0.023	0.273	0.0	0.0	0.0	0.205	0.049	0.0	0.0	0.131	1.421	0.0	0.0	0.0	0.0	0.148	0.357	0.0	0.216	0.0	0.0	0.008
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	317	2597		0.018	0.037	0.0	0.044	0.012	0.016	0.058	0.024	0.0	0.0	0.023	0.0	0.008	0.052	0.034	0.0	0.0	0.013	0.031	0.0	0.0	0.0	0.029	0.01	0.499	0.807	0.0	0.0	0.0	0.013	0.155	0.0	0.041	0.0	0.042	0.015	1.632	0.0	0.0	0.033	0.0	0.05	0.0	0.042	0.02	0.0	0.049	0.015	0.019	0.0	0.025	0.075	0.033	0.0	0.0	0.0	0.017	0.026	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.024	0.0	0.0	0.12	0.0	9.708	0.114	0.017	0.0	0.0	0.046	0.031	0.0	0.0	0.08	0.0	0.0	0.017	0.0	0.148	0.0	0.0	0.0	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	2.303	0.017	0.129	0.0	0.107	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.014	0.182	0.035	0.0	0.203	0.017	0.0	0.044	0.009	0.03	0.0	17.883	0.0	0.0	0.0	0.0	0.0	0.15	0.155	0.04	0.016	0.0	0.434	0.0	0.123	0.008	0.0	0.0	0.0	0.373	0.0	0.009	0.083	0.0	0.0	0.0	0.008
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-475	species	475	2713		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.872	0.0	0.017	0.0	0.157	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.616	0.233	0.0	0.13	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.005	0.0	0.015	0.0	0.0	0.02	0.04	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.142	0.0	0.0	0.0	0.458	0.014	0.0	0.0	0.0	0.062	0.134	0.018	0.0	0.0	0.0	0.013	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.061	0.0	0.023	0.016	0.0	0.0	0.014	0.0	0.861	0.008	0.0	0.041	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572	2788		0.0	0.055	0.083	0.141	0.062	0.048	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.376	0.0	0.0	0.161	0.0	1.487	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.017	0.0	0.005	0.0	0.034	0.0	0.0	0.0	0.018	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.048	0.0	0.209	0.0	0.0	0.238	0.0	0.0	0.061	0.0	0.0	0.778	0.0	0.087	0.103	0.0	0.0	0.0	0.0	0.0	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.572	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.516	0.056	0.0	0.032	0.0	2.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	613	2822		0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.059	0.0	0.0	0.264	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.21	0.014	0.129	0.374	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.031	0.0	0.017	0.017	0.0	0.023	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	3.648	0.0	0.0	0.023	0.018	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.216	0.033	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.008	0.0	0.034	0.027	0.0	0.0	0.032	0.355	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.14	0.0	0.0	0.064	0.506	0.0	0.095	0.012	0.13	0.023	0.0	0.038	0.014	0.014	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.008
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;serpentiformis	species	286	2567		0.018	0.012	0.0	0.0	0.0	0.016	0.0	0.0	0.733	0.0	0.361	0.434	0.064	0.0	0.0	0.407	0.0	0.013	1.221	2.615	0.0	0.379	0.0	0.129	0.125	0.0	0.123	0.0	0.461	0.527	0.013	0.04	0.017	0.011	0.0	0.059	0.0	0.025	0.376	0.394	0.019	0.0	0.019	0.094	0.839	0.0	0.098	0.059	0.165	0.0	0.038	0.407	0.017	0.095	0.936	0.023	1.224	0.217	0.101	0.0	0.688	0.321	0.041	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.313	0.0	0.119	0.0	0.0	0.015	0.0	0.0	0.0	0.12	0.337	0.0	0.265	0.798	0.0	0.016	0.126	0.0	0.044	0.026	0.081	0.0	0.0	0.025	0.061	0.0	0.0	0.0	0.994	0.604	0.0	0.17	0.0	0.055	0.007	0.511	0.024	0.791	0.032	0.0	0.156	0.113	0.0	0.082	0.0	0.0	0.334	0.013	0.0	0.27	0.415	0.0	0.674	0.0	0.0	0.063	0.013	0.0	0.0	0.032	0.15	0.049	0.04	0.473	0.0	0.152	0.0	0.0	1.314	0.0	0.582	0.105	0.0	1.06	0.192	0.055	0.236	0.327	0.018	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	2617		0.0	0.117	0.0	0.0	0.0	0.0	0.072	0.339	0.105	0.296	1.51	0.248	0.096	0.0	0.017	0.517	1.111	0.0	0.908	0.027	0.0	0.617	0.0	0.198	0.904	0.0	0.466	0.179	0.06	0.063	0.938	0.079	0.397	0.0	0.377	0.176	0.067	0.178	1.548	0.016	0.562	0.017	0.0	0.682	4.435	0.051	0.0	0.044	0.379	0.092	0.283	0.512	0.066	0.086	1.018	0.0	0.579	1.551	0.0	0.028	0.422	0.275	0.393	0.022	0.0	0.404	0.028	0.015	0.192	0.0	0.0	0.029	0.017	0.0	0.981	0.0	0.154	0.0	0.047	3.752	2.571	0.0	0.077	0.103	0.633	1.271	0.021	1.131	0.015	0.0	6.036	0.0	0.018	0.624	2.288	0.42	0.0	0.0	0.186	0.914	0.702	0.093	0.318	0.883	0.077	0.382	0.073	0.073	0.064	0.21	1.34	0.0	0.0	0.014	0.0	0.092	0.111	0.0	0.066	3.886	0.109	0.026	0.01	0.291	0.068	0.252	0.126	0.126	0.532	0.675	0.0	0.897	2.197	0.962	0.012	0.043	0.299	0.327	0.749	0.0	0.043	0.733	0.0	1.216	1.062	0.014	0.059	0.177	0.0	0.225
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	2605		0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.012	0.0	0.0	0.0	4.406	0.0	0.017	0.0	0.116	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.156	0.0	0.651	0.036	0.06	0.627	0.006	0.0	0.0	0.0	0.01	0.0	0.033	0.609	0.781	0.016	0.019	0.0	0.0	0.156	0.769	0.017	0.025	0.0	0.117	0.0	0.138	0.512	0.0	0.0	0.771	0.0	0.0	0.046	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.547	0.0	0.0	0.144	0.0	0.0	0.029	0.0	0.0	0.022	0.015	0.061	0.0	0.035	0.918	0.013	0.262	0.017	0.0	0.01	0.098	0.357	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.041	0.009	0.0	0.015	0.0	1.325	0.028	5.648	0.012	0.033	0.032	6.304	0.016	0.0	0.0	0.055	0.0	0.334	0.0	0.0	0.017	0.0	0.0	0.0	0.835	0.0	0.041	0.084	0.0	0.028	0.053	0.0	0.021	0.008	0.471	0.0	0.012	0.022	0.069	0.008	0.0	0.0	0.0	0.0	0.0	0.32	2.316	0.0	0.0	0.027	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329	2609		0.34	0.025	0.022	0.0	0.025	0.048	0.173	0.012	0.132	0.044	2.502	3.304	0.0	0.0	0.0	0.611	1.894	0.013	0.188	0.013	0.0	1.74	0.0	0.416	1.979	0.0	7.389	0.502	0.04	0.125	0.052	0.013	1.151	0.0	0.021	0.044	0.0	0.0	0.289	0.0	0.056	0.0	0.056	1.624	6.962	0.017	0.344	0.162	0.456	0.0	0.654	0.015	0.017	0.026	4.569	0.0	0.265	1.584	0.0	0.055	0.0	0.275	0.0	0.11	0.0	0.048	0.0	0.0	0.0	0.038	0.019	0.0	0.051	0.0	0.065	0.031	0.154	0.0	0.082	3.942	1.737	0.349	0.077	0.337	0.178	0.049	0.0	0.15	0.044	0.0	1.83	0.0	0.018	0.153	0.061	0.0	0.0	0.014	0.352	1.415	0.189	0.0	0.033	1.84	0.035	2.16	0.073	0.007	0.0	0.48	4.233	0.028	0.0	0.11	0.018	1.545	0.032	0.025	0.099	0.255	0.0	0.0	0.413	0.019	0.014	0.105	0.05	0.126	0.0	0.466	0.021	0.49	0.399	7.393	0.0	1.107	0.115	0.0	0.038	0.0	0.582	1.152	0.0	1.723	1.89	0.055	0.54	0.027	0.018	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-338	species	338	2618		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.463	0.0	0.0	0.031	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.068	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.304	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-878	species	878	3024		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775	2937		0.143	0.049	0.0	0.044	0.012	0.016	0.115	0.496	0.027	0.03	0.113	0.155	0.048	0.0	0.0	0.64	0.564	0.04	4.508	0.107	0.0	0.014	0.0	0.307	0.514	0.048	0.012	0.072	0.0	0.013	2.471	0.053	0.205	0.0	0.021	1.687	0.033	0.0	0.304	0.016	0.394	0.017	0.111	1.254	0.0	0.0	0.098	0.0	0.505	0.0	0.604	0.0	0.0	0.013	0.055	0.0	0.0	1.991	0.0	0.0	2.264	0.0	1.058	0.044	0.023	0.048	0.0	0.0	0.0	0.013	0.019	0.0	0.102	0.053	0.016	0.0	0.261	0.016	0.0	2.575	2.773	0.0	0.0	0.021	0.0	0.065	0.0	0.0	0.044	0.0	0.037	0.196	0.018	1.185	0.0	0.0	0.07	0.0	0.021	0.06	1.537	0.309	1.205	0.497	0.0	0.137	0.0	0.286	0.064	0.135	0.485	0.0	0.017	0.0	0.0	0.012	0.0	0.025	0.066	0.0	3.013	0.0	0.07	0.272	0.273	0.0	0.39	0.476	0.023	0.0	0.0	1.403	6.151	0.0	0.0	0.304	0.0	2.418	0.023	0.0	1.392	0.021	0.029	8.443	0.07	0.193	0.0	0.08	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;sp. HMT-206	species	206	2489		0.0	0.0	0.0	0.0	0.0	0.512	0.0	0.024	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.167	0.005	0.0	0.0	0.0	0.147	0.019	0.0	0.0	0.0	0.0	0.017	0.0	0.012	0.0	0.0	0.0	0.249	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.158	0.194	4.924	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.386	0.067	0.018	0.0	0.0	0.0	0.0	2.255	0.015	0.008	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.231	0.0	0.0	0.174	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.193	0.0	0.033	0.0	0.0	0.0	0.13	0.0	0.016	0.695	0.0	0.0	0.0	0.0	0.008	0.0	0.014	0.0	0.018	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp. HMT-322	species	322	2602		0.52	0.461	0.0	0.0	0.456	0.064	0.288	0.919	0.023	0.519	0.721	0.729	0.184	0.017	0.0	0.764	0.438	0.027	0.125	0.067	0.0	0.07	0.0	0.099	0.312	0.012	0.295	1.268	0.16	0.05	0.763	0.318	0.256	0.0	0.136	0.264	0.2	0.101	0.231	0.082	0.094	0.183	0.019	0.323	0.549	0.0	0.123	0.029	0.058	0.128	0.296	0.301	0.0	0.009	0.606	0.035	0.182	0.276	0.0	0.0	0.133	0.092	0.638	0.11	0.0	0.714	0.028	0.046	0.048	0.013	0.294	0.086	0.034	0.211	0.596	0.229	0.154	0.071	0.012	4.481	0.39	0.146	0.051	0.028	0.475	0.228	0.21	1.165	0.0	0.0	2.627	0.277	0.337	0.0	0.515	0.478	0.229	0.6	0.021	0.776	1.493	0.417	0.385	1.031	0.493	0.107	0.195	0.279	0.117	1.591	0.222	0.141	0.051	0.096	0.0	1.211	0.032	0.0	0.083	0.18	0.251	0.061	0.05	0.699	0.0	0.21	0.264	0.168	0.364	0.161	0.021	0.073	0.647	0.441	0.012	0.022	0.253	0.049	0.13	0.014	0.213	0.377	0.0	0.608	0.374	0.028	0.039	0.062	0.724	0.147
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1];bacterium HMT-931	species	931	3074		0.0	0.141	0.177	0.0	0.049	0.192	0.043	0.012	0.005	0.0	0.023	0.109	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.036	0.0	0.013	0.0	0.093	0.021	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.204	0.12	0.08	0.0	0.0	0.029	0.01	0.0	0.006	0.0	0.0	0.004	0.0	0.0	0.0	0.013	0.0	0.055	0.0	0.0	0.095	0.044	0.0	0.071	0.0	0.093	0.024	0.0	0.0	0.884	0.017	0.079	0.067	0.046	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.009	0.015	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.027	2.733	0.015	0.008	0.0	0.0	0.399	0.0	0.023	0.0	0.0	0.017	0.0	0.0	0.009	0.0	0.019	0.068	0.063	0.0	0.0	0.0	0.032	0.021	0.008	0.008	0.047	0.0	0.022	0.0	0.0	0.015	0.096	0.057	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans	species	626	2832		2.436	8.864	1.979	4.958	3.034	7.569	3.518	0.955	0.086	0.519	0.834	0.667	2.015	0.362	0.135	0.822	1.111	1.225	0.689	0.148	0.0	0.365	0.128	1.218	3.85	0.867	0.061	0.538	0.06	0.05	0.071	9.907	2.693	0.011	0.105	0.22	0.0	0.228	0.535	0.049	0.0	2.478	7.979	0.692	1.119	0.0	0.319	1.915	0.253	0.66	0.359	0.196	0.05	0.112	0.055	0.012	0.083	2.07	0.226	0.774	0.222	0.138	0.95	1.035	0.114	11.37	0.254	1.635	1.561	0.242	0.246	14.025	1.668	5.758	3.007	1.575	2.657	0.055	0.012	0.0	0.471	0.044	0.103	0.0	0.178	0.081	2.965	1.754	1.439	0.017	0.081	0.058	1.047	0.0	1.076	0.0	0.141	0.436	0.104	0.854	0.256	0.17	0.653	0.202	0.0	0.076	0.061	0.658	0.064	1.591	0.09	0.099	0.0	1.745	1.616	1.038	0.079	0.304	0.264	0.09	0.098	0.356	0.03	0.214	0.123	0.063	0.138	0.084	0.038	0.514	1.589	0.122	0.056	0.599	0.049	0.065	0.253	0.008	0.069	1.15	2.542	0.0	0.163	0.023	0.035	0.152	0.059	0.035	0.035	0.062
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;morbillorum	species	046	2336		0.036	0.012	0.0	0.265	0.037	0.016	0.014	0.012	0.009	0.059	2.051	1.52	0.336	0.017	0.017	0.058	0.094	0.0	0.063	0.0	0.0	0.323	0.0	0.574	0.016	2.565	0.0	0.036	0.06	0.451	0.032	0.0	2.303	0.36	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.13	0.271	0.0	0.0	1.055	1.164	0.185	0.018	0.189	0.015	0.0	0.004	0.606	0.0	0.017	0.184	0.0	0.0	0.022	0.092	0.014	0.022	0.297	0.0	0.536	0.262	0.096	0.089	0.616	0.057	0.0	0.053	0.011	0.076	0.031	0.0	0.0	0.0	0.121	0.0	0.043	0.0	0.01	0.016	0.652	0.012	0.087	0.511	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.021	0.043	0.033	0.077	0.519	0.074	0.0	0.488	0.0	0.007	0.0	0.03	0.016	0.0	0.32	0.124	0.0	0.0	0.0	0.545	0.017	0.03	0.0	0.035	0.252	0.0	0.0	0.0	0.038	0.07	0.0	0.0	0.043	0.057	0.016	0.0	0.0	0.716	0.046	0.033	0.031	0.0	0.014	0.021	0.0	0.0	0.0	0.028	0.01	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;sanguinis	species	757	2928		0.376	2.457	0.603	0.406	2.281	0.128	1.528	1.826	0.109	1.66	0.518	1.241	0.8	0.138	0.135	2.306	1.597	0.04	0.72	0.054	0.043	0.603	0.428	0.228	0.701	0.012	0.16	1.95	0.0	0.113	1.009	0.305	0.196	0.011	0.241	0.792	0.133	1.345	0.622	0.049	0.281	0.965	0.074	0.869	1.349	0.219	0.417	0.412	0.253	0.99	0.447	1.236	0.232	0.237	0.44	0.035	0.546	1.13	0.0	0.055	2.108	0.734	1.587	0.44	0.274	0.666	0.282	0.015	1.248	0.038	1.365	0.257	0.919	0.158	2.541	0.841	0.445	0.718	0.035	0.02	1.44	0.611	0.188	0.0	0.761	0.31	0.547	1.292	0.218	0.051	0.081	1.408	1.348	0.204	3.788	0.315	0.123	2.385	0.104	1.027	0.813	0.124	0.284	0.0	0.007	0.229	0.83	0.984	0.0	0.18	0.477	0.042	0.759	0.11	0.127	0.784	0.079	0.063	0.463	0.675	0.469	0.087	0.594	1.399	0.109	0.316	0.679	0.056	0.235	0.177	0.086	0.914	0.535	1.009	1.278	0.043	0.897	0.09	0.328	0.397	0.27	3.122	0.603	0.156	0.514	0.47	0.079	0.283	1.237	1.123
