Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014973-TDO	S700015265-TDO	S700015641-TDO	S700015999-TDO	S700016063-TDO	S700016154-TDO	S700016319-TDO	S700016360-TDO	S700016576-TDO	S700016628-TDO	S700021687-TDO	S700021697-TDO	S700021860-TDO	S700023080-TDO	S700023214-TDO	S700023247-TDO	S700023305-TDO	S700023404-TDO	S700023461-TDO	S700023515-TDO	S700023562-TDO	S700023676-TDO	S700023772-TDO	S700023829-TDO	S700023886-TDO	S700023952-TDO	S700024009-TDO	S700024050-TDO	S700024169-TDO	S700024215-TDO	S700024276-TDO	S700024324-TDO	S700024363-TDO	S700024417-TDO	S700024476-TDO	S700024525-TDO	S700024572-TDO	S700024621-TDO	S700024657-TDO	S700024717-TDO	S700024774-TDO	S700024811-TDO	S700024888-TDO	S700024932-TDO	S700024982-TDO	S700033164-TDO	S700033455-TDO	S700033761-TDO	S700037058-TDO	S700037206-TDO	S700037454-TDO	S700037566-TDO	S700037582-TDO	S700037718-TDO	S700038037-TDO	S700038233-TDO	S700038370-TDO	S700038456-TDO	S700038504-TDO	S700038552-TDO	S700038600-TDO	S700038708-TDO	S700038767-TDO	S700038984-TDO	S700095384-TDO	S700095441-TDO	S700097265-TDO	S700097325-TDO	S700097662-TDO	S700098301-TDO	S700098393-TDO	S700099033-TDO	S700099093-TDO	S700099621-TDO	S700099777-TDO	S700100261-TDO	S700101669-TDO	S700102273-TDO	S700102619-TDO	S700102936-TDO	S700103247-TDO	S700103311-TDO	S700103452-TDO	S700103521-TDO	S700103627-TDO	S700103678-TDO	S700105017-TDO	S700105071-TDO	S700105130-TDO	S700105187-TDO	S700105244-TDO	S700105290-TDO	S700105340-TDO	S700105378-TDO	S700105423-TDO	S700105498-TDO	S700105596-TDO	S700105652-TDO	S700105691-TDO	S700105745-TDO	S700105812-TDO	S700105862-TDO	S700105910-TDO	S700105942-TDO	S700106024-TDO	S700106099-TDO	S700106366-TDO	S700106418-TDO	S700106526-TDO	S700106585-TDO	S700106621-TDO	S700106669-TDO	S700106843-TDO	S700106882-TDO	S700106952-TDO	S700108989-TDO	S700113041-TDO	S700113077-TDO	S700113124-TDO	S700113509-TDO	S700113584-TDO	S700113622-TDO	S700113680-TDO	S700113824-TDO	S700113938-TDO	S700114023-TDO	S700114072-TDO	S700114133-TDO	S700114195-TDO	S700114252-TDO	S700114309-TDO	S700114357-TDO	S700114523-TDO	S700114564-TDO	S700114621-TDO	S700114685-TDO	S700114733-TDO	S700114783-TDO	S700114840-TDO	S700114888-TDO	S700114945-TDO	S700114993-TDO	S700116223-TDO	S700116310-TDO	S700116364-TDO	S700116574-TDO	S700116625-TDO	S700116784-TDO	S700116844-TDO	S700117006-TDO	S700117666-TDO	S700117723-TDO	S700117834-TDO	S700117960-TDO	S700117998-TDO
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	723	2901		0.492	0.014	0.477	0.417	0.107	1.099	2.408	0.314	1.589	0.126	0.36	0.18	0.427	0.004	1.175	0.358	0.156	3.787	0.562	1.109	0.032	0.867	0.997	0.726	2.973	1.091	0.503	0.218	0.202	4.52	0.063	0.19	0.609	0.192	0.034	0.986	0.718	1.287	0.097	0.037	0.361	0.265	0.102	1.436	0.849	0.476	0.243	0.194	0.403	0.952	0.915	0.352	0.3	1.539	0.924	0.457	1.467	1.39	0.23	2.132	1.24	0.102	0.883	2.559	3.661	0.15	0.089	0.49	2.323	0.02	3.504	0.959	1.782	0.621	2.974	0.84	0.743	0.464	0.78	0.76	0.0	1.75	0.085	0.064	0.982	0.455	0.217	0.335	0.386	2.328	0.068	1.772	0.019	0.494	0.0	1.042	3.105	0.402	0.928	0.263	1.453	0.18	0.0	0.134	0.245	1.449	0.0	3.06	0.0	1.57	0.812	0.008	0.608	1.583	0.306	0.184	0.409	0.781	2.426	0.554	0.014	0.582	2.003	1.14	0.302	0.0	0.008	0.243	0.0	3.21	0.378	0.064	0.077	0.981	0.362	0.047	0.039	0.661	0.468	0.232	0.061	4.69	1.971	0.707	1.635	1.228	0.05	1.433	0.029	0.298	1.267	1.62	0.123	0.066	0.019
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacteraceae [G3];bacterium HMT-365	species	365	2645		0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279	2560		0.765	1.625	0.843	0.0	0.0	0.0	0.312	4.764	1.511	10.673	1.849	3.792	1.292	4.513	0.074	2.601	6.595	0.031	0.055	0.048	4.529	1.249	0.026	0.701	0.056	0.0	2.195	0.015	3.879	0.011	5.184	0.409	0.28	9.851	20.166	0.005	0.093	1.422	3.357	12.932	0.0	0.016	14.891	0.071	0.069	3.513	12.226	12.503	0.0	2.491	0.598	19.806	6.429	0.024	5.389	5.116	0.183	0.06	9.9	0.043	0.095	8.205	0.029	0.027	0.026	3.33	5.246	2.377	0.0	0.835	0.091	0.387	0.0	2.036	0.0	2.627	0.813	0.209	5.605	0.396	0.469	0.0	10.574	1.287	0.007	1.799	0.0	0.028	0.177	0.219	19.097	1.604	6.096	3.597	1.492	0.154	0.0	2.247	0.162	5.373	0.262	4.782	0.91	1.251	0.891	0.124	4.712	0.0	6.255	0.042	0.059	5.301	0.164	0.263	0.204	1.079	7.079	0.016	0.025	0.043	8.154	0.349	0.098	0.143	0.88	6.99	0.567	8.35	11.708	0.0	0.407	16.54	3.969	2.485	0.099	10.444	5.732	11.316	0.279	4.643	2.541	3.912	0.0	2.705	0.0	1.405	14.271	0.028	9.028	0.378	0.146	0.125	0.0	1.623	5.228
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp. HMT-285	species	285	2566		0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.017	0.026	0.0	0.016	0.0	0.005	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.046	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.88	0.008	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.008	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302	2582		0.006	0.0	0.022	0.015	0.0	0.034	0.109	0.0	0.0	0.0	0.0	0.015	0.091	0.0	0.045	0.0	0.1	0.016	0.0	0.704	0.0	0.0	0.0	0.025	0.0	0.734	0.336	0.0	0.0	0.011	0.0	0.015	0.0	0.247	0.0	0.9	0.0	0.158	0.008	0.0	0.0	0.047	0.0	0.556	0.0	0.016	0.225	0.0	0.0	0.049	0.0	0.0	0.058	0.145	0.387	0.091	0.018	0.572	0.019	0.085	0.207	0.0	0.383	0.66	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.472	0.0	0.0	0.256	0.0	0.0	0.063	0.0	1.05	0.051	0.02	0.09	0.035	0.0	0.084	0.032	0.0	0.01	1.684	0.0	0.0	0.0	0.0	0.0	0.826	0.07	0.022	0.044	0.02	0.0	0.0	0.168	0.021	0.0	0.0	0.0	0.382	0.428	0.089	0.0	0.007	0.0	0.0	0.133	0.0	0.05	0.0	0.0	0.093	1.429	0.0	0.088	0.0	0.016	0.063	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.007	0.0	0.012	0.443	0.058	0.0	0.0	0.216	0.019	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-308	species	308	2588		2.825	0.055	1.456	0.03	1.172	2.758	0.429	1.315	1.214	2.416	0.147	0.0	2.504	0.0	0.967	0.193	0.011	0.421	0.37	1.264	0.016	0.934	0.604	0.652	4.188	0.022	0.042	0.073	0.0	0.0	0.013	0.015	1.814	1.028	0.37	1.14	0.524	0.395	1.417	0.0	0.361	0.796	0.153	0.779	0.092	0.739	0.018	0.01	0.165	0.635	0.493	0.032	0.029	1.175	0.114	0.213	0.238	0.53	0.71	2.345	0.747	0.192	0.647	0.418	0.0	0.021	0.064	0.0	0.16	0.02	0.194	0.34	0.0	0.05	0.741	0.456	0.209	0.418	1.549	0.918	2.114	0.062	0.068	0.347	0.337	1.554	0.084	1.452	0.482	1.281	0.107	0.445	0.056	0.127	0.708	0.27	0.0	0.255	0.302	0.693	1.148	0.0	0.014	0.447	0.439	1.422	0.0	0.713	0.015	1.287	0.598	0.033	3.327	2.975	0.368	0.0	0.962	0.094	0.289	0.014	0.0	0.163	0.0	1.226	0.0	0.572	1.988	0.0	0.074	0.384	0.949	0.869	0.518	1.893	0.329	0.194	0.013	0.936	0.099	0.278	0.168	0.621	0.097	0.554	1.794	2.479	0.117	0.167	0.0	1.323	0.601	0.81	0.891	0.199	0.578
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-473	species	473	2711		0.012	0.0	0.012	0.0	0.015	0.0	0.0	0.041	0.555	0.016	0.0	0.015	0.08	0.558	0.0	1.129	0.022	0.0	0.0	0.012	0.983	0.023	0.0	0.0	0.0	0.0	0.308	0.0	0.356	0.0	0.101	0.0	0.024	0.11	0.16	0.0	0.0	0.034	0.056	0.43	0.0	0.0	2.171	0.04	0.0	0.312	1.897	0.765	0.0	0.366	0.0	0.56	0.164	0.0	0.676	0.198	0.0	0.005	1.036	0.0	0.08	0.854	0.0	0.04	0.0	0.172	0.737	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.06	0.0	0.0	0.272	0.0	0.0	0.012	1.145	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.093	0.0	0.0	0.0	0.015	0.154	0.012	0.095	0.0	0.0	0.0	0.0	0.09	0.021	0.194	0.0	0.376	0.0	0.0	0.691	0.034	0.029	0.0	0.0	0.863	0.0	0.0	0.0	0.0	0.0	1.065	0.071	0.176	0.0	0.008	0.171	0.124	0.0	0.0	0.15	0.0	0.085	0.0	0.04	2.089	0.0	0.025	9.448	0.0	0.054	0.0	0.01	0.0	0.011	0.0	0.0	0.54	0.0	0.081	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-913	species	913	3059		0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.012	0.088	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-914	species	914	3060		0.0	0.007	0.007	0.0	0.015	0.0	0.0	0.05	0.09	0.0	0.0	1.69	0.131	0.0	0.0	0.014	0.134	0.0	0.0	0.0	0.097	0.203	0.0	0.0	0.0	0.0	0.028	0.0	0.818	0.0	1.299	0.058	0.0	3.316	1.269	0.0	0.0	0.0	0.362	0.787	0.0	0.0	0.409	0.01	0.0	0.755	0.587	0.265	0.0	0.073	0.0	0.2	0.068	0.0	2.018	0.015	0.0	0.0	0.153	0.0	0.016	0.049	0.0	0.0	0.0	0.043	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.06	0.0	0.0	0.095	0.0	0.007	0.0	0.171	0.029	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.308	0.049	0.0	0.0	0.0	0.1	0.035	2.19	0.029	0.83	0.014	0.0	0.013	0.007	0.0	0.0	0.917	0.0	0.0	4.09	0.0	0.058	0.0	0.0	0.498	0.0	0.0	0.0	0.85	0.0	0.0	0.029	0.176	1.232	0.109	0.261	0.0	0.055	0.0	1.481	0.0	1.606	0.0	0.007	0.013	0.0	0.0	0.069	0.0	0.151	0.0	0.01	0.0	0.066	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;tannerae	species	466	2706		0.0	0.0	0.052	0.0	0.015	0.0	0.0	0.008	0.039	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.014	0.0	0.036	0.0	0.0	0.0	0.122	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.253	0.0	0.131	0.036	0.01	0.0	0.781	0.0	0.04	0.048	0.0	0.0	0.426	0.0	0.005	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.007	0.0	0.0	0.0	0.116	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.014	0.0	0.041	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.237	0.016	0.509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;aurantiaca	species	943	3084		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.193	0.759	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.467	0.0	0.0	0.013	0.0	0.0	0.0	1.903	0.0	0.0	0.0	0.0	2.263	0.657	0.0	1.853	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.205	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	2578		5.483	0.007	0.641	0.0	0.015	2.713	3.797	0.083	1.369	1.674	0.458	0.0	0.453	0.0	0.551	0.0	0.056	2.571	8.853	1.741	0.016	3.41	1.864	0.516	2.331	2.782	0.196	0.393	0.012	0.254	0.0	0.0	2.532	0.986	0.0	3.309	1.672	1.106	0.0	0.0	0.344	1.717	0.0	2.559	0.665	1.198	0.0	0.112	2.273	0.122	0.469	0.048	0.097	2.241	0.325	0.076	6.785	0.651	0.058	0.838	1.972	0.0	0.956	0.189	13.134	0.236	0.064	0.049	10.814	0.06	0.0	1.361	1.587	0.596	0.969	0.876	2.323	0.163	1.123	1.614	0.798	1.462	0.239	0.0	1.027	1.022	0.0	0.0	1.221	9.217	0.475	1.67	0.0	0.0	3.204	0.734	3.757	3.305	0.0	0.0	8.485	0.0	0.014	0.447	0.168	5.611	0.0	10.144	0.0	1.301	1.255	0.553	2.432	0.941	0.306	0.0	0.896	0.0	8.675	1.42	0.123	0.815	2.675	17.629	0.0	2.827	0.551	0.045	0.05	3.608	0.26	0.258	1.277	0.33	1.73	0.0	0.0	0.0	6.389	0.37	0.015	0.319	0.104	2.695	1.91	7.946	0.352	0.515	0.0	1.831	5.799	6.095	0.438	0.0	0.019
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	313	2593	Reads equidistant to HMT-313 and HMT-469 were assigned to each taxon in proportion to the abundance of HMT-313 and HMT-469 individually at this body site (TDO).;Some of the reads equidistant from these taxa (313-314-469) are included in HMT-313 because they are too close to differentiate at this site (TDO).	0.377	0.007	0.194	0.007	0.078	0.88	1.437	0.198	1.874	0.434	0.016	0.0	2.422	0.11	0.327	0.016	0.006	0.732	0.826	1.426	0.0	0.779	3.572	0.037	1.339	1.065	0.098	0.366	0.012	0.088	0.0	0.029	1.112	0.973	0.017	2.99	0.553	0.494	0.79	0.0	2.424	4.634	0.089	1.311	1.109	1.121	0.012	0.231	1.192	1.058	0.06	0.058	0.051	2.036	0.069	0.126	4.683	1.758	0.038	3.302	1.778	0.012	0.049	0.906	0.275	0.021	0.114	0.13	0.961	0.02	0.0	0.899	0.022	0.124	0.615	0.471	0.422	0.037	0.147	0.097	0.19	1.066	0.307	0.029	0.142	0.312	0.0	2.317	0.868	1.533	0.126	2.481	0.0	0.062	0.22	0.659	0.073	1.067	0.545	0.154	0.82	0.0	0.0	0.0	0.303	0.191	0.0	0.304	0.002	3.606	0.571	0.383	0.801	2.222	0.093	0.0	1.192	0.0	0.629	0.335	0.0	7.106	3.277	0.859	0.268	0.766	3.125	0.072	0.0	5.66	0.955	0.276	0.506	0.456	1.453	0.013	0.0	0.462	0.786	0.139	0.002	0.824	2.264	2.717	0.916	1.36	0.017	0.591	0.0	3.646	0.603	0.906	0.169	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	469	2709	Reads equidistant to HMT-313 and HMT-469 were assigned to each taxon in proportion to the abundance of HMT-313 and HMT-469 individually at this body site (TDO).;Some of the reads equidistant from these taxa (313-314-469) are included in HMT-469 because they are too close to differentiate at this site (TDO).	4.869	2.547	5.467	12.808	4.457	8.118	2.831	3.978	11.623	9.196	2.422	6.313	4.095	3.832	2.455	0.755	2.923	6.904	1.079	6.256	0.629	5.017	3.213	4.697	7.511	3.597	8.933	2.444	2.384	5.581	2.371	3.113	5.449	3.028	2.89	5.674	8.239	3.163	6.825	0.996	4.149	2.876	3.716	3.442	2.928	1.719	1.589	3.025	12.429	3.24	7.414	3.476	1.94	5.742	4.21	2.31	3.68	6.508	2.168	5.793	3.025	1.529	9.369	9.802	1.594	0.838	1.003	5.261	3.231	0.318	20.341	2.596	0.5	4.37	2.974	4.098	6.386	7.522	3.352	5.347	8.153	3.071	3.28	5.387	10.647	6.382	10.874	5.332	5.303	1.107	4.61	2.529	1.62	3.267	4.868	1.87	18.961	3.674	4.036	3.912	6.313	5.802	1.422	4.93	6.644	1.911	0.13	2.31	1.396	10.851	3.932	2.658	0.77	4.006	0.591	1.184	1.529	19.61	3.219	3.457	0.85	9.421	1.892	4.684	7.096	4.594	5.161	3.567	0.571	2.256	2.452	4.167	2.093	9.806	3.028	0.503	2.507	2.533	5.274	3.115	20.608	8.097	1.946	6.516	6.173	4.605	1.91	11.222	0.439	2.473	2.223	2.739	1.904	1.739	3.976
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;nanceiensis	species	299	2579		0.336	0.014	1.73	0.149	0.015	0.0	0.126	3.598	0.349	1.074	0.196	0.217	1.312	0.095	0.58	0.275	3.164	0.062	0.0	0.072	0.967	0.641	0.013	0.234	0.028	0.0	0.056	0.073	5.503	0.0	0.416	0.088	0.28	1.178	1.008	0.027	0.008	0.0	0.419	5.384	1.17	0.016	0.473	0.051	0.023	1.182	2.692	1.909	0.0	0.366	0.082	0.448	0.57	0.145	1.786	1.005	0.147	0.074	0.556	0.014	0.191	0.491	0.0	0.027	0.0	0.322	1.651	0.515	0.0	0.378	0.569	1.005	0.109	0.05	0.023	2.123	0.093	1.451	2.294	0.206	0.504	0.0	1.11	0.341	0.0	0.105	0.134	0.698	0.241	0.672	3.031	0.518	0.257	0.705	0.909	0.0	0.0	1.614	0.174	3.227	0.814	0.23	0.256	0.149	0.013	0.041	0.68	0.0	0.556	0.0	0.347	1.122	0.048	0.503	1.369	0.079	1.471	0.0	0.138	0.0	1.083	0.14	0.042	0.214	0.264	1.318	0.388	0.802	0.472	0.055	0.155	4.336	0.727	0.178	0.165	1.247	1.345	0.724	0.772	1.447	2.663	0.958	0.015	0.526	0.058	0.852	1.206	0.223	1.791	0.169	0.016	0.183	0.0	0.464	1.512
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693	2882		0.006	0.0	0.255	0.0	0.015	0.0	0.025	0.132	0.207	0.016	0.0	0.067	0.0	0.004	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.08	0.02	0.091	0.062	0.0	0.0	0.046	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.026	0.0	0.016	0.012	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.046	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;oulorum	species	288	2568		0.012	0.0	0.073	0.0	0.015	0.0	0.025	0.017	0.077	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.073	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.011	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714	2895		1.898	0.007	0.903	0.03	0.046	0.135	0.926	0.066	0.723	0.695	0.147	1.675	3.595	1.284	1.056	0.399	0.29	0.0	0.301	0.453	0.016	0.18	0.748	0.676	0.963	0.256	0.517	0.233	0.984	0.0	0.378	0.117	2.507	1.11	0.563	0.73	1.056	0.474	0.757	0.0	0.292	1.483	0.894	1.244	0.505	1.412	0.0	0.633	0.0	0.928	0.375	0.088	0.242	2.823	0.588	1.492	0.367	2.023	0.652	1.023	1.352	0.879	0.309	0.337	0.0	0.15	0.089	0.074	0.08	0.0	0.0	1.005	0.022	0.472	0.536	1.535	0.488	0.035	0.39	0.253	0.203	0.687	0.188	0.732	0.622	0.525	0.067	0.893	0.45	0.453	0.145	0.751	0.028	0.303	1.186	0.097	0.0	3.02	1.775	0.482	2.092	1.651	0.028	0.119	0.878	1.126	0.032	0.0	0.271	0.863	0.125	1.024	2.473	1.48	0.01	0.0	0.575	0.062	0.779	0.014	0.137	2.211	1.751	0.014	1.809	1.075	1.258	0.784	0.0	1.344	1.449	0.955	0.124	1.606	0.445	0.054	0.222	0.487	0.361	0.347	0.276	1.121	0.067	1.434	0.651	1.173	0.084	0.0	0.022	2.726	0.455	2.594	0.008	0.0	0.01
