Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	LAF-mean	LAF-10p	LAF-90p	LAF-sd	LAF-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	758		6.025	2.391	0.026	7.017	4.039	92.346	0.25	0.0	0.541	0.766	54.406	2.399	0.205	6.453	3.113	98.511	0.842	0.035	1.921	1.359	92.583	0.496	0.0	1.23	1.081	61.379	0.221	0.0	0.33	1.07	43.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.0	0.454	1.518	81.509	0.538	0.0	1.694	1.202	55.333	0.238	0.0	0.449	0.99	39.198	1.085	0.137	2.379	1.335	97.917	0.009	0.0	0.0	0.103	7.299	3.742	0.382	8.905	4.626	99.012	6.025	1.238	12.65	5.313	100.0	0.338	0.0	0.889	1.025	72.586	0.079	0.0	0.2	0.225	63.504	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;orale	species	082	Reads equidistant to HMT-082 and HMT-494 were assigned to each taxon in proportion to the abundance of HMT-082 and HMT-494 individually at these sites (SUBP,SUPP).	1.248	0.074	0.0	0.162	0.311	27.654	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.591	0.328	66.749	0.537	0.0	1.477	0.75	76.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002	0.0	2.801	1.287	86.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.0	0.71	0.359	82.44	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.184	0.161	51.358	0.045	0.0	0.126	0.129	44.39	1.248	0.0	3.558	1.507	82.866	1.069	0.0	3.026	1.362	84.672	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;sp. HMT-083	species	083	Reads equidistant to HMT-083 and HMT-107 were assigned to each taxon in proportion to the abundance of HMT-083 and HMT-107 individually at these sites (SUBP,SUPP).	0.605	0.124	0.0	0.309	0.335	47.407	0.0	0.0	0.0	0.0	0.0	0.268	0.0	0.667	0.406	74.69	0.419	0.0	0.981	0.41	85.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.605	0.028	1.352	0.571	92.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	0.0	0.68	0.299	86.905	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.244	0.186	67.901	0.091	0.0	0.286	0.157	70.488	0.508	0.0	1.145	0.606	83.801	0.585	0.044	1.14	0.596	93.674	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Shuttleworthia;satelles	species	095		0.231	0.022	0.0	0.0	0.231	3.951	0.043	0.0	0.037	0.278	16.092	0.015	0.0	0.024	0.088	10.422	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.305	0.496	18.621	0.032	0.0	0.024	0.166	14.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.013	0.276	10.949	0.231	0.0	0.753	0.689	20.667	0.1	0.0	0.056	0.652	14.815	0.022	0.0	0.042	0.103	19.643	0.005	0.0	0.0	0.104	0.243	0.014	0.0	0.017	0.068	13.827	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.013	0.072	10.903	0.005	0.0	0.0	0.052	4.38	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G1 "Eubacterium"];sulci	species	467		0.366	0.01	0.0	0.0	0.075	7.901	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.12	0.096	32.506	0.366	0.0	0.926	0.481	74.425	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.063	6.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.447	0.21	77.859	0.024	0.0	0.016	0.09	10.667	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.52	0.327	72.917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.696	0.385	71.963	0.205	0.0	0.512	0.235	80.049	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;stomatis	species	112		0.571	0.027	0.0	0.089	0.084	20.247	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.237	0.159	46.898	0.571	0.0	1.523	0.688	81.841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.426	0.0	1.115	0.597	87.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	1.274	0.749	83.631	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.213	0.167	41.235	0.0	0.0	0.0	0.0	0.0	0.402	0.0	1.014	0.557	78.193	0.284	0.0	0.71	0.306	82.725	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;multacida	species	684		0.208	0.013	0.0	0.0	0.141	2.469	0.024	0.0	0.048	0.173	14.176	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.162	7.417	0.154	0.0	0.223	0.604	18.621	0.03	0.0	0.031	0.167	14.65	0.004	0.0	0.0	0.033	3.825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.467	0.615	23.333	0.061	0.0	0.062	0.287	15.432	0.009	0.0	0.0	0.071	5.06	0.003	0.0	0.0	0.062	0.243	0.009	0.0	0.0	0.081	2.716	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.088	7.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;artemidis	species	124	Reads equidistant to HMT-124 and HMT-137 were assigned to each taxon in proportion to the abundance of HMT-124 and HMT-137 individually at these sites (AKE,SUBP,SUPP).;Neither HMT-124 nor HMT-137 were present singularly so these reads were split evenly at this site (SAL).;	0.089	0.03	0.0	0.011	0.317	11.852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.05	0.045	41.071	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.234	0.229	63.21	0.057	0.0	0.131	0.192	56.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639	Some of the reads equidistant from these taxa (479-481-639-919) are included in HMT-639 because they are too close to differentiate at these sites (AKE,SUBP,SUPP).;HMTs 479-481-639-919 were not present singularly so these reads were split evenly at these sites (PTO,SAL,SUPP,THR)	0.313	0.237	0.0	0.304	1.378	30.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.1	0.209	56.448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.098	0.065	66.964	0.0	0.0	0.0	0.0	0.0	0.313	0.0	0.835	0.569	78.025	0.041	0.0	0.099	0.101	56.829	0.035	0.0	0.054	0.161	42.679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;noxia	species	130	Because HMT-920 is not present individually, all equidistant reads were assigned to HMT-130 at these sites (SAL,SUPP).;Reads equidistant to HMT-130 and HMT-920 were assigned to each taxon in proportion to the abundance of HMT-130 and HMT-920 individually at this body site (SUBP).;Some of the reads equidistant from these taxa (130-920-937) are included in HMT-130 because they are too close to differentiate at this site (SUPP).	0.677	0.058	0.0	0.079	0.306	20.741	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.203	0.303	39.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.041	0.108	23.358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.695	0.527	79.167	0.0	0.0	0.0	0.0	0.0	0.677	0.0	2.065	1.086	84.198	0.638	0.0	1.924	0.933	78.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-137	species	137	Reads equidistant to HMT-124 and HMT-137 were assigned to each taxon in proportion to the abundance of HMT-124 and HMT-137 individually at these sites (AKE,SUBP,SUPP).;Neither HMT-124 nor HMT-137 were present singularly so these reads were split evenly at this site (SAL).;	0.224	0.055	0.0	0.042	0.405	17.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.05	0.045	41.071	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.57	0.442	72.593	0.178	0.0	0.516	0.344	66.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;atypica	species	524	Some of the reads equidistant from these taxa (160-161-524) are included in HMT-524 because they are too close to differentiate at these sites (SAL,THR,TDO).	6.052	0.244	0.0	0.624	0.923	49.136	0.0	0.0	0.0	0.0	0.0	0.519	0.0	1.376	1.054	72.953	2.528	0.037	6.579	3.304	91.816	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.04	0.72	14.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.076	0.077	8.548	3.73	96.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.052	0.679	14.066	5.6	99.405	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.077	1.084	40.0	0.028	0.0	0.037	0.235	30.244	4.205	0.366	9.583	4.13	99.377	2.723	0.145	7.018	3.203	99.513	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;dispar	species	160	Reads equidistant to HMT-160 and HMT-161 were assigned to each taxon in proportion to the abundance of HMT-160 and HMT-161 individually at these sites (AKE,BMU,HPA,SAL,SUBP,SUPP).;Neither HMT-160 nor HMT-161 were present singularly so these reads were split evenly at this site (ANA).;Because HMT-161 is not present individually, all equidistant reads were assigned to HMT-160 at this body site (RRC).;Some of the reads equidistant from these taxa (160-161-524) are included in HMT-160 because they are too close to differentiate at these sites (SAL,THR,TDO).	8.603	0.825	0.0	2.531	1.461	87.407	0.081	0.0	0.215	0.201	54.023	1.95	0.107	4.796	2.439	96.526	5.154	0.1	12.698	5.651	95.652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.978	0.127	13.124	5.903	96.594	0.0	0.0	0.0	0.0	0.0	0.268	0.0	0.368	1.275	41.358	4.739	0.586	10.026	4.376	99.702	0.0	0.0	0.0	0.0	0.0	0.392	0.02	0.869	1.048	98.519	0.252	0.015	0.571	0.461	99.512	5.844	0.35	14.225	5.707	98.442	8.603	0.445	19.543	7.961	99.757	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	Reads equidistant to HMT-160 and HMT-161 were assigned to each taxon in proportion to the abundance of HMT-160 and HMT-161 individually at these sites (AKE,BMU,HPA,SAL,SUBP).;Neither HMT-160 nor HMT-161 were present singularly so these reads were split evenly at this site (ANA).;Because HMT-887 is not present individually, all equidistant reads were assigned to HMT-161 at this body site (SUPP).;Because HMT-160 is not present individually, all equidistant reads were assigned to HMT-161 at these sites (LAF,LRC,RAF).;Some of the reads equidistant from these taxa (160-161-524) are included in HMT-161 because they are too close to differentiate at these sites (SAL,THR,TDO).	4.693	3.299	0.035	9.163	6.463	92.84	0.081	0.0	0.215	0.201	54.023	3.165	0.258	7.33	4.785	98.511	0.683	0.007	1.755	0.921	91.816	0.968	0.0	1.796	2.534	66.207	0.462	0.0	0.576	1.707	48.726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.655	0.019	1.802	1.069	91.484	0.81	0.0	2.68	1.539	68.0	0.0	0.0	0.0	0.0	0.0	1.573	0.376	3.003	1.288	99.405	0.0	0.0	0.0	0.0	0.0	4.635	0.341	11.404	5.815	99.506	4.693	0.447	11.283	4.772	99.756	0.785	0.031	2.071	1.033	98.131	0.712	0.106	1.672	0.79	99.513	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	158		3.403	0.362	0.0	0.937	0.829	66.667	0.177	0.0	0.495	0.492	53.257	1.135	0.0	2.856	1.668	88.834	3.403	0.246	8.067	3.26	96.419	0.31	0.0	0.565	1.111	38.621	0.167	0.0	0.122	0.765	28.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.712	0.077	7.425	3.445	97.08	0.527	0.0	1.632	1.519	50.667	0.247	0.0	0.281	1.152	33.333	3.035	0.28	6.336	2.928	98.214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.079	0.192	45.854	2.057	0.036	5.887	2.928	93.458	3.332	0.117	8.778	3.743	97.567	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-780	species	780		5.918	5.918	0.0	19.006	8.748	64.938	0.051	0.0	0.087	0.214	21.456	0.791	0.0	1.377	3.03	49.132	0.258	0.0	0.798	0.601	46.036	0.107	0.0	0.303	0.301	24.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.0	0.466	0.735	51.338	0.213	0.0	0.492	0.817	20.0	0.053	0.0	0.022	0.466	13.889	0.211	0.0	0.535	0.437	60.119	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.094	0.276	27.407	0.025	0.0	0.071	0.068	28.049	0.242	0.0	0.307	2.128	40.498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;octavius	species	017		1.425	0.003	0.0	0.0	0.048	0.741	1.099	0.0	3.148	1.574	73.18	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.284	2.046	0.127	0.0	0.49	0.282	33.103	0.986	0.0	2.255	4.069	38.854	0.205	0.0	0.0	2.713	7.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.648	0.492	33.333	1.425	0.0	3.655	4.7	38.889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.125	1.728	0.005	0.0	0.0	0.069	0.732	0.016	0.0	0.0	0.271	1.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;sp. HMT-290	species	290		1.963	0.005	0.0	0.0	0.07	1.481	0.888	0.0	2.684	1.939	68.966	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.983	1.79	0.077	0.0	0.2	0.262	24.828	1.212	0.0	3.06	3.949	42.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.247	0.597	29.333	1.963	0.0	3.493	7.084	42.593	0.004	0.0	0.0	0.059	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.05	1.22	0.003	0.0	0.0	0.053	1.246	0.05	0.0	0.0	0.98	0.73	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia;magna	species	662		1.369	0.029	0.0	0.0	0.383	1.975	0.756	0.0	2.341	1.201	65.517	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.11	2.046	0.454	0.0	1.258	0.99	48.276	0.382	0.0	0.269	2.921	36.624	0.158	0.0	0.348	0.459	62.295	0.032	0.0	0.081	0.105	29.843	0.0	0.0	0.0	0.0	0.0	0.621	0.0	1.534	1.834	52.0	0.281	0.0	0.376	1.63	32.099	0.0	0.0	0.0	0.0	0.0	1.369	0.0	3.869	3.556	55.961	0.004	0.0	0.0	0.055	1.481	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.896	0.623	0.007	0.0	0.0	0.067	2.676	1.041	0.0	1.755	3.826	77.586
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus;harei	species	109		0.486	0.028	0.0	0.0	0.41	1.481	0.06	0.0	0.028	0.423	13.41	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.081	2.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.097	0.167	35.519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.145	0.762	20.0	0.029	0.0	0.0	0.249	9.877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.486	0.0	1.062	1.567	66.092
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	420		3.033	0.122	0.0	0.205	0.57	31.111	0.0	0.0	0.0	0.0	0.0	0.301	0.0	0.734	0.641	77.916	0.092	0.0	0.271	0.163	54.987	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.019	0.511	12.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.768	0.0	1.717	2.236	82.725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.347	0.0	0.781	0.547	83.631	0.0	0.0	0.0	0.0	0.0	3.033	0.067	7.484	4.702	96.296	0.617	0.0	1.616	1.202	85.366	0.186	0.0	0.409	0.598	60.125	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.035	0.456	27.586
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;polymorphum	species	202	Reads equidistant to HMT-202 and HMT-203 were assigned to each taxon in proportion to the abundance of HMT-202 and HMT-203 individually at these sites (AKE,SUPP,THR).;Neither HMT-202 nor HMT-203 were present singularly so these reads were split evenly at this site (LAF).;Because HMT-203 is not present individually, all equidistant reads were assigned to HMT-202 at these sites (BMU,SAL,TDO).;Because HMT-953 is not present individually, all equidistant reads were assigned to HMT-202 at these sites (HPA,PTO,RRC,SUBP).;Some of the reads equidistant from these taxa (200-202-203) are included in HMT-202 because they are too close to differentiate at these sites (BMU,HPA,SUPP,TDO).;Some of the reads equidistant from these taxa (202-203-370-953) are included in HMT-202 because they are too close to differentiate at these sites  (PTO,SUBP,SUPP).;Some of the reads equidistant from these taxa (202-370-953) are included in HMT-202 because they are too close to differentiate at these sites (PTO,SUBP,SUPP).;Some of the reads equidistant from these taxa (202-203-698) are included in HMT-202 because they are too close to differentiate at these sites (SUBP,SUPP).;	3.965	1.373	0.029	3.712	2.116	91.852	0.0	0.0	0.0	0.0	0.0	1.329	0.049	3.287	2.051	93.3	0.317	0.0	0.658	0.853	75.959	0.103	0.0	0.309	0.254	36.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.435	0.035	0.845	1.037	96.107	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.247	0.879	33.333	0.766	0.04	1.8	0.875	94.345	0.0	0.0	0.0	0.0	0.0	2.364	0.343	5.046	2.027	98.519	3.965	0.327	9.585	3.723	99.024	0.234	0.0	0.503	0.529	78.816	0.257	0.0	0.456	1.428	89.538	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;vincentii	species	200	Some of the reads equidistant from these taxa (200-202-203) are included in HMT-200 because they are too close to differentiate at these sites (BMU,HPA,LRC,SUPP,TDO).Some of the reads equidistant from these taxa (200-204-689) are included in HMT-200 because they are too close to differentiate at this site (SAL).;Reads equidistant to HMT-200 and HMT-689 were assigned to each taxon in proportion to the abundance of HMT-200 and HMT-689 individually at these sites (SUBP,SUPP).;	4.618	0.167	0.0	0.296	0.697	45.926	0.0	0.0	0.0	0.0	0.0	0.256	0.0	0.585	0.669	74.938	0.131	0.0	0.269	0.36	59.847	0.069	0.0	0.107	0.248	26.207	0.333	0.0	0.217	1.791	34.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.159	0.021	10.644	6.359	91.971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.475	0.0	1.136	0.736	83.036	0.0	0.0	0.0	0.0	0.0	4.618	0.147	13.221	6.044	97.531	0.962	0.016	2.755	1.627	91.951	1.202	0.0	2.998	4.073	77.57	0.07	0.0	0.154	0.201	68.127	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201		7.796	0.737	0.0	2.076	1.616	76.543	0.241	0.0	0.603	0.665	65.9	2.57	0.136	6.101	3.176	95.782	4.749	0.396	10.342	4.235	96.931	1.413	0.0	3.699	3.539	62.069	0.457	0.0	0.49	1.658	48.726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.666	15.94	6.196	98.054	1.223	0.0	3.425	3.117	58.0	0.475	0.0	1.117	1.574	43.21	4.762	0.587	11.059	4.657	98.512	0.029	0.0	0.019	0.306	15.815	0.258	0.0	0.713	0.523	74.815	0.365	0.0	0.946	0.712	85.61	5.88	0.393	12.906	5.182	96.262	7.796	0.391	17.639	6.756	97.567	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-203	species	203	Reads equidistant to HMT-202 and HMT-203 were assigned to each taxon in proportion to the abundance of HMT-202 and HMT-203 individually at these sites (AKE,PTO,SUBP,SUPP,THR).;Neither HMT-202 nor HMT-203 were present singularly so these reads were split evenly at this site (LAF).;Because HMT-202 is not present individually, all equidistant reads were assigned to HMT-203 at this body site (RAF).;Some of the reads equidistant from these taxa (202-203-370-953) are included in HMT-203 because they are too close to differentiate at these sites (PTO,SUBP,SUPP).;Some of the reads equidistant from these taxa (202-203-698) are included in HMT-203 because they are too close to differentiate at these sites (SUBP,SUPP).;Some of the reads equidistant from these taxa (200-202-203) are included in HMT-203 because they are too close to differentiate at this site (SUPP).;	1.937	0.738	0.0	1.656	2.024	88.395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.309	0.254	36.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.805	1.35	87.105	0.806	0.0	1.38	3.776	47.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.937	0.155	4.471	2.508	98.272	0.252	0.015	0.528	0.507	98.537	0.223	0.0	0.383	0.956	69.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-248	species	248		0.661	0.661	0.0	0.404	2.517	13.827	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.014	0.744	10.174	0.02	0.0	0.0	0.15	7.417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.024	0.245	11.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.05	0.142	13.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.133	6.341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
