Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_309	species	309		0.241	0.009	0.0	0.018	0.034	15.584	0.04	0.0	0.071	0.135	24.675	0.0	0.0	0.0	0.001	1.299	0.115	0.0	0.309	0.272	40.26	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	3.896	0.0	0.0	0.0	0.002	1.299	0.241	0.0	0.471	0.772	36.364	0.062	0.0	0.238	0.147	35.065	0.176	0.0	0.51	0.483	37.662
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oris	species	311		0.966	0.094	0.0	0.263	0.245	50.649	0.033	0.0	0.089	0.068	35.065	0.002	0.0	0.0	0.007	9.091	0.416	0.0	1.457	0.868	64.935	0.0	0.0	0.0	0.004	1.299	0.966	0.0	2.801	1.803	74.026	0.192	0.0	0.562	0.393	57.143	0.292	0.0	0.679	0.413	79.221	0.011	0.0	0.024	0.039	19.481	0.153	0.0	0.3	0.454	42.857
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	313	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.994	0.132	0.0	0.216	0.359	61.039	0.492	0.0	1.458	0.87	80.519	0.026	0.0	0.042	0.096	28.571	0.801	0.003	2.344	1.418	89.61	0.0	0.0	0.0	0.001	2.597	0.023	0.0	0.056	0.065	28.571	0.029	0.0	0.019	0.104	25.974	0.502	0.0	1.374	0.684	80.519	0.591	0.0	1.676	0.847	80.519	0.994	0.0	2.593	1.456	85.714
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_314	species	314	reads equally close to P. sp. HMT 306 and P. sp. HMT 314 were assigned half to each taxon; 	0.113	0.01	0.0	0.015	0.038	15.584	0.057	0.0	0.197	0.13	40.26	0.0	0.0	0.0	0.002	3.896	0.08	0.0	0.213	0.2	42.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.896	0.0	0.0	0.0	0.001	1.299	0.054	0.0	0.14	0.133	41.558	0.046	0.0	0.162	0.11	40.26	0.113	0.0	0.471	0.212	44.156
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_317	species	317	reads equally close to P. sp. HMT 317 and P. sp. HMT 472 were assigned half to each taxon; 	0.06	0.005	0.0	0.002	0.019	10.39	0.001	0.0	0.0	0.004	3.896	0.0	0.0	0.0	0.001	2.597	0.004	0.0	0.0	0.027	3.896	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.171	0.096	22.078	0.06	0.0	0.051	0.284	18.182	0.003	0.0	0.0	0.013	7.792	0.0	0.0	0.0	0.002	2.597	0.002	0.0	0.0	0.01	7.792
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp._HMT_322	species	322		1.612	0.344	0.043	0.827	0.369	96.104	0.206	0.0	0.421	0.199	88.312	0.748	0.011	1.938	0.886	89.61	0.329	0.0	0.926	0.402	79.221	0.0	0.0	0.0	0.001	1.299	1.147	0.105	2.407	1.068	100.0	1.612	0.171	3.416	1.407	98.701	0.322	0.0	0.609	0.513	80.519	0.265	0.0	0.64	0.408	79.221	0.251	0.0	0.58	0.369	79.221
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_323	species	323	reads equallly close to C. sp. HMT 323 and C. sp. HMT 380 were assigned half to each taxon; 	0.036	0.002	0.0	0.0	0.01	9.091	0.0	0.0	0.0	0.003	1.299	0.008	0.0	0.0	0.068	2.597	0.0	0.0	0.0	0.002	3.896	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.042	0.146	22.078	0.034	0.0	0.083	0.123	16.883	0.004	0.0	0.003	0.014	10.39	0.0	0.0	0.0	0.001	1.299	0.001	0.0	0.0	0.004	6.494
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_324	species	324	reads equallly close to C. sp. HMT 324 and C. sp. HMT 903 were assigned half to each taxon; 	0.048	0.003	0.0	0.0	0.025	2.597	0.001	0.0	0.0	0.004	2.597	0.0	0.0	0.0	0.002	2.597	0.0	0.0	0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.104	0.218	15.584	0.014	0.0	0.035	0.046	16.883	0.006	0.0	0.0	0.045	3.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	reads equally close to C. gingivalis and C. granulosa were assigned half to each taxon; 	2.018	0.264	0.0	0.334	0.857	83.117	0.043	0.0	0.114	0.082	61.039	0.023	0.0	0.052	0.082	32.468	0.375	0.0	0.979	0.998	74.026	0.0	0.0	0.0	0.001	1.299	1.792	0.111	3.99	1.685	94.805	2.018	0.105	4.685	2.119	94.805	0.241	0.0	0.57	0.411	80.519	0.092	0.0	0.218	0.197	62.338	0.194	0.0	0.593	0.409	63.636
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326		0.67	0.041	0.0	0.067	0.142	28.571	0.009	0.0	0.04	0.022	19.481	0.009	0.0	0.004	0.041	10.39	0.005	0.0	0.0	0.023	9.091	0.0	0.0	0.0	0.0	0.0	0.67	0.0	1.631	1.853	57.143	0.464	0.0	1.241	1.119	51.948	0.036	0.0	0.136	0.079	32.468	0.002	0.0	0.0	0.01	7.792	0.003	0.0	0.0	0.011	9.091
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329		2.44	0.468	0.0	0.75	1.529	79.221	0.079	0.0	0.176	0.124	70.13	0.283	0.0	0.688	0.697	49.351	0.514	0.0	1.679	1.224	72.727	0.0	0.0	0.0	0.004	1.299	2.149	0.023	4.957	2.854	92.208	2.44	0.0	6.079	2.761	88.312	0.454	0.0	1.191	0.701	76.623	0.086	0.0	0.184	0.189	62.338	0.338	0.0	0.812	0.921	63.636
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_332	species	332		0.177	0.007	0.0	0.0	0.049	9.091	0.003	0.0	0.0	0.01	7.792	0.0	0.0	0.0	0.004	1.299	0.002	0.0	0.0	0.01	7.792	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.143	0.606	19.481	0.177	0.0	0.212	0.703	16.883	0.029	0.0	0.015	0.146	12.987	0.0	0.0	0.0	0.004	1.299	0.001	0.0	0.0	0.007	3.896
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_335	species	335		0.102	0.006	0.0	0.0	0.041	7.792	0.002	0.0	0.0	0.009	5.195	0.001	0.0	0.0	0.009	2.597	0.001	0.0	0.0	0.006	2.597	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.31	0.242	20.779	0.102	0.0	0.068	0.561	18.182	0.014	0.0	0.035	0.048	12.987	0.0	0.0	0.0	0.001	1.299	0.002	0.0	0.0	0.013	3.896
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_336	species	336		0.539	0.035	0.0	0.074	0.108	33.766	0.003	0.0	0.0	0.011	9.091	0.021	0.0	0.0	0.135	5.195	0.003	0.0	0.003	0.011	10.39	0.0	0.0	0.0	0.0	0.0	0.539	0.0	1.607	0.936	70.13	0.5	0.0	1.18	0.878	66.234	0.079	0.0	0.166	0.226	48.052	0.006	0.0	0.016	0.021	12.987	0.002	0.0	0.0	0.007	6.494
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	reads equally close to C. gingivalis and C. granulosa were assigned half to each taxon; 	1.521	0.22	0.0	0.378	0.556	80.519	0.043	0.0	0.114	0.096	59.74	0.053	0.0	0.053	0.324	32.468	0.291	0.0	1.038	0.547	71.429	0.001	0.0	0.0	0.005	2.597	1.431	0.042	3.466	1.532	94.805	1.521	0.186	3.192	1.681	96.104	0.199	0.0	0.383	0.353	81.818	0.127	0.0	0.351	0.29	61.039	0.193	0.0	0.511	0.434	63.636
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_346	species	346		0.443	0.016	0.0	0.043	0.045	25.974	0.012	0.0	0.033	0.036	15.584	0.001	0.0	0.0	0.004	5.195	0.139	0.0	0.022	1.169	12.987	0.001	0.0	0.0	0.005	1.299	0.443	0.0	1.861	0.946	49.351	0.332	0.0	0.852	1.064	31.169	0.216	0.0	0.725	0.489	49.351	0.001	0.0	0.0	0.005	6.494	0.024	0.0	0.0	0.145	9.091
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_347	species	347		0.799	0.033	0.0	0.073	0.095	29.87	0.007	0.0	0.022	0.021	14.286	0.086	0.0	0.075	0.363	14.286	0.002	0.0	0.0	0.009	7.792	0.0	0.0	0.0	0.0	0.0	0.799	0.0	1.187	3.765	50.649	0.685	0.0	1.346	1.873	59.74	0.031	0.0	0.082	0.086	32.468	0.004	0.0	0.0	0.022	9.091	0.004	0.0	0.003	0.015	10.39
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_348	species	348		0.545	0.014	0.0	0.041	0.04	20.779	0.004	0.0	0.02	0.012	14.286	0.001	0.0	0.0	0.004	5.195	0.003	0.0	0.0	0.01	9.091	0.0	0.0	0.0	0.0	0.0	0.507	0.0	1.616	1.356	40.26	0.545	0.0	2.179	1.117	42.857	0.192	0.0	0.636	0.427	42.857	0.002	0.0	0.0	0.009	6.494	0.01	0.0	0.005	0.048	10.39
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_349	species	349		0.396	0.013	0.0	0.022	0.065	12.987	0.015	0.0	0.027	0.062	14.286	0.0	0.0	0.0	0.002	1.299	0.019	0.0	0.018	0.09	11.688	0.001	0.0	0.0	0.012	1.299	0.396	0.0	0.878	1.194	42.857	0.231	0.0	0.332	0.848	22.078	0.12	0.0	0.342	0.275	35.065	0.004	0.0	0.0	0.019	5.195	0.007	0.0	0.018	0.026	11.688
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-3];bacterium_HMT_351	species	351		4.246	0.025	0.0	0.077	0.045	40.26	0.111	0.0	0.258	0.167	70.13	0.005	0.0	0.0	0.02	7.792	0.232	0.0	0.518	0.377	77.922	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.109	0.155	24.675	0.024	0.0	0.048	0.086	20.779	4.246	0.171	11.902	5.728	96.104	0.195	0.0	0.451	0.371	74.026	0.306	0.0	0.634	0.346	81.818
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_352	species	352	reads equally close to Saccharibacteria bacterium HMT 352, 952, and 957 were assigned one third to each taxon; 	2.287	0.051	0.0	0.157	0.087	72.727	0.179	0.0	0.434	0.209	88.312	0.011	0.0	0.023	0.052	27.273	0.455	0.003	1.201	0.706	89.61	0.001	0.0	0.002	0.005	10.39	0.176	0.0	0.379	0.216	85.714	0.11	0.0	0.369	0.184	75.325	2.287	0.109	5.926	3.01	94.805	0.614	0.0	1.73	0.805	84.416	0.619	0.003	1.593	0.797	89.61
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-2];Saccharibacteria_(TM7)_[G-5];bacterium_HMT_356	species	356		0.135	0.005	0.0	0.0	0.024	6.494	0.006	0.0	0.0	0.041	3.896	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.053	3.896	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0	1.063	9.091	0.047	0.0	0.021	0.202	11.688	0.017	0.0	0.025	0.055	10.39	0.002	0.0	0.0	0.013	3.896	0.001	0.0	0.0	0.006	5.195
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_370	species	370	reads equally close to F. periodonticum and F. sp. HMT 370 were assigned half to each taxon; 	1.422	0.264	0.0	0.666	0.45	88.312	0.529	0.027	1.215	0.578	94.805	0.048	0.0	0.097	0.118	54.545	1.23	0.069	3.043	1.16	96.104	0.001	0.0	0.0	0.003	5.195	0.064	0.0	0.16	0.145	59.74	0.062	0.0	0.116	0.194	64.935	0.669	0.035	1.626	0.638	93.506	1.422	0.039	3.647	1.422	93.506	0.965	0.031	2.218	1.112	94.805
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_380	species	380	reads equallly close to C. sp. HMT 323 and C. sp. HMT 380 were assigned half to each taxon; 	0.036	0.002	0.0	0.0	0.01	9.091	0.0	0.0	0.0	0.003	1.299	0.008	0.0	0.0	0.068	2.597	0.0	0.0	0.0	0.002	3.896	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.042	0.146	22.078	0.034	0.0	0.083	0.123	16.883	0.004	0.0	0.003	0.014	10.39	0.0	0.0	0.0	0.001	1.299	0.001	0.0	0.0	0.004	6.494
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389		0.489	0.274	0.0	0.745	0.596	61.039	0.13	0.0	0.247	0.446	53.247	0.163	0.0	0.188	0.589	32.468	0.026	0.0	0.079	0.06	31.169	0.0	0.0	0.0	0.001	1.299	0.489	0.0	1.218	1.08	63.636	0.484	0.0	1.411	0.76	75.325	0.174	0.0	0.449	0.604	42.857	0.013	0.0	0.035	0.041	20.779	0.038	0.0	0.098	0.118	24.675
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_392	species	392		0.443	0.028	0.0	0.067	0.097	31.169	0.006	0.0	0.017	0.02	18.182	0.011	0.0	0.017	0.077	12.987	0.008	0.0	0.026	0.027	20.779	0.001	0.0	0.0	0.006	1.299	0.288	0.0	1.023	0.706	53.247	0.443	0.0	1.228	1.263	50.649	0.054	0.0	0.087	0.195	29.87	0.006	0.0	0.0	0.035	7.792	0.008	0.0	0.035	0.027	11.688
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;sp._HMT_393	species	393		0.049	0.003	0.0	0.004	0.01	10.39	0.033	0.0	0.132	0.075	29.87	0.003	0.0	0.0	0.016	5.195	0.021	0.0	0.051	0.066	19.481	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.008	1.299	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.065	0.079	18.182	0.049	0.0	0.086	0.149	25.974	0.036	0.0	0.105	0.109	19.481
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_398	species	398	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	5.24	5.24	2.92	7.392	1.746	100.0	4.088	1.704	6.54	1.914	100.0	5.054	2.775	7.431	1.839	100.0	1.967	0.319	5.234	1.879	100.0	0.003	0.0	0.01	0.005	54.545	1.202	0.252	2.288	1.058	100.0	1.436	0.452	3.179	0.974	100.0	1.257	0.277	2.693	0.939	97.403	1.241	0.284	2.802	0.945	100.0	1.78	0.274	4.315	1.617	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_411	species	411	reads equally close to S. parasanguinis clade 411, S. peroris, and S. sp. HMT 057 were assigned one third to each taxon; reads equally close to S. parasanguinis clade 411,S. peroris, S. sp. HMT 056, and S. sp. HMT 057 were assigned one fourth to each taxon; 	3.515	0.449	0.0	1.264	0.908	81.818	1.625	0.06	4.137	2.109	96.104	0.091	0.0	0.178	0.29	51.948	1.696	0.032	4.663	2.027	94.805	0.011	0.0	0.033	0.037	15.584	0.036	0.0	0.044	0.142	40.26	0.032	0.0	0.075	0.084	44.156	1.051	0.0	2.483	1.769	83.117	3.515	0.192	8.461	3.776	96.104	1.889	0.033	5.198	2.015	89.61
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_412	species	412		0.102	0.003	0.0	0.0	0.015	5.195	0.0	0.0	0.0	0.002	3.896	0.024	0.0	0.0	0.205	2.597	0.0	0.0	0.0	0.004	1.299	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.177	0.226	15.584	0.102	0.0	0.256	0.383	18.182	0.006	0.0	0.0	0.021	9.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp._HMT_417	species	417	reads equally close to L. wadei and L. sp. HMT 417 were assigned half to each taxon; 	0.721	0.035	0.0	0.105	0.08	44.156	0.114	0.0	0.361	0.232	67.532	0.013	0.0	0.015	0.048	20.779	0.506	0.0	1.582	0.853	80.519	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.075	0.237	35.065	0.024	0.0	0.048	0.086	31.169	0.074	0.0	0.157	0.18	55.844	0.353	0.0	0.909	0.689	71.429	0.721	0.0	2.314	1.189	87.013
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;longum	species	419		0.319	0.035	0.0	0.074	0.084	38.961	0.079	0.0	0.166	0.196	48.052	0.003	0.0	0.0	0.017	5.195	0.214	0.0	0.471	0.531	54.545	0.001	0.0	0.0	0.006	5.195	0.017	0.0	0.053	0.052	25.974	0.013	0.0	0.019	0.055	19.481	0.071	0.0	0.196	0.15	41.558	0.184	0.0	0.549	0.341	53.247	0.319	0.0	0.939	0.567	63.636
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._animalis	species	420		1.792	0.107	0.0	0.19	0.292	68.831	0.05	0.0	0.134	0.15	44.156	0.021	0.0	0.048	0.088	27.273	0.732	0.0	1.219	2.719	77.922	0.001	0.0	0.0	0.004	1.299	1.792	0.02	3.969	3.314	90.909	0.442	0.0	0.922	1.099	74.026	0.197	0.0	0.557	0.277	70.13	0.025	0.0	0.064	0.047	49.351	0.139	0.0	0.162	0.644	53.247
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_423	species	423	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_431	species	431	reads equally close to S. infantis, S. mitis, S. oralis, S. australis, S. cristatus, S. parasanguinis clade 721, S. pneumoniae, and S. sp. HMT 061, 064, 066, 074, 423 were divided equally among taxa except not assigned to S. pneumoniae; 	4.764	4.649	2.124	7.26	1.915	100.0	3.28	1.203	5.88	1.77	100.0	4.764	2.595	6.873	1.8	100.0	1.603	0.208	4.429	1.784	100.0	0.003	0.0	0.009	0.004	49.351	0.688	0.121	1.481	0.934	100.0	0.756	0.2	1.612	0.566	100.0	0.789	0.174	1.447	0.579	97.403	0.601	0.131	1.309	0.487	100.0	1.41	0.164	3.628	1.512	100.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_448	species	448		0.612	0.01	0.0	0.0	0.047	9.091	0.002	0.0	0.0	0.01	5.195	0.002	0.0	0.0	0.008	3.896	0.001	0.0	0.0	0.007	1.299	0.0	0.0	0.0	0.0	0.0	0.612	0.0	0.358	3.079	27.273	0.23	0.0	0.518	0.584	33.766	0.003	0.0	0.0	0.011	7.792	0.0	0.0	0.0	0.003	1.299	0.002	0.0	0.0	0.007	6.494
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;sp._HMT_455	species	455		0.068	0.005	0.0	0.017	0.016	14.286	0.016	0.0	0.053	0.037	27.273	0.0	0.0	0.0	0.003	1.299	0.035	0.0	0.104	0.062	42.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.115	0.177	33.766	0.037	0.0	0.102	0.084	36.364	0.064	0.0	0.187	0.105	55.844
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sinus	species	457	reads equally close to O. asaccharolyticum, O. parvum, and O. sinus were assigned one third to each taxon; 	0.75	0.05	0.0	0.132	0.077	71.429	0.19	0.03	0.363	0.181	100.0	0.006	0.0	0.019	0.013	35.065	0.324	0.064	0.654	0.244	100.0	0.001	0.0	0.0	0.003	5.195	0.02	0.0	0.057	0.039	50.649	0.018	0.0	0.034	0.047	46.753	0.75	0.104	1.528	0.851	94.805	0.405	0.095	0.814	0.287	97.403	0.407	0.072	1.0	0.356	96.104
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_459	species	459		0.087	0.0	0.0	0.0	0.001	1.299	0.05	0.0	0.027	0.329	14.286	0.087	0.0	0.043	0.448	16.883	0.003	0.0	0.0	0.025	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.023	9.091	0.004	0.0	0.0	0.016	9.091	0.006	0.0	0.0	0.033	6.494
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;tannerae	species	466		0.348	0.014	0.0	0.063	0.029	29.87	0.026	0.0	0.094	0.043	36.364	0.001	0.0	0.0	0.005	2.597	0.348	0.0	0.826	0.9	51.948	0.0	0.0	0.0	0.003	1.299	0.271	0.0	0.329	1.083	32.468	0.028	0.0	0.048	0.088	20.779	0.087	0.0	0.281	0.141	51.948	0.041	0.0	0.112	0.133	29.87	0.179	0.0	0.616	0.449	46.753
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1];[Eubacterium]_sulci	species	467		0.189	0.016	0.0	0.043	0.042	28.571	0.189	0.0	0.566	0.284	72.727	0.003	0.0	0.0	0.009	9.091	0.116	0.0	0.293	0.236	63.636	0.0	0.0	0.0	0.003	1.299	0.001	0.0	0.0	0.006	3.896	0.0	0.0	0.0	0.002	2.597	0.115	0.0	0.347	0.211	53.247	0.138	0.0	0.428	0.187	70.13	0.149	0.0	0.464	0.187	72.727
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	469		4.442	0.531	0.04	1.267	0.847	93.506	3.052	0.41	5.981	2.586	100.0	0.138	0.0	0.407	0.284	53.247	2.526	0.329	5.446	2.308	98.701	0.002	0.0	0.0	0.008	7.792	0.349	0.0	0.606	1.32	61.039	0.081	0.0	0.217	0.149	53.247	3.566	0.885	7.916	3.132	98.701	4.442	1.066	8.949	3.478	100.0	3.153	0.448	6.49	2.916	98.701
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_472	species	472	reads equally close to P. sp. HMT 317 and P. sp. HMT 472 were assigned half to each taxon; 	0.274	0.016	0.0	0.062	0.036	28.571	0.006	0.0	0.017	0.022	15.584	0.007	0.0	0.017	0.034	12.987	0.031	0.0	0.036	0.145	16.883	0.0	0.0	0.0	0.0	0.0	0.274	0.0	0.936	0.399	63.636	0.268	0.0	0.63	0.821	49.351	0.03	0.0	0.089	0.058	36.364	0.001	0.0	0.0	0.005	5.195	0.022	0.0	0.027	0.137	18.182
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_473	species	473		3.702	0.35	0.0	0.409	1.236	48.052	0.168	0.0	0.462	0.354	51.948	3.702	0.0	12.584	6.403	59.74	0.17	0.0	0.402	0.386	55.844	0.001	0.0	0.0	0.009	2.597	0.028	0.0	0.073	0.101	24.675	0.032	0.0	0.038	0.168	15.584	0.218	0.0	0.635	0.41	54.545	0.113	0.0	0.358	0.263	41.558	0.194	0.0	0.544	0.392	54.545
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	476		1.274	0.153	0.0	0.456	0.428	35.065	0.31	0.0	0.622	0.872	33.766	0.058	0.0	0.083	0.262	16.883	0.433	0.0	0.295	1.697	24.675	0.0	0.0	0.0	0.0	0.0	0.98	0.0	2.301	3.242	28.571	1.274	0.0	1.978	4.666	37.662	0.684	0.0	2.298	1.858	37.662	1.027	0.0	0.2	4.11	23.377	0.275	0.0	0.385	1.139	29.87
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_478	species	478		0.173	0.002	0.0	0.0	0.012	3.896	0.016	0.0	0.048	0.051	22.078	0.0	0.0	0.0	0.002	1.299	0.054	0.0	0.118	0.145	36.364	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.508	0.383	46.753	0.021	0.0	0.053	0.07	31.169	0.072	0.0	0.102	0.199	38.961
