Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	genus			0.162	0.001	0.002	17.647	0.001	0.003	14.286	0.001	0.002	11.111	0	0.001	3.226	0.162	0.576	51.429	0.16	0.372	58.824	0.002	0.005	22.222	0	0	2.941	0.001	0.002	12.121	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae_[G-1]	genus			0.134	0.006	0.013	47.059	0.011	0.051	28.571	0.007	0.022	44.444	0.011	0.023	41.935	0.048	0.177	60	0.134	0.402	64.706	0.003	0.006	41.667	0.005	0.033	5.882	0.015	0.034	48.485	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_[G-1]	genus			0.033	0.001	0.004	17.647	0	0.001	3.571	0	0.001	8.333	0.016	0.082	19.355	0.033	0.178	28.571	0.002	0.005	20.588	0.001	0.004	16.667	0	0.001	5.882	0.002	0.007	15.152	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes_[O-2];Mollicutes_[F-2];Mollicutes_[G-2]	genus			0.005	0	0.002	5.882	0	0	0	0	0.001	2.778	0.005	0.025	12.903	0	0.003	2.857	0	0.002	2.941	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-7]	genus			0.001	0	0	0	0	0	0	0	0	0	0.001	0.004	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	3.03	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Propionibacteriaceae_[G-1]	genus			0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.045	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilaceae_[G-3]	genus			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-8]	genus			0.071	0	0.002	14.706	0.001	0.002	14.286	0.01	0.061	13.889	0	0	0	0.027	0.119	45.714	0.071	0.229	38.235	0.001	0.003	13.889	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;glacialis	species	3		0.141	0	0	0	0	0	7.143	0	0	0	0.141	0.782	3.226	0	0.001	5.714	0	0	0	0	0	0	0	0	2.941	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;sp._HMT_004	species	4		0	0	0	0	0	0	0	0	0	5.556	0	0	0	0	0	2.857	0	0.002	2.941	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;tepidarius	species	7		0.009	0	0	0	0.001	0.004	7.143	0.001	0.003	5.556	0.009	0.048	6.452	0	0.001	5.714	0	0	0	0	0	0	0	0	0	0	0.001	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;vescum	species	8	Reads equally close to HMT 008 and 593 were assigned half to each taxon.; 	0.033	0.003	0.006	44.118	0.007	0.01	64.286	0.012	0.029	30.556	0.018	0.028	83.871	0.004	0.01	54.286	0	0.001	20.588	0.015	0.022	77.778	0.015	0.027	97.059	0.033	0.064	90.909	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;sp._HMT_011	species	11		0.002	0	0.001	2.941	0	0	0	0	0.001	2.778	0	0	0	0.002	0.006	14.286	0	0.001	5.882	0	0	5.556	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_012	species	12		0.022	0.001	0.006	8.824	0.007	0.033	21.429	0.001	0.003	5.556	0	0.001	3.226	0.022	0.167	37.143	0.002	0.009	17.647	0.001	0.005	13.889	0	0	2.941	0	0.001	6.061	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	13		0.256	0.029	0.103	38.235	0.004	0.017	14.286	0.004	0.016	27.778	0	0.001	9.677	0.256	1.47	28.571	0.084	0.361	38.235	0.002	0.006	30.556	0.002	0.005	8.824	0.002	0.006	21.212	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	14		0.431	0.092	0.211	52.941	0.026	0.049	39.286	0.026	0.085	41.667	0.045	0.223	38.71	0.431	2.834	51.429	0.067	0.164	47.059	0.033	0.117	33.333	0.021	0.085	23.529	0.005	0.01	42.424	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;octavius	species	17		0.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882	1.182	65
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp._HMT_018	species	18		0.046	0.001	0.006	8.824	0.002	0.009	17.857	0.001	0.004	8.333	0	0.001	6.452	0.046	0.305	28.571	0.008	0.033	17.647	0.002	0.01	11.111	0.001	0.004	14.706	0.001	0.004	6.061	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;accolens	species	19		30.408	0	0.001	5.882	0	0.001	7.143	0	0	0	0.327	1.82	6.452	0.001	0.006	11.429	0	0	0	0	0.001	5.556	0	0.003	5.882	0.001	0.003	9.091	30.408	29.142	100
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp._HMT_020	species	20		0.004	0	0.001	11.765	0.004	0.011	21.429	0	0.001	2.778	0	0.001	3.226	0.001	0.006	31.429	0	0.001	8.824	0.001	0.004	22.222	0	0.001	8.824	0	0.001	6.061	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;vestibularis	species	21	Reads equally close to S. salivarius and S. vestibularis were assigned to S. salivarius.; 	0.529	0.261	0.63	91.176	0.252	0.725	82.143	0.529	1.413	75	0.018	0.023	83.871	0.041	0.142	62.857	0.032	0.117	47.059	0.038	0.076	77.778	0.013	0.021	67.647	0.037	0.071	84.848	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	22		1.27	0.343	0.788	85.294	0.133	0.241	85.714	0.08	0.281	77.778	0.022	0.04	64.516	0.847	2.247	91.429	1.27	3.765	88.235	0.055	0.141	77.778	0.081	0.341	35.294	0.016	0.024	72.727	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;acidovorans	species	23		0.001	0	0	5.882	0.001	0.002	10.714	0	0	5.556	0	0.001	3.226	0	0	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;thermodepolymerans	species	24		0	0	0.002	5.882	0	0	0	0	0	0	0	0	0	0	0.001	11.429	0	0.001	5.882	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;sp._HMT_025	species	25		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;aquatica	species	26		0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	8.571	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;gilardii	species	27		0.001	0	0	2.941	0.001	0.003	14.286	0	0.001	5.556	0	0.001	3.226	0	0.002	5.714	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;vincentii	species	29		0.037	0.001	0.003	17.647	0.009	0.044	14.286	0.012	0.036	16.667	0.017	0.038	54.839	0.037	0.255	34.286	0.001	0.004	20.588	0.005	0.012	22.222	0.007	0.021	32.353	0.017	0.051	42.424	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;afermentans	species	30		0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.016	5
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;amycolatum	species	31		0.003	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.01	10
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;sp._HMT_032	species	32		0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;appendicis	species	33		0	0	0	0	0	0	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0.001	5
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;aurimucosum	species	34		0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.05	5
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paraphrohaemolyticus	species	35	Reads equally close to HMT 035 and 945 were assigned half to each taxon.; 	0.564	0.117	0.232	73.529	0.101	0.213	64.286	0.564	2.092	63.889	0.472	1.074	64.516	0.005	0.014	54.286	0.021	0.113	23.529	0.029	0.096	50	0.024	0.104	23.529	0.527	1.408	57.576	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_036	species	36	Reads equally close to HMT 036 and 851 were assigned half to each taxon.; Reads equally close to HMT 036, 851, and 908 were assigned one-third to each taxon.; 	2.418	0.57	1.968	85.294	0.258	0.711	75	2.418	5.664	88.889	0.048	0.1	51.613	0.054	0.232	68.571	0.03	0.076	41.176	0.012	0.022	55.556	0.082	0.247	41.176	0.063	0.187	78.788	0.005	0.021	5
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;nitritireducens	species	37		0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;uli	species	38		0.005	0.001	0.003	8.824	0	0	0	0	0	2.778	0.001	0.002	19.355	0.005	0.02	25.714	0	0	5.882	0	0.001	5.556	0	0	2.941	0	0	3.03	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;sp._HMT_040	species	40		0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;sp._HMT_041	species	41		0.021	0.008	0.045	8.824	0	0.002	3.571	0	0.001	2.778	0	0.001	6.452	0.021	0.103	28.571	0	0.001	2.941	0	0.001	8.333	0	0	0	0	0.002	3.03	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;timidum	species	42		0.133	0.032	0.076	32.353	0.013	0.036	39.286	0.005	0.016	27.778	0.061	0.135	51.613	0.133	0.477	57.143	0.006	0.026	14.706	0.008	0.022	47.222	0.001	0.003	26.471	0.015	0.04	39.394	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;sp._HMT_044	species	44		0.233	0.036	0.132	38.235	0.233	0.922	50	0.014	0.038	16.667	0.079	0.213	54.839	0.004	0.016	42.857	0.002	0.007	23.529	0.01	0.018	44.444	0.022	0.064	47.059	0.043	0.106	48.485	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;morbillorum	species	46		0.525	0.399	0.885	100	0.378	0.82	100	0.244	0.471	100	0.081	0.115	83.871	0.511	0.92	94.286	0.525	0.914	100	0.092	0.141	86.111	0.01	0.013	61.765	0.311	1.593	93.939	0.001	0.004	10
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;jeikeium	species	47		0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0.001	2.778	0	0	0	0	0	0	0.003	0.012	5
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;kroppenstedtii	species	49		0.298	0	0	2.941	0	0	0	0	0	0	0	0	0	0	0.001	8.571	0	0	2.941	0	0	0	0	0	0	0	0.001	3.03	0.298	0.74	40
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;macginleyi	species	50		2.901	0	0	0	0	0	0	0	0	0	0.083	0.463	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	3.03	2.901	2.134	100
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;vaginalis	species	51		0.006	0.001	0.003	5.882	0.001	0.004	7.143	0	0	2.778	0	0	3.226	0.006	0.031	14.286	0.001	0.003	5.882	0.001	0.007	5.556	0	0	0	0.001	0.007	6.061	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;sp._HMT_052	species	52		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.005	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;pilbarense	species	54		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_056	species	56		0.307	0.218	0.225	100	0.307	0.539	100	0.138	0.153	97.222	0.165	0.205	93.548	0.189	0.814	100	0.23	0.436	94.118	0.22	0.234	100	0.177	0.194	100	0.224	0.212	100	0	0.002	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_057	species	57	Reads equally close to HMT 057 and 411 were assigned half to each taxon.; 	0.693	0.134	0.203	88.235	0.202	0.237	100	0.307	0.686	75	0.39	0.583	96.774	0.004	0.007	68.571	0.008	0.014	55.882	0.433	0.501	100	0.693	1.142	100	0.492	0.639	100	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._dentisani_clade_058	species	58	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	2.889	2.889	2.155	100	1.537	1.458	100	2.486	3.325	100	0.936	1.491	100	1.496	2.295	100	2.397	2.255	100	1.319	1.738	100	0.854	1.09	100	1.01	1.018	100	0.002	0.007	10
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;propinquum	species	59		5.847	0	0	0	0	0.001	3.571	0	0	0	0.138	0.766	6.452	0	0	2.857	0	0.001	2.941	0	0	0	0	0	0	0.002	0.01	9.091	5.847	19.671	40
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;pseudodiphtheriticum	species	60		10.558	0	0	0	0	0	0	0	0	0	0.049	0.271	3.226	0	0.003	5.714	0	0	0	0	0	2.778	0	0	0	0	0.002	3.03	10.558	24.379	35
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_061	species	61	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	0.768	0.396	0.449	100	0.255	0.2	100	0.408	0.645	100	0.516	0.716	96.774	0.127	0.322	100	0.252	0.47	100	0.768	0.645	100	0.652	0.704	97.059	0.454	0.488	100	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;simulans	species	62		0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.017	10
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;singulare	species	63		0.02	0	0	0	0	0	0	0	0	2.778	0.02	0.112	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.019	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_064	species	64	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	2.297	2.297	2.221	100	1.244	0.783	100	1.292	1.542	100	0.652	0.489	96.774	1.151	1.358	100	1.938	1.903	100	1.004	0.73	100	0.63	0.538	100	0.829	0.747	100	0.028	0.068	45
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_066	species	66	Reads equally close to HMT 066 and 707 were assigned half to each taxon.; Reads equally close to HMT 066 and 721 were assigned half to each taxon.; Reads equally close to HMT 066 and 411 were assigned half to each taxon.; Reads equally close to HMT 066 and 074 were assigned half to each taxon.; 	1.828	1.13	1.859	100	1.225	1.265	100	0.631	1.09	100	1.3	1.965	96.774	0.081	0.176	100	0.141	0.223	100	1.828	1.833	100	1.372	1.215	100	1.124	0.803	100	0.002	0.009	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_070	species	70	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	0.733	0.733	1.591	100	0.254	0.247	100	0.526	1.261	100	0.195	0.155	96.774	0.31	0.539	100	0.642	0.875	100	0.334	0.255	100	0.238	0.201	100	0.213	0.179	100	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_071	species	71	Reads equally close to numerous Streptococcus taxa in the mitis/oralis/infantis cluster were divided equally among taxa except not assigned to S. pneumoniae.; 	2.665	2.304	2.939	100	1.419	1.264	100	1.474	2.07	100	0.885	0.837	96.774	1.646	2.283	100	2.665	2.647	100	1.059	0.938	100	0.659	0.488	100	0.986	0.838	100	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;australis	species	73	Reads equally close to HMT 073, 578, and 638 were assigned one-third to each taxon.; Reads equally close to HMT 073 and 431 were assigned half to each taxon.; Reads equally close to HMT 073 and 638 were assigned half to each taxon.; 	5.274	1.728	1.32	100	2.379	2.552	100	1.789	2.978	100	1.685	1.533	100	0.132	0.285	100	0.218	0.345	100	5.274	6.363	100	3.34	4.162	100	2.163	2.505	100	0.04	0.095	50
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_074	species	74	Reads equally close to HMT 066 and 074 were assigned half to each taxon.; 	0.73	0.391	0.686	97.059	0.448	0.394	100	0.13	0.25	97.222	0.73	1.206	96.774	0.033	0.059	100	0.074	0.142	97.059	0.669	0.701	100	0.524	0.717	100	0.66	0.827	100	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-1];bacterium_HMT_075	species	75		0.197	0.031	0.088	61.765	0.024	0.051	42.857	0.061	0.251	47.222	0.123	0.403	70.968	0.118	0.786	65.714	0.033	0.054	50	0.042	0.086	61.111	0.027	0.05	73.529	0.197	0.463	75.758	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;warneri	species	76		0.01	0	0	0	0	0	0	0	0.001	11.111	0	0.001	3.226	0	0.001	5.714	0	0	0	0	0.001	5.556	0	0	0	0	0	6.061	0.01	0.03	20
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum	species	77		9.317	0.001	0.002	20.588	0.001	0.002	14.286	0.001	0.003	8.333	0	0.001	6.452	0	0.002	17.143	0	0.001	2.941	0	0	2.778	0	0	0	0	0.001	9.091	9.317	11.115	100
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sp._HMT_078	species	78		0.209	0.019	0.056	47.059	0.006	0.013	32.143	0.007	0.021	27.778	0.002	0.004	29.032	0.209	0.584	82.857	0.104	0.288	64.706	0.004	0.008	50	0.001	0.003	8.824	0.001	0.003	15.152	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio;sp._HMT_080	species	80		0.011	0	0.001	2.941	0	0.001	7.143	0	0	0	0.011	0.052	16.129	0.001	0.007	11.429	0.001	0.008	2.941	0	0.001	5.556	0	0	0	0.001	0.005	9.091	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];bacterium_HMT_081	species	81		0.006	0.004	0.023	8.824	0	0.002	3.571	0	0.001	5.556	0.006	0.027	9.677	0.003	0.015	20	0	0.002	2.941	0	0.001	8.333	0	0	0	0.001	0.003	12.121	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;orale	species	82		0.142	0.021	0.064	79.412	0.058	0.126	85.714	0.014	0.029	50	0.135	0.218	87.097	0.004	0.007	60	0.008	0.021	67.647	0.058	0.101	75	0.1	0.124	100	0.142	0.215	100	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;sp._HMT_083	species	83		0.002	0.001	0.002	11.765	0	0.001	3.571	0.001	0.003	5.556	0.001	0.001	16.129	0.001	0.002	20	0	0.001	8.824	0.001	0.002	11.111	0.002	0.007	14.706	0.002	0.005	21.212	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria;palustris	species	84		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-2];bacterium_HMT_085	species	85		0.104	0.01	0.019	64.706	0.01	0.017	53.571	0.007	0.021	30.556	0.104	0.274	87.097	0.005	0.025	40	0.002	0.007	23.529	0.023	0.036	72.222	0.025	0.032	85.294	0.055	0.065	81.818	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-7];bacterium_HMT_086	species	86		0.005	0.001	0.003	14.706	0.001	0.002	7.143	0.001	0.003	5.556	0.001	0.004	12.903	0.005	0.015	37.143	0.002	0.005	20.588	0	0.001	8.333	0	0.001	2.941	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Micrococcus;luteus	species	87		0.002	0	0	0	0.001	0.003	7.143	0	0.001	8.333	0	0.001	3.226	0	0.002	8.571	0	0	0	0	0	2.778	0	0	0	0	0.001	6.061	0.002	0.007	10
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-2];bacterium_HMT_088	species	88		0.005	0	0.001	5.882	0.004	0.015	10.714	0	0.001	8.333	0	0.001	3.226	0.005	0.026	14.286	0.003	0.012	14.706	0	0.001	13.889	0	0	5.882	0	0.001	6.061	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;sp._HMT_089	species	89		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-2];bacterium_HMT_091	species	91		0.011	0.003	0.006	26.471	0.002	0.006	21.429	0.002	0.004	11.111	0.01	0.022	29.032	0.011	0.036	28.571	0.001	0.003	8.824	0.003	0.009	22.222	0.003	0.008	23.529	0.008	0.017	36.364	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;weaveri	species	92		0.001	0	0	8.824	0	0.001	7.143	0	0	2.778	0	0.001	3.226	0.001	0.006	8.571	0	0	2.941	0	0.001	11.111	0	0.001	5.882	0	0	0	0.001	0.005	5
Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiales_[F-1];Clostridiales_[F-1][G-1];bacterium_HMT_093	species	93		0.059	0.001	0.005	11.765	0.001	0.001	14.286	0	0	2.778	0.059	0.207	22.581	0.002	0.013	14.286	0	0	2.941	0	0.002	5.556	0	0.002	5.882	0.004	0.014	12.121	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-10];bacterium_HMT_094	species	94		0	0	0	0	0	0	0	0	0	0	0	0.002	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Shuttleworthia;satelles	species	95		0.039	0.004	0.01	35.294	0.001	0.002	21.429	0	0.001	11.111	0.001	0.003	16.129	0.039	0.181	42.857	0.003	0.008	14.706	0.003	0.006	38.889	0	0.001	2.941	0	0.001	18.182	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-2];bacterium_HMT_096	species	96		0.419	0.018	0.032	64.706	0.042	0.076	57.143	0.111	0.343	36.111	0.402	0.793	77.419	0.004	0.023	25.714	0.022	0.097	32.353	0.101	0.268	58.333	0.402	0.85	70.588	0.419	0.941	78.788	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp._HMT_097	species	97		0.703	0.068	0.104	79.412	0.094	0.158	78.571	0.386	1.027	61.111	0.377	0.771	87.097	0.023	0.054	71.429	0.059	0.193	73.529	0.361	0.576	83.333	0.703	1.507	100	0.347	0.661	93.939	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;nonliquefaciens	species	98		0.141	0	0.001	5.882	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.141	0.629	5
