Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-9];[Eubacterium]_brachy	species	557		0.163	0.014	0.035	22.297	0.012	0.031	21.622	0.004	0.031	2.703	0.117	0.441	34.459	0.0	0.0	0.0	0.163	0.243	68.243	0.039	0.11	35.135	0.014	0.052	20.27	0.003	0.009	10.135	0.048	0.255	29.73
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;buccalis	species	563		0.583	0.056	0.109	45.27	0.02	0.052	24.324	0.015	0.091	11.486	0.014	0.029	27.027	0.0	0.0	0.0	0.355	0.913	52.703	0.583	1.132	54.73	0.047	0.118	35.135	0.008	0.019	19.595	0.037	0.121	31.081
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572	Reads equally close to P. veroralis and P. sp. HMT 313 were assigned half to each taxon.; 	0.913	0.146	0.269	73.649	0.485	0.746	85.811	0.022	0.066	33.108	0.596	0.905	85.135	0.0	0.002	0.699	0.198	0.815	39.189	0.086	0.328	32.432	0.675	0.839	91.892	0.436	0.717	87.162	0.913	1.202	87.162
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;concisus	species	575	Reads equally close to C. curvus and C. concisus were assigned half to each taxon.; 	1.014	0.083	0.148	62.838	0.158	0.206	76.351	0.19	0.596	44.595	0.359	0.515	79.054	0.0	0.001	1.399	0.079	0.14	62.838	0.108	0.196	66.216	1.014	1.265	83.784	0.362	0.521	77.027	0.405	0.522	81.081
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens	species	577		0.25	0.024	0.044	37.838	0.009	0.019	27.703	0.009	0.031	12.838	0.031	0.112	31.081	0.0	0.0	0.0	0.232	0.272	85.811	0.25	0.244	88.514	0.021	0.04	39.865	0.02	0.058	32.432	0.02	0.078	16.216
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus clade_578	species	578	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.203	99.324	0.495	0.445	100.0	0.032	0.071	56.081	0.419	0.384	97.973	0.001	0.004	16.084	0.049	0.089	79.054	0.073	0.112	86.486	0.311	0.326	100.0	0.849	0.737	100.0	0.476	0.395	99.324
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;curvus	species	580	Reads equally close to C. curvus and C. concisus were assigned half to each taxon.; 	1.019	0.083	0.151	62.838	0.159	0.206	76.351	0.191	0.596	44.595	0.359	0.515	79.054	0.0	0.001	1.399	0.091	0.158	66.216	0.116	0.207	68.243	1.019	1.266	83.784	0.362	0.521	77.027	0.406	0.523	81.081
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582	Reads equally close to K. denitrificans, K. sp. HMT 932, and Eikenella sp. HMT 011 were assigned one-third to each taxon.; 	0.091	0.012	0.047	28.378	0.005	0.013	23.649	0.001	0.005	10.135	0.003	0.016	14.865	0.0	0.0	0.0	0.064	0.162	58.784	0.091	0.173	67.568	0.014	0.036	32.432	0.002	0.006	10.811	0.003	0.009	16.216
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;denticola	species	584		0.568	0.01	0.029	17.568	0.005	0.02	10.135	0.007	0.069	2.027	0.164	1.035	29.054	0.0	0.0	0.0	0.568	1.763	36.486	0.122	0.655	19.595	0.059	0.189	32.432	0.004	0.017	8.108	0.046	0.263	20.946
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;dentocariosa	species	587	Reads equally close to R. dentocariosa and R. mucilaginosa were assigned half to each taxon.; 	0.88	0.518	1.17	71.622	0.523	0.771	80.405	0.087	0.325	39.865	0.201	0.316	73.649	0.0	0.001	1.399	0.474	0.968	68.919	0.88	1.86	74.324	0.215	0.35	74.324	0.658	1.04	80.405	0.246	0.36	70.946
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;diversum	species	593		0.105	0.012	0.039	20.946	0.084	0.13	61.486	0.003	0.011	7.432	0.067	0.091	60.811	0.0	0.0	0.0	0.016	0.048	24.324	0.004	0.015	11.486	0.071	0.152	58.108	0.078	0.119	54.73	0.105	0.141	64.865
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595		2.993	0.121	0.432	65.541	0.201	1.143	71.622	0.021	0.066	25.0	0.034	0.102	36.486	0.001	0.005	2.797	1.762	2.649	91.216	2.993	3.51	95.946	0.122	0.206	70.27	0.018	0.036	37.162	0.039	0.099	45.27
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596	Reads equally close to G. adiacens and G. elegans were assigned half to each taxon.; 	1.569	0.813	0.93	99.324	1.37	0.838	99.324	1.213	1.452	95.27	0.781	0.615	98.649	0.002	0.009	7.692	0.266	0.336	92.568	0.338	0.387	98.649	0.803	0.631	99.324	1.569	1.18	100.0	0.871	0.607	100.0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598		1.229	0.058	0.106	50.676	0.11	0.685	50.676	0.017	0.061	22.973	0.027	0.082	31.757	0.0	0.0	0.0	0.861	1.78	79.054	1.229	1.529	89.865	0.215	0.608	70.946	0.017	0.047	32.432	0.018	0.07	26.351
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flava	species	609	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.794	86.486	0.196	0.557	81.757	0.115	0.325	57.432	0.091	0.309	66.892	0.0	0.0	0.0	0.633	1.147	85.811	1.078	1.515	93.243	0.422	0.581	87.162	0.025	0.05	58.784	0.069	0.14	65.541
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;flavescens	species	610	Reads equally close to N. flavescens, N. perflava, and N. subflava were assigned one-third to each taxon.; 	3.409	0.571	0.736	94.595	1.492	1.818	95.946	0.087	0.189	58.108	1.594	2.048	94.595	0.0	0.0	0.699	0.223	0.472	64.865	0.332	0.591	77.027	1.409	1.647	97.297	3.409	3.784	95.946	1.712	2.376	95.946
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	613		0.271	0.006	0.019	14.189	0.001	0.008	2.703	0.0	0.003	1.351	0.092	0.354	25.676	0.0	0.0	0.0	0.271	0.736	35.135	0.034	0.133	19.595	0.034	0.087	33.784	0.003	0.016	6.757	0.015	0.051	16.216
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;gerencseriae	species	618		0.151	0.005	0.02	9.459	0.002	0.019	3.378	0.005	0.056	0.676	0.001	0.004	2.027	0.0	0.0	0.0	0.151	0.308	62.162	0.088	0.284	48.649	0.001	0.008	3.378	0.001	0.005	2.027	0.002	0.011	4.73
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;gingivalis	species	619		0.228	0.015	0.084	5.405	0.005	0.044	4.054	0.0	0.004	0.676	0.066	0.396	4.73	0.0	0.002	0.699	0.228	1.318	5.405	0.041	0.316	4.054	0.039	0.266	6.757	0.001	0.007	2.703	0.02	0.166	9.459
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gordonii	species	622	Reads equally close to S. gordonii and S. sp. HMT 056 were assigned half to each taxon.; 	0.377	0.204	0.369	84.459	0.051	0.117	60.811	0.109	0.353	40.541	0.029	0.131	43.243	0.0	0.002	1.399	0.263	0.514	80.405	0.377	0.553	87.838	0.055	0.084	69.595	0.01	0.031	27.703	0.021	0.056	43.919
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	623		0.519	0.022	0.056	27.027	0.004	0.019	8.108	0.013	0.09	8.108	0.018	0.086	14.865	0.0	0.003	1.399	0.519	0.606	79.73	0.327	0.565	69.595	0.042	0.079	39.189	0.0	0.002	3.378	0.005	0.037	5.405
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;haemolysans	species	626	Reads equally close to G. haemolysans, G. morbillorum, and G. sanguinis were assigned one-third to each taxon.; 	1.76	1.76	1.784	99.324	0.827	0.914	99.324	0.881	0.888	99.324	0.515	0.673	97.973	0.0	0.001	1.399	0.152	0.266	90.541	0.151	0.306	90.541	0.205	0.16	96.622	0.237	0.245	97.297	0.599	0.676	97.297
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;hominis	species	633		0.304	0.016	0.06	20.27	0.004	0.016	10.135	0.007	0.066	4.73	0.005	0.037	6.081	0.0	0.0	0.0	0.226	0.44	64.189	0.304	0.476	67.568	0.012	0.03	20.946	0.002	0.008	7.432	0.005	0.026	8.108
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantis clade_638	species	638	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	5.005	4.921	3.796	100.0	5.005	4.093	100.0	4.401	4.519	99.324	2.001	2.395	100.0	0.001	0.005	12.587	0.314	0.678	92.568	0.357	0.984	93.243	1.103	0.778	100.0	1.292	0.942	100.0	2.417	2.651	100.0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;infelix	species	639	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	641	Reads equally close to H. aegyptius, H. influenzae, and H. sp. HMT 259 were assigned one-third to each taxon.; 	0.087	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.676	0.006	0.022	15.541	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.001	1.351	0.002	0.008	8.784	0.0	0.001	2.027	0.087	0.96	10.811
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;intermedia	species	643		0.729	0.042	0.117	22.973	0.026	0.077	22.297	0.003	0.037	2.027	0.66	2.375	26.351	0.0	0.0	0.0	0.729	2.113	31.757	0.293	1.143	27.027	0.15	0.378	33.784	0.01	0.042	11.486	0.298	1.753	24.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;intermedius	species	644	Reads equally close to S. constellatus and S. intermedius were assigned to S. intermedius.; 	0.657	0.037	0.077	47.973	0.033	0.067	45.27	0.04	0.247	17.568	0.257	0.753	60.811	0.0	0.001	1.399	0.657	0.861	91.216	0.175	0.298	81.081	0.05	0.123	53.378	0.007	0.019	19.595	0.067	0.274	39.189
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;lecithinolyticum	species	653		0.235	0.003	0.012	8.108	0.001	0.007	4.054	0.0	0.001	0.676	0.023	0.111	16.216	0.0	0.0	0.0	0.235	0.623	35.135	0.016	0.056	14.189	0.018	0.038	27.703	0.001	0.004	1.351	0.005	0.024	7.432
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;loescheii	species	658	Reads equally close to P. loescheii and P. sp. HMT 472 were assigned half to each taxon.; 	0.261	0.027	0.195	19.595	0.012	0.093	12.162	0.023	0.227	7.432	0.01	0.059	10.135	0.0	0.0	0.0	0.261	0.501	43.243	0.192	0.435	42.568	0.029	0.069	31.757	0.001	0.006	4.054	0.004	0.02	8.108
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;maltophilia	species	663		0.127	0.016	0.182	1.351	0.072	0.661	5.405	0.0	0.003	0.676	0.002	0.013	3.378	0.0	0.0	0.0	0.004	0.035	2.703	0.0	0.0	0.0	0.007	0.046	2.703	0.0	0.003	0.676	0.127	1.217	4.054
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;maltophilum	species	664	Reads equally close to T. maltophilum and T. sp. HMT 260 were assigned half to each taxon.; 	0.091	0.003	0.017	9.459	0.001	0.004	4.73	0.0	0.002	2.027	0.012	0.042	18.243	0.0	0.0	0.0	0.091	0.207	49.324	0.032	0.093	31.081	0.006	0.015	26.351	0.0	0.002	3.378	0.003	0.012	10.135
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	666		10.324	0.26	0.732	62.162	0.156	0.876	59.459	0.263	2.296	22.973	0.142	0.999	41.892	0.0	0.002	2.098	6.617	6.223	91.216	10.324	7.787	95.946	0.103	0.23	59.459	0.024	0.055	31.757	0.11	0.48	42.568
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;medium	species	667	Reads equally close to T. medium and T. sp. HMT 226, 230, 235, and 237 were assigned one-fifth to each taxon.; 	0.122	0.005	0.017	22.973	0.002	0.006	14.865	0.001	0.004	3.378	0.027	0.082	39.189	0.0	0.0	0.0	0.122	0.307	50.676	0.037	0.117	35.135	0.016	0.032	45.946	0.001	0.005	6.081	0.007	0.024	27.027
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;meyeri	species	671	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.14	89.189	0.427	0.365	99.324	0.026	0.071	39.865	0.463	0.493	97.973	0.0	0.002	5.594	0.047	0.175	70.946	0.022	0.043	69.595	0.269	0.301	100.0	0.815	0.737	99.324	0.551	0.483	97.973
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mitis	species	677	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	681	Reads equally close to R. dentocariosa and R. mucilaginosa were assigned half to each taxon.; 	0.88	0.518	1.17	71.622	0.523	0.771	80.405	0.087	0.325	39.865	0.201	0.316	73.649	0.0	0.001	1.399	0.474	0.968	68.919	0.88	1.86	74.324	0.215	0.35	74.324	0.658	1.04	80.405	0.246	0.36	70.946
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.794	86.486	0.196	0.557	81.757	0.115	0.325	57.432	0.091	0.309	66.892	0.0	0.0	0.0	0.633	1.147	85.811	1.078	1.515	93.243	0.422	0.581	87.162	0.025	0.05	58.784	0.069	0.14	65.541
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;muelleri	species	683	Reads equally close to S. muelleri and Kingella sp. HMT 459 were assigned half to each taxon.; 	1.24	0.021	0.048	37.162	1.24	4.379	41.892	0.021	0.12	13.514	0.022	0.172	20.946	0.0	0.0	0.0	0.168	0.369	55.405	0.272	0.694	66.216	0.027	0.062	35.135	0.002	0.012	9.459	0.03	0.198	22.973
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;mutans	species	686		0.189	0.046	0.36	18.243	0.013	0.059	10.135	0.013	0.108	4.054	0.006	0.027	9.459	0.0	0.0	0.0	0.189	1.067	19.595	0.122	0.88	17.568	0.021	0.047	27.703	0.001	0.007	4.054	0.007	0.028	9.459
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;naviforme	species	689	Reads equally close to F. nucleatum subsp. naviforme and F. nucleatum subsp. vincentii were assigned half to each taxon.; 	2.559	0.129	0.482	71.622	0.046	0.091	56.757	0.062	0.394	41.216	0.467	1.715	74.324	0.0	0.0	0.0	2.559	3.163	97.973	0.742	0.984	91.216	0.21	0.256	86.486	0.022	0.04	48.649	0.143	1.089	62.838
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;necrophorum	species	690	Reads equally close to F. gonidiaformans and F. necrophorum were assigned half to each taxon.; 	0.05	0.0	0.0	0.0	0.0	0.001	0.676	0.0	0.004	1.351	0.05	0.327	9.459	0.0	0.001	0.699	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.014	5.405	0.0	0.0	0.676	0.016	0.136	7.432
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693		2.24	0.165	0.381	63.514	0.082	0.17	54.054	0.022	0.137	11.486	1.246	4.057	60.811	0.0	0.0	0.0	2.24	4.519	80.405	0.65	1.218	68.919	0.379	0.553	79.73	0.032	0.124	27.703	0.253	1.462	54.73
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum subsp._nucleatum	species	698	Reads equally close to F. nucleatum subsp. nucleatum,F. nucleatum subsp. polymorphum, and F. sp. HMT 203 were assigned one-third to each taxon.; 	1.519	0.203	0.353	97.297	0.043	0.054	79.054	0.338	0.608	87.838	0.12	0.291	90.541	0.0	0.0	1.399	1.481	1.347	98.649	1.519	1.331	99.324	0.227	0.23	93.243	0.048	0.112	85.135	0.069	0.154	84.459
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700	Reads equally close to C. ochraceae, C. sp. HMT 412, and C. sp. HMT 903 were assigned one-third to each taxon.; 	0.11	0.003	0.011	12.162	0.001	0.004	8.784	0.001	0.01	3.378	0.003	0.033	6.757	0.0	0.0	0.0	0.082	0.231	45.946	0.11	0.257	48.649	0.01	0.025	32.432	0.0	0.002	4.73	0.001	0.005	6.757
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;odontolytica	species	701	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.14	89.189	0.427	0.365	99.324	0.026	0.071	39.865	0.463	0.493	97.973	0.0	0.002	5.594	0.047	0.175	70.946	0.022	0.043	69.595	0.269	0.301	100.0	0.815	0.737	99.324	0.551	0.483	97.973
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706		0.512	0.04	0.129	27.703	0.023	0.075	24.324	0.018	0.122	12.162	0.004	0.013	12.838	0.0	0.0	0.0	0.416	1.188	58.108	0.512	1.069	66.216	0.051	0.134	43.919	0.005	0.021	12.838	0.007	0.02	14.865
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._oralis	species	707	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714		1.614	0.203	0.476	67.568	1.033	1.438	88.514	0.044	0.137	33.108	0.959	1.483	89.189	0.0	0.002	1.399	0.045	0.248	14.189	0.036	0.201	17.568	1.614	1.919	94.595	0.893	1.197	89.189	1.566	2.029	91.216
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae	species	718		9.385	7.645	7.628	100.0	6.607	5.33	100.0	8.735	8.574	100.0	5.777	5.274	100.0	0.054	0.2	30.07	2.991	4.07	97.297	4.928	5.677	99.324	8.113	5.425	100.0	9.385	7.137	100.0	4.128	3.459	100.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;paraphrophilus	species	720		0.63	0.051	0.15	33.108	0.05	0.136	31.757	0.121	0.814	22.973	0.2	2.25	16.216	0.0	0.0	0.0	0.514	1.289	47.973	0.63	1.554	50.676	0.165	0.407	50.0	0.008	0.025	12.838	0.022	0.095	17.568
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;parasanguinis clade_721	species	721	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.203	99.324	0.495	0.445	100.0	0.032	0.071	56.081	0.419	0.384	97.973	0.001	0.004	16.084	0.049	0.089	79.054	0.073	0.112	86.486	0.311	0.326	100.0	0.849	0.737	100.0	0.476	0.395	99.324
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;parvula	species	723		0.634	0.073	0.132	59.459	0.375	0.483	83.108	0.014	0.059	13.514	0.302	0.362	82.432	0.001	0.004	2.098	0.075	0.323	35.135	0.02	0.055	27.027	0.491	0.537	92.568	0.634	0.716	89.189	0.584	0.586	93.919
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda;periodontii	species	726	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;peroris	species	728	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia;propionica	species	739	Reads equally close to A. propionica and A. rubra were assigned half to each taxon.; 	0.312	0.009	0.025	26.351	0.008	0.053	20.946	0.005	0.045	4.054	0.004	0.016	12.162	0.0	0.002	2.098	0.284	0.434	83.784	0.312	0.587	85.811	0.01	0.021	29.73	0.0	0.003	3.378	0.004	0.025	12.162
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;rectus	species	748	Reads equally close to C. rectus and C. showae were assigned half to each taxon.; 	0.174	0.013	0.026	34.459	0.014	0.031	31.757	0.078	0.262	35.135	0.063	0.155	60.135	0.0	0.0	0.0	0.174	0.27	70.946	0.164	0.274	75.0	0.108	0.176	66.892	0.014	0.059	27.703	0.034	0.085	39.865
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella;rimae	species	750		0.104	0.01	0.026	17.568	0.008	0.024	16.892	0.001	0.005	1.351	0.104	0.566	27.027	0.0	0.0	0.0	0.06	0.181	33.784	0.018	0.058	18.243	0.031	0.054	40.541	0.003	0.012	10.135	0.009	0.033	13.514
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;sanguinis	species	757	Reads equally close to G. haemolysans, G. morbillorum, and G. sanguinis were assigned one-third to each taxon.; 	1.76	1.76	1.784	99.324	0.827	0.914	99.324	0.881	0.888	99.324	0.515	0.673	97.973	0.0	0.001	1.399	0.152	0.266	90.541	0.151	0.306	90.541	0.205	0.16	96.622	0.237	0.245	97.297	0.599	0.676	97.297
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sanguinis	species	758	Reads equally close to S. sanguinis and S. agalactiae were assigned to S. sanguinis.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; 	4.67	1.02	1.716	97.973	0.495	0.762	96.622	0.568	1.621	87.162	0.201	0.586	84.459	0.001	0.007	4.196	3.072	4.457	96.622	4.67	4.924	100.0	0.772	0.917	97.297	0.099	0.23	86.486	0.255	0.417	83.108
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;segnis	species	762	Reads equally close to A. segnis, A. sp. HMT 512, and A. sp. HMT 513 were assigned one-third to each taxon.; 	0.15	0.018	0.083	31.081	0.014	0.047	31.081	0.004	0.021	10.811	0.04	0.269	30.405	0.0	0.0	0.0	0.134	0.368	42.568	0.15	0.413	50.0	0.056	0.117	49.324	0.008	0.047	20.946	0.014	0.051	29.054
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	763	Reads equally close to C. rectus and C. showae were assigned half to each taxon.; 	0.174	0.013	0.026	34.459	0.014	0.031	31.757	0.078	0.262	35.135	0.063	0.155	60.135	0.0	0.0	0.0	0.174	0.27	70.946	0.164	0.274	75.0	0.108	0.176	66.892	0.014	0.059	27.703	0.034	0.085	39.865
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.794	86.486	0.196	0.557	81.757	0.115	0.325	57.432	0.091	0.309	66.892	0.0	0.0	0.0	0.633	1.147	85.811	1.078	1.515	93.243	0.422	0.581	87.162	0.025	0.05	58.784	0.069	0.14	65.541
