Assembly,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_002622945.1,,"Green,D.E., Kennedy,B.V., Kocak,B.Z., Moretti,M.L., Onelangsy,F.L., Mezghani,N.A., Thompson,P.K., Ulbrich,M.C., Furbee,E.C., Grubb,S.R., Warner,M.H., Montgomery,M.T., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T17:00:06.723Z,Gordonia virus Katyusha,Demosthenesvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2015-10-01,,ASM262294v1
GCF_002622925.1,,"Bagnasco,F.G., Brynell,Z.S., Burke,S.O., Chimalakonda,N.S., Connor,J.A., Curtis,K.N., Deaton,B.M., Fahnestock,A.K., Fratus,C.R., Karstens,A.W., Konde,S.A., Lantz,C.N., Lee,S.M., Miller,S.N., Minick,J.E., Pruett,K.M., Rose,V.A., Schick,A.M., Sells,C.A., Sieker,J.W., Thomas,D.S., Warrad,Y.M., Wyper,J.F., Adair,T.L., Gibbon,B.C., Wu,H., Jones,W.S., Serrano,M.G., Buck,G., Lee,V., Wang,Y., Carvalho,R., Voegtly,L., Shi,R., Duckworth,R., Johnson,A., Loviza,R., Walstead,R., Shah,Z., Kiflezghi,M., Wade,K., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T17:00:02.023Z,Arthrobacter virus Amigo,Amigovirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Spring, Texas",TX,Arthrobacter sp. ATCC 21022,,2013-10-01,,ASM262292v1
GCF_002622905.1,,"Aziz,R.M., Carl,E.L., Farooq,M.A., Gal,B., Garcia Martinez,K., Mathew,K.J., Obando,D.J., Robinson,K.M., Robinson,M.D., Sanders,L.M., Silva,M.P., Tasnim,L., Vo,M., Vo,Q.D., Simon,S.E., Hughes,L.E., Benjamin,R.C., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:59:57.500Z,Arthrobacter virus Circum,Mudcatvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Denton, TX",TX,Arthrobacter sp. ATCC 21022,,2013-08-27,,ASM262290v1
GCF_002622885.1,,"Dogans,D., Schneider,V.M., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:59:53.410Z,Arthrobacter virus Laroye,Laroyevirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2012-05-01,,ASM262288v1
GCF_002622865.1,,"Jacobs-Sera,D., Guerrero,C.A., Garlena,R.A., Russell,D.A., Pope,W.H., Hatfull,G.F., Bowman,C.A.",2019-05-02T16:59:48.910Z,Arthrobacter virus Wayne,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: North Huntingdon Township, PA",PA,Arthrobacter sp. ATCC 21022,,2012-05-01,,ASM262286v1
GCF_002622845.1,,"Guerrero,C.A., Jacobs-Sera,D., Bowman,C.A., Russell,D.A., Pope,W.H., Hatfull,G.F.",2019-05-02T16:59:43.680Z,Arthrobacter virus Pumancara,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2012-05-01,,ASM262284v1
GCF_002622825.1,,"Chudoff,D., Dunbar,D., Jacobs-Sera,D., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Hatfull,G.F.",2019-05-02T16:59:39.137Z,Arthrobacter virus Preamble,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Radnor, PA",PA,Arthrobacter sp. ATCC 21022,,2014-06-01,,ASM262282v1
GCF_002622805.1,,"Schneider,V.M., Guerrero,C.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F., Bowman,C.A.",2019-05-02T16:59:34.890Z,Arthrobacter virus Korra,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2012-07-01,,ASM262280v1
GCF_002622785.1,,"Ott,C.T., Jacobs-Sera,D., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Hatfull,G.F.",2019-05-02T16:59:29.857Z,Arthrobacter virus Joann,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pushmataha County, OK",OK,Arthrobacter sp. ATCC 21022,,2014-07-01,,ASM262278v1
GCF_002622765.1,,"Chudoff,D., Terry,K., Dunbar,D., Schaff,J.E., Dashiell,C.L., Macialek,J.A., Bradley,K.W., Asai,D.J., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Hatfull,G.F.",2019-05-02T16:59:25.423Z,Arthrobacter virus HunterDalle,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Laurel Springs, NJ",NJ,Arthrobacter sp. ATCC 21022,,2014-05-01,,ASM262276v1
GCF_002622745.1,,"Lee,I.Y., Jacobs-Sera,D., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Hatfull,G.F.",2019-05-02T16:59:21.080Z,Arthrobacter virus Glenn,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2015-06-01,,ASM262274v1
GCF_002622725.1,,"Prout,A., Gambrah,E.F., Jacobs-Sera,D., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Hatfull,G.F.",2019-05-02T16:59:16.700Z,Arthrobacter virus DrRobert,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2014-06-01,,ASM262272v1
GCF_002622705.1,,"Schneider,V.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F., Guerrero,C.A., Bowman,C.A.",2019-05-02T16:59:12.380Z,Arthrobacter virus Bennie,Korravirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2012-09-01,,ASM262270v1
GCF_002622565.1,,"Aleshkin,A.V., Rubalsky,E.O., Rubalskii,E.O., Volozhantsev,N.V., Verevkin,V.V., Svetoch,E.A., Kiseleva,I.A., Bochkareva,S.S., Borisova,O.Y., Popova,A.V., Bogun,A.G., Afanas'ev,S.S.",2019-05-02T16:59:07.720Z,Escherichia virus V18,Vequintavirus,Myoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ASM262256v1
GCF_002622545.1,,"Aleshkin,A.V., Rubalsky,E.O., Rubalskii,E.O., Volozhantsev,N.V., Verevkin,V.V., Svetoch,E.A., Kiseleva,I.A., Bochkareva,S.S., Borisova,O.Y., Popova,A.V., Bogun,A.G., Afanas'ev,S.S.",2019-05-02T16:59:03.070Z,Escherichia virus ECD7,Krischvirus,Myoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ASM262254v1
GCF_002622525.1,,"Yin,S., Rusconi,B., Sanjar,F., Goswami,K., Xiaoli,L., Eppinger,M., Dudley,E.G., Ed,D.",2019-05-02T16:58:58.413Z,Escherichia virus PA28,Traversvirus,Podoviridae,dsDNA,RefSeq,,1,,,Escherichia coli PA28,,,,ASM262252v1
GCF_002622505.1,,"Lammens,E.A., Lavigne,R.",2019-05-02T16:58:54.130Z,Pseudomonas virus LKO4,Yuavirus,Siphoviridae,dsDNA,RefSeq,,,Greece,,Pseudomonas aeruginosa,,2008,,ASM262250v1
GCF_002622485.1,,"Lee,I.Y., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:58:49.523Z,Arthrobacter virus Sonny,Marthavirus,Myoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2014-05-01,,ASM262248v1
GCF_002622465.1,,"Lee,I.Y., Guerrero,C.A., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:58:44.197Z,Arthrobacter virus Martha,Marthavirus,Myoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2015-05-01,,ASM262246v1
GCF_002622445.1,,"Gant,O., Schneider,V.M., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:58:39.560Z,Arthrobacter virus Jawnski,Marthavirus,Myoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2012-05-01,,ASM262244v1
GCF_002622425.1,,"London,S.C., Barrett,N.A., Buerkert,T.R., Cautela,J.A., Egan,M.S., Erb,J.E., Garrigan,K.E., Hagan,D.J., Hartwell,M.C., Hyduchak,K.M., Jacob,A.E., Lamey,M.E., Lindemann,J.M., Martynyuk,T., Mele,F.E., Menninger,J.E., Nabua,C.T., Napoli,C.K., Santiago,L.M., Sweetman,A.T., Weinstein,J.L., Denigris,D.M., King-Smith,C., Lee-Soety,J.Y., Delesalle,V.A., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:58:35.827Z,Arthrobacter virus Brent,Marthavirus,Myoviridae,dsDNA,RefSeq,,,"USA: Broomall, PA",PA,Arthrobacter sp. ATCC 21022,,2014-10-01,,ASM262242v1
GCF_002622405.1,,"Schouten,J.T., Crockett,J.T., Hodson,T.S., Hyde,J.R., Smith,T.A., Merrill,B.D., Crook,M.B., Griffitts,J.S., Burnett,S.H., Grose,J.H., Breakwell,D.P.",2019-05-02T16:58:30.743Z,Sinorhizobium virus M7,Emdodecavirus,Myoviridae,dsDNA,RefSeq,,,,,Sinorhizobium meliloti,,,,ASM262240v1
GCF_002622385.1,,"Melo,L.D., Sillankorva,S., Ackermann,H.W., Kropinski,A.M., Azeredo,J., Cerca,N., Melo,L.D.R.",2019-05-02T16:58:25.413Z,Staphylococcus virus SEP1,Sepunavirus,Herelleviridae,dsDNA,RefSeq,,1,Portugal,,Staphylococcus epidermidis,,2010,,ASM262238v1
GCF_002622365.1,,"Nielsen,T.K., Carstens,A.B., Kot,W., Lametsch,R., Neve,H., Hansen,L.H.",2019-05-02T16:58:20.940Z,Sphingobium virus Lacusarx,Lacusarxvirus,Siphoviridae,dsDNA,RefSeq,,,Denmark,,Sphingobium sp. IP1,,2016-03-17,,ASM262236v1
GCF_002621265.1,,"Guo,Z., Lei,L., Yang,J.",2019-05-02T16:58:16.180Z,Escherichia virus ECOO78,Jilinvirus,Myoviridae,dsDNA,RefSeq,,,China,,Escherichia coli O78,,2016-01-03,,ASM262126v1
GCF_002621085.1,,"Yazdi,M., Bouzari,M., Ghaemi,E.A.",2019-05-02T16:58:11.357Z,Proteus virus Isfahan,Gorganvirus,Siphoviridae,dsDNA,RefSeq,,1,Iran,,Proteus mirabilis,,2016-02-11,,ASM262108v1
GCF_002620125.1,SRR7156628,"Zhou,W., Feng,Y., Zong,Z.",2019-05-02T16:58:06.847Z,Acinetobacter virus WCHABP12,Obolenskvirus,Myoviridae,dsDNA,RefSeq,,,,,Acinetobacter baumannii,,,SAMN06448674,ASM262012v1
GCF_002620065.1,,"Tolen,T.N., Xie,Y., Hernandez,A.C., Kuty Everett,G.F., Tolen,T., Everett,G.F.K.",2019-05-02T16:58:02.413Z,Salmonella virus Mushroom,Felixounavirus,Myoviridae,dsDNA,RefSeq,,1,,,Salmonella sp.,,,,ASM262006v1
GCF_002620025.1,,"Dyatlov,I.A., Aleshkin,V.A., Aleshkin,A.V., Afanas'Ev,S.S., Svetoch,E.A., Volozhantsev,N.V., Vasyliev,D.A., Zolotukhin,S.N., Amerkhanova,A.M., Kiseleva,I.A., Verevkin,V.V., Krasilnikova,V.M., Myakinina,V.P., Bannov,V.A., Rubalskiy,M.O.",2019-05-02T16:57:57.437Z,Salmonella virus Si3,Felixounavirus,Myoviridae,dsDNA,RefSeq,,,,,Salmonella enterica subsp. enterica serovar Infantis,,,,ASM262002v1
GCF_002619945.1,,"Yang,Y., Cai,L., Zhang,R.",2019-05-02T16:57:53.287Z,Dinoroseobacter virus D5C,Nanhaivirus,Siphoviridae,dsDNA,RefSeq,,,China,,Dinoroseobacter shibae,,2012-08-16,,ASM261994v1
GCF_002619925.1,,"Green,S.I., Kaelber,J.T., Ma,L., Trautner,B.W., Ramig,R.F., Maresso,A.W.",2019-05-02T16:57:48.253Z,Escherichia virus HP3,Mosigvirus,Myoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ASM261992v1
GCF_002619885.1,,"Green,S.I., Kaelber,J.T., Ma,L., Trautner,B.W., Ramig,R.F., Maresso,A.W., Kaelber,J.",2019-05-02T16:57:43.650Z,Escherichia virus CF2,Tequatrovirus,Myoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ASM261988v1
GCF_002619845.1,,"Skowron,P.M., Kropinski,A., Los,M.",2019-05-02T16:57:39.507Z,Geobacillus virus Tp84,Saundersvirus,Siphoviridae,dsDNA,RefSeq,,,,,Geobacillus stearothermophilus,,,,ASM261984v2
GCF_002619745.1,,"Casey,E., Fitzgerald,B., Mahony,J., Lugli,G., Ventura,M., van Sinderen,D.",2019-05-02T16:57:34.907Z,Serratia virus BF,Eneladusvirus,Myoviridae,dsDNA,RefSeq,,,,,Serratia marcescens,,,,ASM261974v1
GCF_002618825.1,,"Midorikawa,Y., Sano,M.",2019-05-02T16:57:29.733Z,Vibrio virus pTD1,Tidunavirus,Myoviridae,dsDNA,RefSeq,,,Thailand,,Vibrio parahaemolyticus,,2015,,ASM261882v1
GCF_002617985.1,,"Popova,A.V., Lavysh,D.G., Klimuk,E.I., Bogun,A.G., Goncharov,A.E.",2019-05-02T16:57:25.307Z,Acinetobacter virus AS11,Friunavirus,Autographiviridae,dsDNA,RefSeq,,,Russia,,Acinetobacter baumannii,,,,ASM261798v1
GCF_002617965.1,,"Popova,A.V., Lavysh,D.G., Klimuk,E.I., Bogun,A.G., Goncharov,A.E.",2019-05-02T16:57:20.447Z,Acinetobacter virus AS12,Friunavirus,Autographiviridae,dsDNA,RefSeq,,,Russia,,Acinetobacter baumannii,,,,ASM261796v1
GCF_002617785.1,,"Oliveira,H., Pinto,G., Hendrix,H., Noben,J.-P., Gawor,J., Lobocka,M., Lavigne,R., Azeredo,J.",2019-05-02T16:57:14.910Z,Providencia virus PR1,Priunavirus,Siphoviridae,dsDNA,RefSeq,,,Portugal,,Providencia sp.,,2014,,ASM261778v1
GCF_002617405.1,,"de Leeuw,M., Baron,M., Brenner,A., Kushmaro,A.",2019-05-02T16:57:10.573Z,Aquamicrobium virus P14,Aqualcavirus,Autographiviridae,dsDNA,RefSeq,,1,Israel,,Aquamicrobium sp. H14,,,,ASM261740v1
GCF_002617345.1,,"Kawasaki,T., Yoshikawa,G., Ogata,H., Yamada,T.",2019-05-02T16:57:06.060Z,Ralstonia virus RP12,Ripduovirus,Myoviridae,dsDNA,RefSeq,,,Thailand,,Ralstonia solanacearum,,2014,,ASM261734v1
GCF_002617325.1,,"Lee,H.S., Choi,S., Choi,S.H.",2019-05-02T16:57:01.327Z,Vibrio virus SSP002,Mardecavirus,Siphoviridae,dsDNA,RefSeq,,1,South Korea,,Vibrio vulnificus,,,,ASM261732v1
GCF_002617305.1,,"Carson,S., Bruff,E., DeFoor,W., Dums,J., Groth,A., Hatfield,T., Iyer,A., Joshi,K., McAdams,S., Miles,D., Miller,D., Oufkir,A., Raynor,B., Riley,S., Roland,S., Rozier,H., Talley,S., Miller,E.S., Costine,A., Dashiell,C., Schaff,J., Sigmon,A.",2019-05-02T16:56:56.773Z,Paenibacillus virus Shelly,Sitaravirus,Siphoviridae,dsDNA,RefSeq,,1,"USA: Hertford County, NC",NC,Paenibacillus larvae,,2013-08-31,,ASM261730v1
GCF_002617285.1,,"Santamaria,R.I., Bustos,P., Sepulveda-Robles,O., Lozano,L., Rodriguez,C., Fernandez,J.L., Juarez,S., Kameyama,L., Guarneros,G., Davila,G., Gonzalez,V., Sepulveda,O., Rodrigez,C.",2019-05-02T16:56:52.413Z,Rhizobium virus RHEph4,Kleczkowskavirus,Myoviridae,dsDNA,RefSeq,,1,,,Rhizobium etli GR56,,,,ASM261728v1
GCF_002617265.1,,"Kim,M.S., Cha,K.E., Myung,H., Kim,Y.D.",2019-05-02T16:56:47.727Z,Pseudomonas virus PA26,Litunavirus,Podoviridae,dsDNA,RefSeq,,1,South Korea,,Pseudomonas aeruginosa,,2011-02-28,,ASM261726v1
GCF_002617245.1,,"Sieo,C.C., Tang,G.H.S., Lau,G.L., Abdul,R.O., Ho,Y.W.",2019-05-02T16:56:43.187Z,Escherichia virus EC1UPM,Gamaleyavirus,Podoviridae,dsDNA,RefSeq,,,Malaysia,,Escherichia coli,,2008-06,,ASM261724v1
GCF_002615865.1,,"Luo,T., Yang,Y., Wang,Y., He,P., Wang,R., Xu,M., Yin,Q., Chen,Y., Yu,W., Hu,F.",2019-05-02T16:56:38.717Z,Acinetobacter virus SH-Ab 15519,Friunavirus,Autographiviridae,dsDNA,RefSeq,,,,,Acinetobacter baumannii,,,,ASM261586v1
GCF_002615585.1,,"Shneider,M.M., Miroshnikov,K.A., Korzhenkov,A.A., Samarov,N.I., Toshchakov,S.V., Leiman,P.G.",2019-05-02T16:56:34.217Z,Pseudomonas virus Zigelbrucke,Pakpunavirus,Myoviridae,dsDNA,RefSeq,,,Switzerland,,Pseudomonas aeruginosa PAO1,,2013,,ASM261558v1
GCF_002615445.1,,"Aleshkin,A.V., Volozhantsev,N.V., Verevkin,V.V., Krasilnikova,V.M., Myakinina,V.P., Popova,A.V., Svetoch,E.A.",2019-05-02T16:56:29.650Z,Pseudomonas virus PA10,Pakpunavirus,Myoviridae,dsDNA,RefSeq,,,,,Pseudomonas aeruginosa,,,,ASM261544v1
GCF_002615365.1,,"Aleshkin,A.V., Volozhantsev,N.V., Verevkin,V.V., Krasilnikova,V.M., Myakinina,V.P., Popova,A.V., Svetoch,E.A.",2019-05-02T16:56:24.700Z,Pseudomonas virus PA5,Pbunavirus,Myoviridae,dsDNA,RefSeq,,,,,Pseudomonas aeruginosa,,,,ASM261536v1
GCF_002614865.1,,"Anselmo,A.F., Braun,M.R., Demming,S.E., Johnson,R.I., Kranig,C.J., Restrepo Toro,I., Wolyniak,M.J., Westholm,D.E., Ball,S.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:56:20.153Z,Mycobacterium virus Lukilu,Bixzunavirus,Myoviridae,dsDNA,RefSeq,,,"USA: Duluth, MN",MN,Mycolicibacterium smegmatis MC2 155,,2015-08-01,,ASM261486v1
GCF_002614545.1,,"Komisarova,E.V., Krasilnikova,V.M., Kislichkina,A.A., Myakinina,V.P., Volozhantsev,N.V.",2019-05-02T16:56:16.003Z,Klebsiella virus KpV80,Jedunavirus,Myoviridae,dsDNA,RefSeq,,,Russia,,Klebsiella pneumoniae,,2015-07,,ASM261454v1
GCF_002614485.1,,"Xing,S., Pan,X., Sun,Q., Pei,G., Mi,Z., An,X., Tong,Y.",2019-05-02T16:56:11.170Z,Klebsiella virus IME260,Sugarlandvirus,Demerecviridae,dsDNA,RefSeq,,,China,,Klebsiella pneumoniae,,2016-08-05,,ASM261448v1
GCF_002614465.1,,"Bull,J.J., Vimr,E.R., Molineux,I.J.",2019-05-02T16:56:05.890Z,Escherichia virus K1ind2,Kagunavirus,Siphoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ASM261446v1
GCF_002614445.1,,"Bull,J.J., Vimr,E.R., Molineux,I.J.",2019-05-02T16:56:00.823Z,Escherichia virus K1ind1,Kagunavirus,Siphoviridae,dsDNA,RefSeq,,1,,,Escherichia coli,,,,ASM261444v1
GCF_002614145.1,,"Coffey,A., McAuliffe,O., Bolton,D., O'Sullivan,L.",2019-05-02T16:55:55.623Z,Campylobacter virus Los1,Fletchervirus,Myoviridae,dsDNA,RefSeq,,,Ireland,,Campylobacter jejuni,,,,ASM261414v1
GCF_002613285.1,,"Modlin,R.L., Cheng,L.S., Marinelli,L.J., Grosset,N., Gautier,M., Fitz-Gibbon,S., Pellegrini,M., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F.",2019-05-02T16:55:51.037Z,Propionibacterium virus G4,Doucettevirus,Siphoviridae,dsDNA,RefSeq,,,France: Rennes,,Propionibacterium freudenreichii,,1992-01-01,,ASM261328v1
GCF_002613265.1,,"Modlin,R.L., Cheng,L.S., Marinelli,L.J., Grosset,N., Gautier,M., Fitz-Gibbon,S., Pellegrini,M., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F.",2019-05-02T16:55:46.093Z,Propionibacterium virus E6,Doucettevirus,Siphoviridae,dsDNA,RefSeq,,,France: Rennes,,Propionibacterium freudenreichii,,1992-01-01,,ASM261326v1
GCF_002613225.1,,"Modlin,R.L., Cheng,L.S., Marinelli,L.J., Grosset,N., Gautier,M., Fitz-Gibbon,S., Pellegrini,M., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F.",2019-05-02T16:55:39.973Z,Propionibacterium virus Doucette,Doucettevirus,Siphoviridae,dsDNA,RefSeq,,,USA,,Propionibacterium freudenreichii,,2015-01-01,,ASM261322v1
GCF_002613205.1,,"Modlin,R.L., Cheng,L.S., Marinelli,L.J., Grosset,N., Gautier,M., Fitz-Gibbon,S., Pellegrini,M., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F.",2019-05-02T16:55:35.603Z,Propionibacterium virus B3,Anatolevirus,Siphoviridae,dsDNA,RefSeq,,,France: Rennes,,Propionibacterium freudenreichii,,1992-01-01,,ASM261320v1
GCF_002613185.1,,"Modlin,R.L., Cheng,L.S., Marinelli,L.J., Grosset,N., Gautier,M., Fitz-Gibbon,S., Pellegrini,M., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F.",2019-05-02T16:55:30.963Z,Propionibacterium virus B22,Doucettevirus,Siphoviridae,dsDNA,RefSeq,,,France: Rennes,,Propionibacterium freudenreichii,,1992-01-01,,ASM261318v1
GCF_002613165.1,,"Modlin,R.L., Cheng,L.S., Marinelli,L.J., Grosset,N., Gautier,M., Fitz-Gibbon,S., Pellegrini,M., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F.",2019-05-02T16:55:26.657Z,Propionibacterium virus Anatole,Anatolevirus,Siphoviridae,dsDNA,RefSeq,,,USA,,Propionibacterium freudenreichii,,1992-01-01,,ASM261316v1
GCF_002613105.1,,"Bhuiyan,S., Garcia,C., Cox,E.C., Ali,D.J., Quadri,S.Y., Layton,S.R., Benjamin,R.C., Hughes,L.E., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:55:21.130Z,Strepomyces virus Rima,Rimavirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Brooklyn, NY",NY,Streptomyces azureus,,2014-08-15,,ASM261310v2
GCF_002612775.1,,"Bisesi,P.J., Erchinger,C.J., Fillman,C.L., Foster,K.J., Guild,N.A., Schipper,J.B., Yates,T.Z., Hughes,L.E., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:55:16.730Z,Mycobacterium virus Tortellini,Tortellinivirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Boulder, CO",CO,Mycolicibacterium smegmatis MC2 155,,2013-09-15,,ASM261277v1
GCF_002612405.1,,"Williams,D.A., Albritton,V.D., Beach,M.O., Bonner,C.T., Green,C.T., Harrell,M.L., Holder,G.D., Juneau,A.C., Labat,G.M., Lawrence,S.M., McCurry,A.D., Myers,D.S., Nowell,A.J., Palowsky,Z.R., Peoples,M.D., Peterson-Gross,L.E., Rizzo,E.R., Rybicki,S.K., Thomas,C., West,N., Morgan,G.B., Alonzo,F.L., Wiedemeier,A.M.D., Gissendanner,C.R., Findley,A.M., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:55:12.013Z,Rhodococcus virus Weasel,Weaselvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Monroe, LA",LA,Rhodococcus erythropolis,,2014-10-01,,ASM261240v1
GCF_002612145.1,,"Franke,B.K., Idrees,S., Klinkhammer,K.E., Kocina,D.M., Lusk,T.N., Notovny,A.L., Oberding,K.E., Quandt,C.A., Schmitz,M.Y., Schultz,D.E., Thaoxaochay,C., Thomas,C.P., Toland,T.N., Topel,S.A., Warren,E.R., Weber,A.J., Welman,R.J., Williams,K.M., Bonilla,J.A., Klyczek,K., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:55:07.287Z,Gordonia virus Strosahl,Soupsvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Hudson, WI",WI,Gordonia terrae,,2015-10-01,,ASM261214v1
GCF_002610045.1,,"Zhang,C.-J., Wei,Y.-L., Ji,X.-L.",2019-05-02T16:55:01.843Z,Pseudomonas virus VSW3,Napahaivirus,Autographiviridae,dsDNA,RefSeq,,,,,Pseudomonas,,,,ASM261004v1
GCF_002609765.1,,"Buttimer,C., O'Sullivan,L., Elbreki,M., Neve,H., McAuliffe,O., Ross,R.P., Hill,C., O'Mahony,J., Coffey,A., Buttimer,C.T.H.",2019-05-02T16:54:56.643Z,Acinetobacter virus ME3,Metrivirus,Myoviridae,dsDNA,RefSeq,,1,Ireland: Co. Cork,,Acinetobacter baumannii,,,,ASM260976v1
GCF_002609625.1,,"Huff,Z.T., Huynh,A.B., Mouat,J.S., Szpak,L.E., Umbaugh,M.S., Furbee,E.C., Grubb,S.R., Warner,M.H., Montgomery,M.T., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:54:52.470Z,Gordonia virus Attis,Attisvirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2015-10-01,,ASM260962v1
GCF_002609585.1,,"Wade,K., Bashir,A., Shah,Z.V., Walstead,R.N., Johnson,A., Buck,G.A., Campbell,R., Carvalho,M.R., Duckworth,R.A., Dunn,T., Halpern,C., Kiflezghi,M.G., Lee,V., Loviza,R.A., Serrano,M.G., Sharma,K., Voegtly,L.J., Walstead,R., Wang,Y.P., Bradley,K.W., Barker,L.P., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2019-05-02T16:54:47.733Z,Mycobacterium virus Skinnyp,Redivirus,Siphoviridae,dsDNA,RefSeq,,,"USA: Richmond, Virginia",VA,Mycolicibacterium smegmatis MC2 155,,2012-10-01,,ASM260958v1
