phage_id	Assembly.NCBI	SRA_Accession.NCBI	Submitters.NCBI	Release_Date.NCBI	Species.NCBI	Genus.NCBI	Family.NCBI	Molecule_type.NCBI	Sequence_Type.NCBI	Geo_Location.NCBI	USA.NCBI	Host.NCBI	Isolation_Source.NCBI	Collection_Date.NCBI	BioSample.NCBI	GenBank_Title.NCBI
PHAGE-0287	GCF_000899895.1		Gutierrez,D., Martinez,B., Rodriguez,A., Garcia,P.	2015-02-22T18:27:25.807Z	Staphylococcus virus IPLA5	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus epidermidis				ViralProj171981
PHAGE-0288	GCF_000900235.1		Nho,S.W., Ha,M.A., Kim,K.S., Kim,T.H., Jang,H.B., Cha,I.S., Park,S.B., Kim,Y.K., Jung,T.S., Nho,S., Jung,T., Kim,K., Lee,J., Jung,C., Cho,E., Kim,T.	2015-02-22T18:27:51.990Z	Escherichia virus ECBP1	Gamaleyavirus	Podoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj177527
PHAGE-0289	GCF_000900255.1		Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.	2015-02-22T18:27:51.927Z	Propionibacterium virus P101A	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj177531
PHAGE-0290	GCF_000900275.1		Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.	2015-02-22T18:27:52.130Z	Propionibacterium virus P100A	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj177535
PHAGE-0291	GCF_000900295.1		Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.	2015-02-22T18:27:55.483Z	Propionibacterium virus ATCC29399BC	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj177539
PHAGE-0292	GCF_000900315.1		Beutin,L., Hammerl,J.A., Strauch,E., Reetz,J., Dieckmann,R., Kelner-Burgos,Y., Martin,A., Miko,A., Strockbine,N.A., Lindstedt,B.A., Horn,D., Monse,H., Huettel,B., Muller,I., Stuber,K., Reinhardt,R.	2015-02-22T18:28:02.383Z	Escherichia phage P13374	Oslovirus	Podoviridae	dsDNA	RefSeq	Germany		Escherichia coli	shoot	2011		ViralProj177543
PHAGE-0293	GCF_000900335.1		Eller,M.R., Salgado,R.L., Vidigal,P.M., Alves,M.P., Dias,R.S., de Oliveira,L.L., da Silva,C.C., de Carvalho,A.F., De Paula,S.O., Vidigal,P.M.P., Marques-Da-Silva,E.A., Oliveira,L.L., Silva,C.C., Carvalho,A.F.	2015-02-22T18:28:08.910Z	Pseudomonas virus UFVP2	Vicosavirus	Podoviridae	dsDNA	RefSeq	Brazil		Pseudomonas fluorescens				ViralProj177548
PHAGE-0294	GCF_000900455.1		Abbasifar,R., Kropinski,A.M., Sabour,P.M., Ackermann,H.W., Alanis Villa,A., Abbasifar,A., Griffiths,M.W., Ackermann,H.-W., Lingohr,E.J.	2015-02-22T18:28:15.413Z	Cronobacter virus GAP31	Seunavirus	Myoviridae	dsDNA	RefSeq	Canada		Cronobacter sakazakii		39461		ViralProj179409
PHAGE-0295	GCF_000900475.1		Chibeu,A., Kropinski,A.M.	2015-02-22T18:28:21.790Z	Escherichia virus ACGC91	Vectrevirus	Autographiviridae	dsDNA	RefSeq	Canada		Escherichia coli		2010		ViralProj179413
PHAGE-0296	GCF_000900515.1		Chibeu,A., Kropinski,A.M.	2015-02-22T18:28:18.647Z	Escherichia virus ACGM12	Guelphvirus	Drexlerviridae	dsDNA	RefSeq	Canada		Escherichia coli		2010		ViralProj179414
PHAGE-0297	GCF_000900575.1		Pan,F., Wu,H., Liu,J., Ai,Y., Meng,X., Meng,R., Meng,Q.	2015-02-22T18:28:31.303Z	Escherichia virus JL1	Dhillonvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli O157:H7		40865		ViralProj179426
PHAGE-0298	GCF_000900635.1		Garbe,J., Wesche,A., Bunk,B., Kazmierczak,M., Selezska,K., Rohde,C., Sikorski,J., Rohde,M., Jahn,D., Schobert,M.	2015-02-22T18:28:31.260Z	Pseudomonas virus JG024	Pbunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa		2007-09		ViralProj181067
PHAGE-0299	GCF_000900675.1		L'abee-Lund,T.M., Jorgensen,H.J., O'Sullivan,K., Bohlin,J., Ligard,G., Granum,P.E., Lindback,T., L'Abee-Lund,T.M.	2015-02-22T18:28:31.410Z	Escherichia virus TL2011	Oslovirus	Podoviridae	dsDNA	RefSeq	Norway		Escherichia coli O103:H25 str. NIPH-11060424		2006		ViralProj181075
PHAGE-0300	GCF_000900735.1		Liu,X., Ren,H., Liu,W., Wen,J., Zou,L., Liu,C., Wu,D.	2015-02-22T18:28:34.657Z	Escherichia virus Bp7	Dhakavirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj181212
PHAGE-0301	GCF_000900835.1		Kropinski,A.M., Lingohr,E.J., Moyles,D.M., Chibeu,A., Mazzocco,A., Franklin,K., Villegas,A., Ahmed,R., She,Y.M., Johnson,R.P., Waddell,T., She,Y.-M.	2015-02-22T18:28:47.740Z	Escherichia phage wV7	Tequatrovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj181232
PHAGE-0302	GCF_000900875.1		Lee,Y.-D., Park,J.-H.	2015-02-22T18:28:41.180Z	Staphylococcus phage SMSAP5	Triavirus	Siphoviridae	dsDNA	RefSeq	South Korea		Staphylococcus aureus		40456		ViralProj181240
PHAGE-0303	GCF_000901015.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:28:54.333Z	Enterobacteria phage HK140	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183139
PHAGE-0304	GCF_000901035.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:28:54.403Z	Escherichia virus HK633	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183143
PHAGE-0305	GCF_000901055.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:29:04.740Z	Enterobacteria phage mEp237		Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183147
PHAGE-0306	GCF_000901075.1		Kropinski,A.M., Lingohr,E.J., Johnson,R.P.	2015-02-22T18:29:01.767Z	Escherichia virus Rogue1	Rogunavirus	Drexlerviridae	dsDNA	RefSeq	Canada		Escherichia coli	feces	2008		ViralProj183151
PHAGE-0307	GCF_000901115.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:29:01.667Z	Escherichia virus HK542	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183159
PHAGE-0308	GCF_000901235.1		Briggiler Marco,M., Garneau,J.E., Tremblay,D., Quiberoni,A., Moineau,S., Garneau,J.	2015-02-22T18:29:19.780Z	Lactobacillus virus ATCC8014	Coetzeevirus	Siphoviridae	dsDNA	RefSeq			Lactobacillus plantarum				ViralProj184150
PHAGE-0309	GCF_000901375.1		Tang,F., Li,Y., Zhang,W., Lu,C.	2015-02-22T18:30:04.010Z	Escherichia virus HX01	Mosigvirus	Myoviridae	dsDNA	RefSeq	China		Escherichia coli	feces			ViralProj177542
PHAGE-0310	GCF_000901535.1		Abbasifar,R., Kropinski,A.M., Sabour,P.M., Ackermann,H.W., Lingohr,E.J., Griffiths,M.W., Ackermann,H.-W., Alanis Villa,A., Abbasifar,A.	2015-02-22T18:30:47.290Z	Cronobacter phage vB_CsaM_GAP161		Myoviridae	dsDNA	RefSeq	Canada		Cronobacter sakazakii		39461		ViralProj179412
PHAGE-0311	GCF_000901655.1		Alemayehu,D., Casey,P.G., McAuliffe,O., Guinane,C.M., Martin,J.G., Shanahan,F., Coffey,A., Ross,R.P., Hill,C., Casey,P.R.	2015-02-22T18:31:05.260Z	Pseudomonas virus NH4	Pbunavirus	Myoviridae	dsDNA	RefSeq	Ireland: Fermoy, Cork		Pseudomonas aeruginosa		2008		ViralProj181065
PHAGE-0312	GCF_000901675.1		Gu,J., Liu,X., Lu,R., Li,Y., Song,J., Lei,L., Sun,C., Feng,X., Du,C., Yu,H., Yang,Y., Han,W.	2015-02-22T18:31:09.837Z	Staphylococcus virus G15	Kayvirus	Herelleviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj181069
PHAGE-0313	GCF_000901875.1		Lee,Y.D., Kim,J.Y., Park,J.H., Chang,H., Lee,Y.-D., Park,J.-H.	2015-02-22T18:31:34.557Z	Cronobacter virus Esp2949-1		Drexlerviridae	dsDNA	RefSeq			Cronobacter sakazakii				ViralProj181234
PHAGE-0314	GCF_000901895.2		Kazaks,A., Dislers,A., Lipowsky,G., Nikolajeva,V., Tars,K.	2019-05-31T18:14:20.527Z	Enterobacter phage Enc34		Siphoviridae	dsDNA	RefSeq	Latvia		Enterobacter cancerogenus				ViralProj181238
PHAGE-0315	GCF_000901915.1		Kim,M.S., Myung,H., Cha,K.E., Hong,S.S.	2015-02-22T18:31:37.090Z	Staphylococcus virus SA11	Silviavirus	Herelleviridae	dsDNA	RefSeq	South Korea		Staphylococcus aureus		40035		ViralProj181242
PHAGE-0316	GCF_000902055.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:31:56.800Z	Escherichia virus HK446	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183141
PHAGE-0317	GCF_000902075.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:31:56.367Z	Enterobacteria phage mEp043 c-1		Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183145
PHAGE-0318	GCF_000902095.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:32:03.410Z	Escherichia virus mEpX1	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183149
PHAGE-0319	GCF_000902115.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:32:03.590Z	Escherichia virus mEp234	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183153
PHAGE-0320	GCF_000902155.1		Rumnieks,J., Tars,K.	2015-02-22T18:32:05.963Z	Enterobacteria phage M	Levivirus	Leviviridae	ssRNA(+)	RefSeq			Escherichia coli J53				ViralProj183161
PHAGE-0321	GCF_000902175.1		Essoh,C., Blouin,Y., Loukou,G., Cablanmian,A., Lathro,S., Kutter,E., Thien,H.V., Vergnaud,G., Pourcel,C.	2015-02-22T18:32:15.593Z	Pseudomonas phage vB_PaeP_p2-10_Or1	Bruynoghevirus	Podoviridae	dsDNA	RefSeq	France:Orsay		Pseudomonas aeruginosa				ViralProj183543
PHAGE-0322	GCF_000902295.1		Garbe,J., Bunk,B., Rohde,M., Schobert,M.	2015-02-22T18:32:26.457Z	Pseudomonas virus JG004	Pakpunavirus	Myoviridae	dsDNA	RefSeq	Germany: Braunschweig		Pseudomonas aeruginosa		2004-11		ViralProj181068
PHAGE-0323	GCF_000902355.1		Sabouri Shahrbabak,S., Khodabandehlou,Z., Shahverdi,A.R., Skurnik,M., Ackermann,H.W., Varjosalo,M., Tabatabaei Yazdi,M., Sepehrizadeh,Z., Shahverdi,A.	2015-02-22T18:32:41.003Z	Escherichia virus PhaxI	Kuttervirus	Ackermannviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ViralProj181080
PHAGE-0324	GCF_000902495.1		Tong,Y., Huang,Y., Jiang,H., Wang,S., Fan,H., An,X., Mi,Z.	2015-02-22T18:33:13.073Z	Escherichia virus Ime09	Tequatrovirus	Myoviridae	dsDNA	RefSeq	China		Escherichia coli		2011-01		ViralProj181233
PHAGE-0325	GCF_000902615.1		Jeon,J., Kim,J.W., Yong,D., Lee,K., Chong,Y.	2015-02-22T18:33:28.873Z	Acinetobacter virus B1251	Vieuvirus	Siphoviridae	dsDNA	RefSeq	South Korea		Acinetobacter baumannii				ViralProj181989
PHAGE-0326	GCF_000902675.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:33:34.513Z	Enterobacteria phage HK225		Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183140
PHAGE-0327	GCF_000902695.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:33:36.583Z	Escherichia virus HK629	Lambdavirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183144
PHAGE-0328	GCF_000902715.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:33:42.240Z	Enterobacteria phage mEp460		Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183148
PHAGE-0329	GCF_000902735.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:33:42.210Z	Enterobacterial phage mEp213		Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183152
PHAGE-0330	GCF_000902775.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:33:52.363Z	Escherichia virus HK544	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183160
PHAGE-0331	GCF_000902875.1		Essoh,C., Blouin,Y., Loukou,G., Cablanmian,A., Lathro,S., Kutter,E., Thien,H.V., Vergnaud,G., Pourcel,C.	2015-02-22T18:34:00.040Z	Pseudomonas virus CAb1	Pakpunavirus	Myoviridae	dsDNA	RefSeq	Cote d'Ivoire:Abidjan		Pseudomonas aeruginosa				ViralProj184146
PHAGE-0332	GCF_000902935.1		Uchiyama,J., Takeuchi,H., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Daibata,M., Matsuzaki,S.	2015-02-22T18:34:10.693Z	Helicobacter virus KHP40	Schmidvirus	Podoviridae	dsDNA	RefSeq			Helicobacter pylori				ViralProj184159
PHAGE-0333	GCF_000902955.1		Uchiyama,J., Takeuchi,H., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Daibata,M., Matsuzaki,S.	2015-02-22T18:34:10.497Z	Helicobacter virus KHP30	Schmidvirus	Podoviridae	dsDNA	RefSeq			Helicobacter pylori				ViralProj184163
PHAGE-0334	GCF_000903115.1		Fan,H., An,X., Huang,Y., Zhang,Z., Mi,Z., Tong,Y.	2015-02-22T18:34:46.600Z	Escherichia virus IME11	Gamaleyavirus	Podoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj179425
PHAGE-0335	GCF_000903135.1		Huang,Y., Fan,H., Pei,G., Zhang,Z., An,X., Mi,Z., Shi,T., Tong,Y.	2015-02-22T18:34:55.083Z	Stenotrophomonas virus IME15	Teseptimavirus	Autographiviridae	dsDNA	RefSeq	China		Stenotrophomonas maltophilia		40913		ViralProj179429
PHAGE-0336	GCF_000903215.1		L'abee-Lund,T.M., Jorgensen,H.J., O'Sullivan,K., Bohlin,J., Ligard,G., Granum,P.E., Lindback,T., L'Abee-Lund,T.M.	2015-02-22T18:35:14.960Z	Escherichia phage TL-2011b	Uetakevirus	Podoviridae	dsDNA	RefSeq	Norway		Escherichia coli O103:H25 str. NIPH-11060424		2006		ViralProj181074
PHAGE-0337	GCF_000903315.1		Truncaite,L., Simoliunas,E., Zajanckauskaite,A., Kaliniene,L., Mankeviciute,R., Staniulis,J., Klausa,V., Meskys,R.	2015-02-22T18:35:26.863Z	Escherichia virus FV3	Vequintavirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj181219
PHAGE-0338	GCF_000903395.1		Tong,Y.G., Jiang,H., Huang,Y., Li,C., Mi,Z.Q., An,X.P.	2015-02-22T18:35:31.193Z	Enterobacteria phage IME10	Lederbergvirus	Podoviridae	dsDNA	RefSeq	China		Escherichia coli		40544		ViralProj181235
PHAGE-0339	GCF_000903415.1		Luo,C.H., Chiou,P.Y., Yang,C.Y., Lin,N.T., Luo,C.-H., Chiou,P.-Y., Tseng,Y.-H., Lin,N.-T.	2015-02-22T18:35:34.610Z	Helicobacter virus 1961P	Schmidvirus	Podoviridae	dsDNA	RefSeq			Helicobacter pylori				ViralProj181239
PHAGE-0340	GCF_000903555.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:36:00.573Z	Escherichia virus HK578	Dhillonvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183138
PHAGE-0341	GCF_000903575.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:35:55.827Z	Escherichia virus HK630	Lambdavirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183142
PHAGE-0342	GCF_000903595.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:35:59.063Z	Enterobacteria phage mEp235	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183146
PHAGE-0343	GCF_000903615.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:36:07.840Z	Escherichia virus mEpX2	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183150
PHAGE-0344	GCF_000903635.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:36:12.247Z	Enterobacterial phage mEp390		Siphoviridae	dsDNA	RefSeq	Mexico		Escherichia coli		1999		ViralProj183154
PHAGE-0345	GCF_000903655.1		Refardt,D., Gencoglu,M., Kunzli-Gontarczyk,M., Bruggmann,R., Kropinski,A.M.	2015-02-22T18:36:07.933Z	Escherichia virus HK106	Hendrixvirus	Siphoviridae	dsDNA	RefSeq	Hong Kong		Escherichia coli		1980		ViralProj183158
PHAGE-0346	GCF_000903675.1		Cui,Z., Song,Z., Wang,Y., Zeng,L., Shen,W., Wang,Z., Li,Q., He,P., Qin,J., Guo,X.	2015-02-22T18:36:15.130Z	Staphylococcus virus JD7	Kayvirus	Herelleviridae	dsDNA	RefSeq	China: Shanghai		Staphylococcus aureus				ViralProj183162
PHAGE-0347	GCF_000903795.1		Lu,S., Le,S., Tan,Y., Zhu,J., Li,M., Rao,X., Zou,L., Li,S., Wang,J., Jin,X., Huang,G., Zhang,L., Zhao,X., Hu,F.	2015-02-22T18:36:31.510Z	Pseudomonas virus PaP1	Pakpunavirus	Myoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa PA1				ViralProj184153
PHAGE-0348	GCF_000903815.1		Deghorain,M., Bobay,L.M., Smeesters,P.R., Bousbata,S., Vermeersch,M., Perez-Morga,D., Dreze,P.A., Rocha,E.P., Touchon,M., Van Melderen,L., Smeesters,P.	2015-02-22T18:36:30.017Z	Staphylococcus phage StB27		Siphoviridae	dsDNA	RefSeq			Staphylococcus hominis				ViralProj184157
PHAGE-0349	GCF_000903875.1		Lee,Y.-D., Park,J.-H.	2015-02-22T18:36:41.993Z	Cronobacter phage ENT47670		Siphoviridae	dsDNA	RefSeq			Cronobacter sakazakii				ViralProj184169
PHAGE-0350	GCF_000903995.1		Abbasifar,R., Kropinski,A.M., Sabour,P.M., Ackermann,H.W., Alanis Villa,A., Abbasifar,A., Griffiths,M.W.	2015-02-22T18:36:52.223Z	Cronobacter virus GAP227	Cronosvirus	Autographiviridae	dsDNA	RefSeq	Canada		Cronobacter sakazakii		2009		ViralProj185316
PHAGE-0351	GCF_000904075.1		Neve,H., Back,A., Rabe,B., Heller,K.J., Heller,K.	2015-02-22T18:36:58.330Z	Streptococcus phage TP-J34		Siphoviridae	dsDNA	RefSeq			Streptococcus thermophilus				ViralProj188154
PHAGE-0352	GCF_000904295.1		Hynes,A.P., Lang,A.S.	2015-02-22T18:37:24.420Z	Rhodobacter phage RcapNL		Siphoviridae	dsDNA	RefSeq			Rhodobacter capsulatus SB 1003				ViralProj192926
PHAGE-0353	GCF_000904855.1		Deghorain,M., Bobay,L.M., Smeesters,P.R., Bousbata,S., Vermeersch,M., Perez-Morga,D., Dreze,P.A., Rocha,E.P., Touchon,M., Van Melderen,L., Smeesters,P.	2015-02-22T18:38:23.937Z	Staphylococcus phage StB20		Siphoviridae	dsDNA	RefSeq			Staphylococcus capitis				ViralProj184156
PHAGE-0354	GCF_000904895.1		Fukuda,K., Ishida,W., Uchiyama,J., Rashel,M., Kato,S., Morita,T., Muraoka,A., Sumi,T., Matsuzaki,S., Daibata,M., Fukushima,A.	2015-02-22T18:38:31.270Z	Pseudomonas virus KPP12	Pbunavirus	Myoviridae	dsDNA	RefSeq	Japan:Kochi		Pseudomonas aeruginosa				ViralProj184164
PHAGE-0355	GCF_000904915.1		Lee,Y.D., Park,J.H., Lee,Y.-D., Park,J.-H.	2015-02-22T18:38:31.230Z	Cronobacter phage ENT39118		Siphoviridae	dsDNA	RefSeq			Cronobacter sakazakii				ViralProj184168
PHAGE-0356	GCF_000904995.1		Drulis-Kawa,Z., Maciaszczyk-Dziubinska,E., Villegas,A., Kropinski,A.M.	2015-02-22T18:38:31.370Z	Klebsiella virus KP27	Slopekvirus	Myoviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ViralProj185314
PHAGE-0357	GCF_000905575.1		Anany,H., Kropinski,A.M., Griffiths,M.W.	2015-02-22T18:39:02.117Z	Listeria virus AG20	Pecentumvirus	Herelleviridae	dsDNA	RefSeq	Canada: Guelph, Ontario		Listeria monocytogenes		2007		ViralProj195527
PHAGE-0358	GCF_000905755.1		Cui,Z., Shen,W., Wang,Z., Zhang,H., Me,R., Wang,Y., Zeng,L., Zhu,Y., Qin,J., He,P., Guo,X.	2015-02-22T18:39:13.703Z	Klebsiella virus JD001	Jedunavirus	Myoviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ViralProj188547
PHAGE-0359	GCF_000905915.2		Deghorain,M., Bobay,L.M., Smeesters,P.R., Bousbata,S., Vermeersch,M., Perez-Morga,D., Dreze,P.A., Rocha,E.P., Touchon,M., Van Melderen,L., Smeesters,P.	2015-10-21T01:04:20.267Z	Staphylococcus phage StB12		Siphoviridae	dsDNA	RefSeq			Staphylococcus hominis				ViralProj192927
PHAGE-0360	GCF_000906315.1		Sillankorva,S., Kropinski,A.M., Azeredo,J., Sillankorva,S.M.	2015-02-22T18:39:35.667Z	Pseudomonas virus PhiS1	Pifdecavirus	Autographiviridae	dsDNA	RefSeq	Canada		Pseudomonas fluorescens		1970		ViralProj197298
PHAGE-0361	GCF_000906475.1		Tsonos,J., Adriaenssens,E.M., Klumpp,J., Hernalsteens,J.P., Lavigne,R., De Greve,H., Hernalsteens,J.-P.	2015-02-22T18:39:41.317Z	Escherichia virus phAPEC8	Phapecoctavirus	Myoviridae	dsDNA	RefSeq	Belgium		Escherichia coli		2010		ViralProj185315
PHAGE-0362	GCF_000907055.1		Vandersteegen,K., Kropinski,A.M., Nash,J.H., Noben,J.P., Hermans,K., Lavigne,R., Nash,J.H.E., Ackermann,H.-W., Noben,J.-P.	2015-02-22T18:40:14.717Z	Staphylococcus virus Remus	Silviavirus	Herelleviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj195528
PHAGE-0363	GCF_000907095.1		Umene,K., Shiraishi,A.	2015-02-22T18:40:14.880Z	Bacillus phage PM1	Saundersvirus	Siphoviridae	dsDNA	RefSeq	Japan		Bacillus subtilis subsp. natto				ViralProj195536
PHAGE-0364	GCF_000907515.1		Huang,G., Le,S., Peng,Y., Zhao,Y., Yin,S., Zhang,L., Yao,X., Tan,Y., Li,M., Hu,F., Zhang,D., Lu,S.	2015-02-22T18:40:34.680Z	Acinetobacter virus Abp1	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ViralProj206470
PHAGE-0365	GCF_000907595.1		Kushkina,A.I., Tovkach,F.I., Comeau,A.M., Kostetskii,I.E., Lisovski,I., Ostapchuk,A.M., Voychuk,S.I., Gorb,T.I., Romaniuk,L.V., Lisovskiy,I., Gorb,T.Y., Romanyuk,L.V.	2015-02-22T18:40:34.717Z	Escherichia phage Lw1		Myoviridae	dsDNA	RefSeq			Escherichia coli BL21(DE3)		2009		ViralProj206486
PHAGE-0366	GCF_000907895.1		Jia,H., Bai,Q., Yang,Y., Yao,H., Zhang,W., Lu,C.	2015-02-22T18:40:49.127Z	Staphylococcus phage JS01	Biseptimavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj212710
PHAGE-0367	GCF_000908075.1		Ozaki,T., Kaneko,J.	2015-02-22T18:40:57.800Z	Bacillus virus NIT1	Nitunavirus	Herelleviridae	dsDNA	RefSeq			Bacillus subtilis				ViralProj213017
PHAGE-0368	GCF_000908135.1		Shin,H., Lee,J.-H., Chang,Y., Ryu,S.	2015-02-22T18:41:02.147Z	Staphylococcus phage SA13	Phietavirus	Siphoviridae	dsDNA	RefSeq			Staphylococcus aureus				ViralProj213078
PHAGE-0369	GCF_000908535.1		van der Mee-Marquet,N., Valentin,A.-S., Corvaglia,A.-R., Bertrand,X., Girard,M., Kluytmans,J., Donnio,P.-Y., Quentin,R., Schrenzel,J., Francois,P.	2015-02-22T18:41:32.637Z	Staphylococcus phage StauST398-3	Phietavirus	Siphoviridae	dsDNA	RefSeq	France		Staphylococcus aureus		40863		ViralProj206472
PHAGE-0370	GCF_000908555.1		Liu,P., Wu,T., Guo,S.	2015-02-22T18:41:34.093Z	Mycobacterium phage Chy5	Fromanvirus	Siphoviridae	dsDNA	RefSeq			Mycobacterium tuberculosis				ViralProj206476
PHAGE-0371	GCF_000908675.1		Zhang,J., Liu,X., Li,X.J., Jie,Z.	2015-02-22T18:41:40.790Z	Acinetobacter virus AB3	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ViralProj206500
