Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014982-AKE	S700016069-AKE	S700016160-AKE	S700016325-AKE	S700016366-AKE	S700016582-AKE	S700016637-AKE	S700016939-AKE	S700021866-AKE	S700021904-AKE	S700023003-AKE	S700023086-AKE	S700023220-AKE	S700023253-AKE	S700023410-AKE	S700023467-AKE	S700023521-AKE	S700023568-AKE	S700023778-AKE	S700023835-AKE	S700023892-AKE	S700023958-AKE	S700024015-AKE	S700024056-AKE	S700024119-AKE	S700024177-AKE	S700024223-AKE	S700024282-AKE	S700024330-AKE	S700024369-AKE	S700024423-AKE	S700024482-AKE	S700024531-AKE	S700024578-AKE	S700024627-AKE	S700024663-AKE	S700024723-AKE	S700024780-AKE	S700024817-AKE	S700024894-AKE	S700024938-AKE	S700024988-AKE	S700033008-AKE	S700033171-AKE	S700033465-AKE	S700033767-AKE	S700037064-AKE	S700037212-AKE	S700037460-AKE	S700037572-AKE	S700037724-AKE	S700038043-AKE	S700038239-AKE	S700038376-AKE	S700038462-AKE	S700038510-AKE	S700038558-AKE	S700038606-AKE	S700038714-AKE	S700038773-AKE	S700038990-AKE	S700095390-AKE	S700095447-AKE	S700097271-AKE	S700097331-AKE	S700097668-AKE	S700098307-AKE	S700098399-AKE	S700098972-AKE	S700099039-AKE	S700099099-AKE	S700099627-AKE	S700099783-AKE	S700100267-AKE	S700101675-AKE	S700102279-AKE	S700102625-AKE	S700102942-AKE	S700103317-AKE	S700103458-AKE	S700103597-AKE	S700103633-AKE	S700103684-AKE	S700105077-AKE	S700105136-AKE	S700105193-AKE	S700105250-AKE	S700105384-AKE	S700105429-AKE	S700105504-AKE	S700105602-AKE	S700105658-AKE	S700105697-AKE	S700105818-AKE	S700105868-AKE	S700105916-AKE	S700105948-AKE	S700106372-AKE	S700106424-AKE	S700106532-AKE	S700106591-AKE	S700106627-AKE	S700106675-AKE	S700106849-AKE	S700106888-AKE	S700106958-AKE	S700113083-AKE	S700113130-AKE	S700113515-AKE	S700113590-AKE	S700113628-AKE	S700113686-AKE	S700113830-AKE	S700113944-AKE	S700114029-AKE	S700114137-AKE	S700114201-AKE	S700114258-AKE	S700114399-AKE	S700114470-AKE	S700114529-AKE	S700114570-AKE	S700114627-AKE	S700114691-AKE	S700114739-AKE	S700114789-AKE	S700114846-AKE	S700114894-AKE	S700114951-AKE	S700114999-AKE	S700116229-AKE	S700116316-AKE	S700116370-AKE	S700116580-AKE	S700116631-AKE	S700116790-AKE	S700116850-AKE	S700117012-AKE	S700117672-AKE	S700117729-AKE	S700117840-AKE	S700117966-AKE	S700118450-AKE
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326	2606		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.019	0.0	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.369	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.353	0.016	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.016	0.368	0.0	0.0	0.0	0.0	0.096	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.934	0.0	0.0	0.0	0.0	0.0	0.396	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.018	0.029	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	2617		0.125	0.0	0.0	0.0	0.0	0.013	0.008	0.0	0.0	0.0	0.0	0.019	0.0	0.237	0.0	0.0	0.232	0.015	0.0	0.024	0.0	0.0	0.0	0.0	0.385	0.0	0.119	0.483	0.079	0.133	0.0	0.02	0.217	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.034	0.0	0.073	0.0	0.026	0.146	0.0	0.419	0.026	0.038	0.335	0.0	0.01	0.024	0.184	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.148	0.022	0.0	0.0	0.0	0.043	0.388	0.016	0.04	0.0	0.012	0.0	0.251	0.036	0.031	0.143	0.0	1.358	0.0	0.0	0.01	0.22	0.083	0.0	0.0	0.031	0.091	0.0	0.155	0.0	0.0	0.0	0.298	0.047	0.079	0.0	0.009	0.014	0.16	0.045	0.027	0.012	0.0	0.0	0.0	0.0	0.595	0.0	0.0	0.0	0.017	0.095	0.0	0.074	0.05	0.0	0.0	0.0	0.0	0.0	0.036	0.827	0.0	0.016	0.111	0.074	0.0	0.009
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	2605		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.015	0.0	0.071	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.007	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.016	0.0	0.0	0.0	0.0	0.042	0.012	0.0	0.239	0.0	0.012	0.0	0.0	0.0	0.398	0.007	0.0	0.0	0.015	0.0	0.141	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.052	0.0	0.11	0.02	0.025	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.016	0.009	0.015	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329	2609		0.073	0.209	1.961	0.0	0.0	0.026	0.0	0.0	0.0	0.012	0.0	0.107	0.019	0.498	0.0	0.0	1.439	0.029	0.124	0.096	0.0	1.142	0.316	0.048	0.196	0.978	0.297	0.079	0.0	1.327	0.1	0.429	3.489	0.027	15.214	1.69	0.015	0.0	0.147	0.0	0.023	0.453	0.0	0.0	1.994	0.0	0.073	0.032	0.064	0.106	2.771	2.21	0.0	0.019	0.082	2.489	0.0	0.544	0.575	0.0	0.107	0.0	0.0	0.024	0.0	0.0	0.023	0.0	0.0	0.0	0.528	0.043	0.0	0.0	0.114	0.164	0.131	0.044	0.151	0.057	0.654	0.87	0.016	0.0	0.0	0.023	0.0	0.109	0.047	0.141	1.052	0.0	1.787	0.0	0.071	0.0	1.525	2.155	0.0	0.025	0.557	0.0	0.156	0.09	0.008	0.0	0.0	1.84	0.172	2.429	0.04	1.647	0.249	0.5	0.0	0.53	3.537	0.079	0.0	0.017	0.0	0.076	0.72	0.009	0.013	0.302	0.032	0.139	0.049	0.1	0.0	0.009	0.973	0.016	0.0	0.0	0.108	0.01	0.269	0.738	0.015	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700	2885		0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.617	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.016	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.016	0.0	0.0	0.0	0.0	0.0	1.388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.016	0.0	0.044	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-323	species	323	2603		0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.016	0.0	0.0	0.0	0.04	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.0	0.0	0.0	0.0	0.015	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-380	species	380	2658		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.489	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-902	species	902	3048		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.013	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.012	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373	0.0	0.0	0.0	0.037	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775	2937		0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	1.682	0.0	0.013	0.01	0.0	0.023	0.24	0.026	0.071	0.014	0.0	1.101	0.0	0.356	0.0	0.0	0.472	0.0	0.026	0.024	0.381	0.0	0.0	0.121	0.128	0.0	0.0	0.059	0.712	0.0	0.0	0.162	0.0	0.0	0.032	0.0	0.537	0.0	2.088	0.09	0.038	0.793	0.0	0.0	0.024	0.064	0.0	0.0	0.0	0.036	0.072	0.0	0.009	0.0	0.0	0.0	0.02	0.088	0.096	0.0	0.02	0.0	0.0	0.0	0.022	0.069	0.046	0.0	0.017	0.065	0.201	0.0	0.012	0.025	0.025	0.0	0.0	0.335	0.051	1.478	0.0	0.0	0.0	1.168	0.243	0.131	0.063	0.0	0.018	0.023	0.745	0.0	0.0	0.0	0.816	0.0	3.747	0.0	0.07	0.221	0.0	0.135	0.027	0.0	0.663	0.0	0.153	0.0	0.168	0.0	0.035	0.065	0.0	0.0	0.02	0.025	0.0	0.0	0.0	0.0	0.016	0.0	0.073	3.4	0.01	0.0	0.129	0.007	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;normanense	species	422	2682		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.0	0.0	0.015	0.0	0.047	0.022	0.02	0.0	0.0	0.0	0.0	0.005	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.013	0.0	0.0	0.62	0.026	0.124	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.016	0.568	0.016	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.009	0.022	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;sp. HMT-206	species	206	2489		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.261	0.158	0.0	0.006	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.1	0.0	0.083	0.0	0.0	0.0	0.028	0.0	0.0	0.318	0.0	0.256	0.024	0.0	0.0	0.0	0.0	0.027	1.93	0.057	0.0	0.0	0.0	0.0	0.169	0.0	0.0	0.142	0.0	0.0	0.0	6.638	0.0	0.0	0.0	0.0	0.0	0.0	0.296	0.799	0.0	0.0	0.0	0.0	1.465	7.685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.246	0.025	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.055	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.107	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.294	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	2.411	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp. HMT-322	species	322	2602		1.023	0.746	0.434	0.0	0.676	0.995	0.046	0.091	0.064	0.28	0.605	1.624	0.207	1.046	0.0	0.013	0.686	0.351	0.96	0.36	0.064	2.034	2.552	0.278	0.468	0.185	0.19	0.741	0.257	2.434	0.402	2.402	2.611	2.46	0.955	0.831	2.2	0.257	0.646	0.167	1.275	0.599	0.526	0.028	1.233	0.383	0.147	0.161	5.241	0.504	1.19	1.863	0.413	0.267	1.196	1.139	0.343	2.815	0.461	0.0	0.828	0.028	2.211	0.722	1.504	0.132	0.023	1.706	0.03	0.139	1.861	1.945	0.603	0.039	0.342	0.525	0.766	0.708	0.096	0.092	1.548	2.464	0.213	1.324	0.014	1.306	0.827	1.82	1.151	1.047	2.008	0.038	0.882	0.0	0.531	0.644	0.22	1.172	1.152	0.504	0.387	0.402	0.351	0.622	0.457	0.108	0.0	3.344	0.016	1.238	0.24	0.464	0.028	0.46	0.54	0.204	1.195	0.528	0.719	0.187	1.26	0.488	0.349	1.735	0.533	2.382	0.0	0.696	1.48	0.309	0.055	0.205	2.567	1.728	0.039	0.0	1.275	0.157	0.143	2.388	0.412	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae [G1];bacterium HMT-931	species	931	3074		0.0	0.015	0.039	0.0	0.144	0.0	0.152	0.065	0.64	0.0	0.0	0.0	0.0	0.025	0.0	0.433	0.541	0.0	0.068	0.528	0.258	0.0	0.0	0.0	0.588	0.648	0.012	0.0	0.0	0.0	0.0	0.0	0.205	0.111	0.0	0.146	0.648	0.299	0.015	0.3	0.0	0.0	1.878	0.47	0.168	0.531	0.0	0.016	0.064	0.447	0.125	0.0	0.0	0.229	0.0	0.0	0.01	0.118	0.0	0.0	0.0	0.534	0.0	0.06	0.203	0.0	0.068	1.869	0.35	0.179	0.0	0.0	0.0	0.513	0.0	0.066	0.033	0.011	0.027	0.069	0.0	0.0	0.834	0.0	0.213	0.012	0.0	5.411	0.0	0.0	0.0	0.051	0.298	0.288	0.089	0.447	0.0	0.014	0.0	0.0	0.0	0.046	0.0	0.049	0.0	0.024	0.0	0.0	0.0	0.699	0.0	0.0	0.456	0.0	0.034	0.0	0.024	0.034	0.0	0.0	0.0	0.229	0.284	0.026	0.598	0.0	0.0	0.08	0.0	0.0	0.173	0.161	0.0	0.0	0.0	0.045	0.224	0.0	0.016	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans	species	626	2832		0.678	0.574	1.671	1.703	8.51	3.823	7.959	4.486	9.131	22.214	6.245	5.823	9.765	2.217	2.28	8.681	1.855	13.283	10.341	14.536	6.339	0.036	9.713	20.51	5.732	4.892	2.029	2.144	2.673	5.265	9.516	4.976	1.396	0.435	9.02	0.801	1.642	2.852	0.984	6.908	0.737	4.077	3.179	3.645	4.777	12.346	0.049	9.33	3.216	6.509	8.344	0.92	7.321	8.041	2.598	7.642	7.304	10.856	6.27	0.158	16.753	3.68	0.144	7.69	1.077	2.346	5.925	3.9	1.4	2.78	3.576	2.448	2.534	1.144	0.137	5.911	8.176	2.576	2.401	11.16	7.895	4.868	7.145	13.819	4.28	3.202	10.057	0.184	2.302	13.949	5.547	6.344	7.614	3.476	9.228	5.299	7.198	3.483	0.432	1.563	4.578	0.292	10.347	8.617	4.096	22.32	3.97	2.929	0.47	4.08	1.66	8.742	5.661	3.981	1.53	0.34	2.073	6.145	4.843	6.365	0.081	3.545	14.529	10.933	6.349	2.167	6.056	2.585	8.122	5.895	1.717	7.386	0.455	1.791	0.216	0.846	1.213	1.604	3.044	5.624	13.208	9.376	2.724
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;morbillorum	species	046	2336		0.031	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.174	0.0	0.0	0.01	0.073	0.0	0.0	0.0	0.0	0.041	0.0	0.173	0.0	0.059	0.034	0.0	0.605	0.0	0.007	0.048	0.005	0.0	0.0	0.03	0.0	0.0	0.033	0.0	0.146	0.0	0.014	0.013	0.07	0.0	0.161	0.026	0.065	0.0	0.309	0.0	0.038	0.0	0.0	0.029	0.047	0.667	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.034	0.0	0.19	0.033	0.013	0.0	0.0	0.0	0.0	0.024	0.0	0.207	0.102	0.715	0.048	0.0	0.01	0.0	0.018	0.0	0.013	0.0	0.0	0.023	0.041	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.272	0.012	0.0	0.0	0.0	0.0	0.282	0.0	0.052	0.0	0.026	0.0	0.0	0.288	0.01	0.0	0.0	0.0	0.0	0.0	0.218	0.077	0.084	0.079	0.065	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;sanguinis	species	757	2928		0.01	0.0	0.0	0.014	0.0	0.0	0.008	0.0	0.128	0.012	0.0	0.031	0.0	0.087	0.0	0.0	0.0	0.059	0.0	0.024	0.026	0.0	0.11	0.0	0.551	0.159	0.083	0.0	0.099	0.044	0.0	0.04	0.012	0.016	0.0	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.05	0.0	0.067	0.023	0.0	0.016	0.154	0.13	0.235	0.011	0.09	0.133	0.444	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.126	0.12	0.0	0.0	0.0	0.0	0.0	0.238	0.059	0.021	0.0	0.02	0.137	0.197	0.0	0.011	0.069	0.023	0.0	0.0	0.033	0.401	0.142	0.058	0.025	0.0	0.0	0.016	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.155	0.84	0.031	0.033	0.0	0.0	0.025	0.013	0.0	0.064	0.04	0.035	0.0	0.02	0.056	0.163	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.017	0.013	0.112	0.0	0.02	0.008	0.289	0.0	0.062	0.0	0.016	0.0	0.018	0.008	0.0	0.0	0.12	0.081	0.0	0.183
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;defectiva	species	389	2664		0.0	0.0	0.0	0.0	0.015	0.0	0.023	0.0	0.0	0.0	0.0	1.53	0.019	0.012	0.0	0.079	0.0	0.073	0.0	0.0	0.438	0.0	1.468	0.036	0.075	0.0	0.059	0.0	0.0	3.038	0.0	0.086	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.028	0.0	0.007	0.601	0.147	0.819	0.051	0.228	0.0	0.975	0.258	0.0	0.417	0.0	0.01	0.426	1.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.01	0.0	0.0	0.053	0.0	0.02	0.0	0.181	0.022	0.0	2.469	0.252	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.062	0.0	0.14	0.048	0.0	0.159	0.01	0.0	0.627	0.118	0.013	0.0	0.0	0.031	5.761	0.004	0.024	0.0	0.168	0.0	0.064	0.0	0.018	0.097	0.26	2.958	0.095	0.0	0.258	0.103	0.153	0.0	0.13	0.0	0.0	0.13	0.009	0.0	0.0	0.263	0.02	0.008	0.036	0.0	0.063	0.0	0.082	0.0	0.0	0.048	0.101	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;adiacens	species	534	2756		0.397	0.194	0.0	0.047	0.114	0.013	0.015	0.052	0.04	0.061	0.0	0.126	0.151	0.137	0.036	0.0	0.01	0.044	1.084	0.144	0.129	0.178	1.413	0.169	0.437	0.026	1.341	0.011	0.178	0.206	0.022	0.053	0.048	0.06	0.0	0.029	0.075	0.086	0.0	0.167	0.035	0.049	0.177	0.014	0.04	0.055	1.884	0.161	0.103	0.179	0.188	0.408	1.278	0.267	0.205	0.0	0.162	0.071	0.085	0.0	0.067	0.028	0.072	0.084	0.041	0.589	0.0	0.0	0.03	0.755	0.044	0.021	0.0	0.079	0.274	0.525	0.099	0.077	0.178	0.023	0.284	0.827	0.065	1.364	0.071	1.167	0.086	0.042	0.083	0.297	0.175	0.178	0.405	0.0	0.0	0.156	0.206	0.383	0.262	0.05	0.418	5.472	0.023	0.466	0.012	0.156	0.19	1.335	0.016	0.079	0.3	0.131	0.124	0.14	0.304	0.149	0.244	0.09	0.013	0.747	0.022	0.107	0.087	0.061	0.104	0.095	0.836	0.02	0.082	0.149	0.024	0.214	0.0	0.314	0.02	1.037	0.008	0.063	0.143	1.484	0.169	0.019	0.078
Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans	species	596	2807		9.81	0.127	2.868	0.007	15.616	7.083	10.328	3.004	0.472	0.0	0.0	1.857	0.019	0.0	0.0	1.221	5.496	7.49	8.038	1.247	5.385	0.0	2.854	0.181	2.858	0.37	0.131	0.011	0.04	0.015	5.667	0.845	5.582	0.454	1.95	0.0	0.542	0.998	1.777	5.74	4.681	0.631	1.174	4.215	0.451	0.679	0.0	11.049	0.167	5.215	0.031	0.011	0.465	0.095	0.15	1.177	1.619	1.325	0.716	0.0	0.561	4.916	0.018	2.732	3.314	0.0	1.645	0.135	6.158	1.052	0.059	0.0	0.03	0.079	0.023	0.279	7.257	2.267	0.11	3.877	0.404	0.75	3.842	1.317	1.65	0.0	1.283	0.0	0.0	5.514	0.016	5.482	0.0	0.456	0.248	0.156	0.247	4.673	4.463	0.504	1.64	0.0	4.037	2.021	7.607	1.427	0.0	0.078	0.0	1.556	0.0	0.403	2.306	0.0	0.034	0.0	2.964	1.056	9.751	3.87	0.0	0.122	6.501	0.959	3.994	4.489	0.063	5.607	11.352	0.169	4.141	5.084	0.0	2.859	0.0	0.0	0.054	1.929	5.612	0.24	0.176	0.0	0.026
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;anginosus	species	543	2765		0.021	0.03	0.0	0.02	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.031	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.628	0.0	0.0	0.111	0.0	0.015	0.0	0.0
