Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015003-LAF	S700015295-LAF	S700015971-LAF	S700016092-LAF	S700016174-LAF	S700016229-LAF	S700016658-LAF	S700021830-LAF	S700023013-LAF	S700023108-LAF	S700023273-LAF	S700023426-LAF	S700023483-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023660-LAF	S700023794-LAF	S700023851-LAF	S700023908-LAF	S700023942-LAF	S700023993-LAF	S700024260-LAF	S700024312-LAF	S700024431-LAF	S700024515-LAF	S700024560-LAF	S700024609-LAF	S700024705-LAF	S700024835-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032119-LAF	S700033029-LAF	S700033185-LAF	S700033713-LAF	S700033781-LAF	S700034688-LAF	S700034889-LAF	S700037022-LAF	S700037048-LAF	S700037116-LAF	S700037169-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037554-LAF	S700037706-LAF	S700037783-LAF	S700037840-LAF	S700037874-LAF	S700037922-LAF	S700038027-LAF	S700038152-LAF	S700038360-LAF	S700038408-LAF	S700038478-LAF	S700038526-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038896-LAF	S700038944-LAF	S700038972-LAF	S700095267-LAF	S700095404-LAF	S700095461-LAF	S700097285-LAF	S700097345-LAF	S700097682-LAF	S700098413-LAF	S700098593-LAF	S700098986-LAF	S700099053-LAF	S700099113-LAF	S700099797-LAF	S700099854-LAF	S700100073-LAF	S700100281-LAF	S700101185-LAF	S700101398-LAF	S700101632-LAF	S700101689-LAF	S700102293-LAF	S700102407-LAF	S700102639-LAF	S700102956-LAF	S700103267-LAF	S700103647-LAF	S700105007-LAF	S700105169-LAF	S700105898-LAF	S700106320-LAF	S700106510-LAF	S700106567-LAF	S700106689-LAF	S700106717-LAF	S700106924-LAF	S700106972-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113741-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114345-LAF	S700114413-LAF	S700114511-LAF	S700114584-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116281-LAF	S700116384-LAF	S700116804-LAF	S700117220-LAF	S700117631-LAF	S700117688-LAF	S700117854-LAF	S700118464-LAF	S700122398-LAF	S700161500-LAF	S700161624-LAF	S700161730-LAF	S700161844-LAF	S700163547-LAF	S700163654-LAF	S700163760-LAF	S700164076-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164544-LAF	S700164761-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165193-LAF	S700165402-LAF	S700165660-LAF	S700165708-LAF	S700165804-LAF	S700165901-LAF	S700171108-LAF	S700171141-LAF	S700171416-LAF	S700171519-LAF	S700171567-LAF	S700171620-LAF	S700171722-LAF	S700171922-LAF	S700172056-LAF	S700172647-LAF	S700173018-LAF	S700173066-LAF	S700173315-LAF	S700173476-LAF	S700173622-LAF	S700173826-LAF
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;nanceiensis	species	299	2579		0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.065	0.108	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.038	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.053	0.0	0.148	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.806	0.787	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.101	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693	2882		1.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.725	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714	2895		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.015	0.012	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	3.282	0.0	6.942	0.918	0.0	0.0	0.0	0.0	0.0	0.897	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.213	0.131	0.0	0.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.479	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	2617		0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.136	0.0	0.0	0.0	1.771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.434	1.761	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329	2609		0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.075	0.0	0.131	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.439	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	1.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700	2885		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sputigena	species	775	2937		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.044	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.015	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.009	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.191	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.169	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.024	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.384	0.0	0.0	0.36	0.0	0.09	0.0	0.012	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;normanense	species	422	2682		0.0	0.0	0.589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.202	0.0	0.0	0.0	1.779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.098	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.16	0.979	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.421	0.95	0.0	0.128	0.0	2.45	0.0	0.053	0.436	0.0	0.017	1.19	0.0	0.0	0.0	0.0	0.0	0.224	0.145	0.0	3.906	0.0	0.0	0.799	0.0	0.03	0.0	0.025	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium;sp. HMT-206	species	206	2489		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.996	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus;anthracis	species	824	2973	Reads equidistant to HMT-297 and HMT-824 were assigned to each taxon in proportion to the abundance of HMT-297 and HMT-824 individually at this body site (LAF).	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.015	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.02	0.0	0.025	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.273	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.001	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;haemolysans	species	626	2832		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	0.0	0.0	2.423	3.235	0.0	2.126	0.0	0.707	0.998	0.0	0.0	0.0	0.063	0.318	2.527	0.0	0.0	0.054	3.398	0.711	0.228	0.0	0.0	0.0	2.694	0.009	0.0	0.0	0.547	0.0	0.122	0.131	0.0	0.0	0.596	0.565	1.005	0.033	0.472	0.238	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.453	0.885	0.258	0.224	0.228	0.535	0.0	2.02	0.014	0.0	0.0	0.223	0.849	0.442	1.121	3.999	0.622	0.0	0.511	0.687	1.289	0.0	0.037	0.0	0.0	0.0	1.391	0.0	0.0	1.103	0.0	0.0	0.0	1.151	0.0	0.0	0.0	0.012	1.644	0.0	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.803	0.0	0.0	1.183	0.0	0.0	0.064	0.0	0.0	0.0	0.428	0.0	0.02	0.107	0.155	0.372	0.0	0.825	0.0	0.0	0.0	0.077	0.061	0.73	0.086	0.0	0.0	0.0	0.132	0.171	0.269	0.237	0.072	0.04	2.441	0.162	0.541	0.0	0.0	1.67	0.0	0.244	0.0	0.224	0.0	0.0	0.542	1.097	0.0	0.0	0.183	0.09	0.096	0.0	0.22	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae;Gemella;sanguinis	species	757	2928		0.0	0.0	0.207	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.458	0.0	0.091	0.0	0.0	0.0	0.038	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.753	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.085	0.175	0.046	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.044	0.014	0.0	0.0	0.203	0.091	0.107	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.037	0.0	1.127	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.0	0.0	1.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.19	0.0	0.034	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.154	0.0	0.0	0.0	0.0	0.04	0.0	0.43	0.0	1.058	0.0	0.049	0.0	0.0	0.0	0.0	0.294	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Listeriaceae;Brochothrix;thermosphacta	species	241	2523		0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.273	0.0	0.0	3.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;aureus	species	550	2770	Reads equidistant to HMT-550 and HMT-601 were assigned to each taxon in proportion to the abundance of HMT-550 and HMT-601 individually at this body site (LAF).;Some of the reads equidistant from these taxa (216-550-591) are included in HMT-550 because they are too close to differentiate at this site (LAF).	0.045	0.0	0.0	0.0	0.0	1.247	0.009	0.0	0.0	0.0	3.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.523	0.0	0.0	0.346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.008	0.0	0.0	0.453	0.1	0.678	0.0	0.02	0.0	5.695	0.007	0.0	0.0	0.001	0.018	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.032	0.001	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.262	0.013	0.0	0.0	0.067	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;capitis	species	116	2405	Reads equidistant to HMT-116 and HMT-567 were assigned to each taxon in proportion to the abundance of HMT-116 and HMT-567 individually at this body site (LAF).	0.325	0.145	0.668	0.0	0.327	0.0	0.233	0.0	9.15	0.68	0.0	0.0	3.77	0.224	0.132	0.0	0.0	0.0	0.0	0.084	4.648	0.0	0.0	0.777	0.784	1.438	35.865	0.0	0.0	1.63	0.674	2.523	2.736	0.128	0.0	14.766	0.402	0.023	0.862	0.647	0.0	0.39	0.0	6.302	18.12	0.343	34.353	15.694	28.785	1.62	2.916	4.158	1.375	0.748	3.779	1.246	0.087	0.105	1.032	0.0	0.153	0.868	0.201	0.0	0.0	1.278	0.0	0.869	0.178	0.87	0.429	0.117	0.726	47.017	1.558	6.406	0.042	0.988	5.288	0.103	0.844	39.064	0.0	9.228	0.325	0.913	3.045	0.107	0.884	5.43	3.49	0.0	0.0	0.472	0.0	0.0	7.497	0.0	33.909	0.0	56.145	0.993	2.397	0.0	0.0	0.0	1.174	12.022	3.91	0.0	0.702	3.287	0.0	0.0	0.082	7.858	0.0	0.0	0.0	18.581	0.238	1.326	0.537	0.0	8.77	1.664	2.234	4.505	1.014	0.773	0.04	0.294	0.689	6.787	0.0	0.0	0.426	0.364	1.82	1.363	0.73	0.88	5.172	3.374	0.105	0.484	0.0	2.775	2.892	0.211	0.739	1.264	1.395	23.623	0.471	0.231	0.023	0.0	0.982	0.561	35.01	6.406	0.562	0.0	1.855	7.312	0.0	0.0	21.58	5.875	0.0	24.658	5.794	2.082
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;caprae	species	567	2784	Reads equidistant to HMT-116 and HMT-567 were assigned to each taxon in proportion to the abundance of HMT-116 and HMT-567 individually at this body site (LAF).	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.354	0.0	0.0	0.002	0.001	0.009	0.026	0.001	0.0	0.148	0.003	0.0	0.001	0.0	0.0	0.003	0.0	0.001	0.106	0.003	0.34	0.164	0.286	0.016	0.0	0.022	0.0	0.001	0.04	0.006	0.001	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.565	0.012	0.0	0.002	0.0	0.008	0.022	0.0	0.002	0.63	0.003	0.037	0.0	0.0	0.078	0.0	0.004	0.501	0.0	0.041	0.0	0.005	0.023	0.001	0.001	0.046	0.014	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.324	0.0	0.562	0.003	0.021	0.0	0.0	0.0	0.0	0.145	0.001	0.0	0.002	0.033	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.194	0.002	0.0	0.003	0.0	0.001	0.0	0.01	0.004	0.001	0.0	0.0	0.003	0.0	0.011	0.0	0.0	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.005	0.0	0.001	0.0	0.007	0.067	0.0	0.0	0.004	0.0	0.263	0.0	0.0	0.0	0.0	0.002	0.001	0.414	0.002	0.0	0.0	0.041	0.004	0.0	0.0	0.398	0.117	0.0	0.271	0.089	0.002
