Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015295-LAF	S700015908-LAF	S700016092-LAF	S700016174-LAF	S700016339-LAF	S700016658-LAF	S700016758-LAF	S700023273-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023794-LAF	S700023851-LAF	S700024260-LAF	S700024312-LAF	S700024515-LAF	S700024609-LAF	S700024705-LAF	S700024758-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032276-LAF	S700032370-LAF	S700032462-LAF	S700032976-LAF	S700033185-LAF	S700033250-LAF	S700033609-LAF	S700033781-LAF	S700034075-LAF	S700034132-LAF	S700034220-LAF	S700035208-LAF	S700035629-LAF	S700037022-LAF	S700037048-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037840-LAF	S700037922-LAF	S700038027-LAF	S700038098-LAF	S700038152-LAF	S700038360-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038972-LAF	S700095404-LAF	S700095461-LAF	S700095518-LAF	S700095575-LAF	S700095701-LAF	S700095768-LAF	S700095882-LAF	S700097228-LAF	S700097742-LAF	S700099053-LAF	S700099339-LAF	S700099940-LAF	S700100591-LAF	S700100651-LAF	S700101127-LAF	S700101185-LAF	S700101566-LAF	S700101948-LAF	S700102293-LAF	S700102464-LAF	S700102639-LAF	S700102899-LAF	S700103581-LAF	S700103647-LAF	S700105802-LAF	S700105898-LAF	S700106689-LAF	S700106924-LAF	S700107429-LAF	S700107540-LAF	S700107597-LAF	S700107810-LAF	S700108149-LAF	S700108272-LAF	S700108947-LAF	S700109224-LAF	S700109557-LAF	S700109675-LAF	S700109975-LAF	S700110800-LAF	S700111210-LAF	S700111799-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113795-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114413-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116384-LAF	S700116953-LAF	S700117631-LAF	S700117854-LAF	S700118464-LAF	S700119216-LAF	S700119616-LAF	S700119790-LAF	S700120091-LAF	S700122398-LAF	S700163705-LAF	S700163760-LAF	S700163914-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164761-LAF	S700164818-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165402-LAF	S700171060-LAF	S700171519-LAF	S700171567-LAF	S700171828-LAF	S700172056-LAF	S700173066-LAF	S700173476-LAF
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;dentium	species	588	2801		0.0	0.0	4.698	0.142	2.549	0.006	0.0	0.0	0.0	0.0	0.035	0.736	0.0	0.0	3.276	0.351	0.0	0.073	0.0	0.175	0.0	0.0	0.0	0.0	0.536	0.036	2.151	0.024	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.0	0.559	0.562	0.0	0.0	0.0	0.0	0.042	0.056	0.193	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.018	0.0	0.0	0.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.993	0.11	0.0	0.0	0.836	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.245	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;accolens	species	019	2310		0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.312	0.0	0.0	0.0	1.883	0.532	0.088	0.0	0.0	0.804	0.0	0.0	0.0	0.849	0.009	0.598	0.0	0.06	0.0	0.0	0.372	0.177	2.697	0.375	0.0	0.0	0.047	0.0	0.0	0.222	0.0	0.23	0.195	0.198	0.0	0.0	0.316	1.206	0.0	0.364	0.0	0.782	0.0	0.0	0.06	0.0	0.0	0.083	0.0	0.108	0.0	0.0	0.099	0.359	0.0	0.618	0.287	0.048	0.0	0.405	0.0	1.618	0.0	0.0	0.101	2.206	0.243	0.091	0.0	0.186	0.56	0.121	0.077	0.231	0.474	0.416	0.0	0.0	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.371	2.41	0.0	0.073	0.099	0.589	0.0	0.551	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.039	1.169	0.338	0.354	0.0	0.008	0.288	0.045	0.0	0.233	0.3	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;afermentans	species	030	2321	Because HMT-835 is not present individually, all equidistant reads were assigned to HMT-030 at this body site (LAF).	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.0	0.0	0.666	0.0	0.743	0.0	6.552	0.0	0.0	0.0	0.828	1.664	1.454	0.035	0.101	0.0	0.268	0.641	0.0	5.904	0.039	0.0	5.435	0.353	0.208	0.081	0.976	21.381	0.55	1.382	0.0	0.729	0.151	0.047	0.0	0.501	0.189	0.451	0.0	2.114	0.346	0.868	0.62	0.0	0.108	1.601	0.51	0.959	0.06	0.085	0.601	0.045	1.234	0.84	4.564	0.075	1.187	0.043	0.131	0.074	0.08	0.0	0.116	0.459	0.145	0.258	0.018	0.0	15.128	0.915	5.72	0.0	0.322	3.034	0.545	0.132	0.372	0.894	4.537	0.128	1.259	0.1	4.364	1.035	0.0	0.512	0.0	0.0	0.0	0.0	0.0	0.102	0.106	3.226	0.357	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	47.77	0.89	1.533	0.0	0.189	1.48	0.0	0.0	1.046	0.0	0.259	0.0	0.0	0.265	0.0	0.0	0.146	1.576	0.141	0.566	2.585	0.0	0.567	0.384	0.015	12.377	0.181	0.0	0.0	0.2	1.238
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;amycolatum	species	031	2322		0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.584	0.0	0.22	0.0	0.832	0.213	0.0	0.0	0.21	0.0	1.104	0.0	0.0	2.778	0.0	0.0	0.231	0.0	0.0	0.781	5.438	0.035	0.0	0.0	0.625	0.113	0.0	0.0	0.042	1.223	0.064	0.281	0.065	0.0	0.0	0.737	2.254	0.0	0.974	0.583	1.378	0.0	0.0	3.219	0.06	0.147	0.0	3.9	0.0	0.0	0.0	0.0	0.16	0.0	0.033	1.119	0.431	0.218	0.0	0.018	0.0	0.0	0.114	0.691	0.05	0.506	0.121	0.091	0.265	1.116	0.129	0.726	0.179	0.385	0.15	2.494	0.049	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.772	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.548	0.0	0.073	0.345	0.0	0.0	0.551	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.073	0.654	1.056	7.049	0.0	0.338	0.106	0.768	0.0	0.096	0.136	0.0	0.0	0.25	0.464
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;appendicis	species	033	2324		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.351	0.0	0.0	0.0	1.006	0.0	0.0	0.0	0.0	0.569	1.844	0.071	0.135	0.0	0.0	0.499	0.0	2.329	0.0	0.0	1.878	0.0	0.0	0.0	3.84	0.025	0.941	0.0	0.0	0.0	0.49	0.047	0.133	0.021	0.2	1.031	0.0	0.553	0.0	0.0	1.939	0.0	0.0	0.244	0.0	0.419	0.842	0.0	0.386	0.06	0.235	0.0	1.909	0.0	1.546	0.043	0.0	0.025	0.0	0.0	0.27	0.488	0.0	0.0	0.37	0.0	1.332	0.0	0.883	0.05	3.171	0.121	0.182	0.044	0.977	0.194	0.181	0.231	0.154	0.0	0.052	0.0	0.109	0.329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.445	0.548	0.0	0.16	0.0	0.0	0.0	0.661	0.0	0.13	0.0	0.0	0.796	0.147	0.0	0.218	0.961	0.0	0.193	0.0	0.0	0.673	0.055	0.0	4.254	0.068	0.0	0.033	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;durum	species	595	2806		0.0	1.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.461	0.0	0.0	0.0	0.0	0.0	1.967	0.0	0.0	0.159	0.0	0.14	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.238	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.038	0.0	0.0	0.334	0.0	0.0	0.307	0.065	0.049	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.496	0.764	0.0	0.332	0.176	0.827	0.341	0.065	0.025	0.0	0.0	0.0	0.0	0.073	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.309	0.326	0.248	0.121	0.051	0.668	0.025	0.0	0.197	0.182	1.792	10.19	0.0	0.0	0.0	0.0	0.874	6.827	0.0	0.0	0.0	0.112	0.0	0.0	0.09	0.0	0.096	0.027	0.0	6.342	2.696	0.0	0.0	0.0	0.039	0.058	0.247	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.07	0.026	0.185	0.845	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.464
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;gottingense	species	207	2490		0.0	0.632	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.0	0.467	0.0	0.416	0.0	1.664	0.177	0.124	0.135	0.0	0.0	1.247	0.0	4.775	1.466	0.0	4.326	0.952	0.0	0.163	1.171	0.0	0.337	0.0	0.0	0.625	0.038	0.0	0.199	0.188	0.445	1.869	0.0	2.569	0.247	0.0	0.0	0.0	0.0	0.939	0.0	5.213	0.842	0.0	0.043	0.0	0.411	3.219	0.0	0.0	0.0	0.128	0.065	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.176	0.0	0.0	0.0	0.614	0.202	3.998	0.243	0.364	0.044	2.465	1.067	0.0	1.256	4.471	0.0	0.156	0.0	0.0	0.366	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.055	0.0	0.0	0.924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.11	0.077	0.204	0.0	0.196	0.0	0.0	0.176	0.389	0.0	0.0	1.858	2.507	0.0	0.291	0.73	0.07	0.0	0.0	0.0	2.62	0.165	0.0	4.807	0.023	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;kroppenstedtii	species	049	2339		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.482	26.596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.034	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.904	0.035	0.0	0.0	0.0	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	2.981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.643	0.0	0.0	0.22	0.0	0.0	0.665	0.0	0.154	1.871	0.0	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.552	0.446	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.035	0.0	1.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	20.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;matruchotii	species	666	2862		0.0	0.843	0.0	0.0	0.0	0.053	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.445	0.0	0.141	0.0	0.0	3.001	0.0	0.0	1.223	0.0	0.165	0.0	2.257	0.0	0.651	0.0	0.074	0.018	0.0	0.0	0.0	0.189	0.047	0.0	0.125	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.696	0.146	0.659	0.0	0.423	0.0	2.103	0.529	1.54	0.332	0.728	0.144	0.0	0.458	0.025	0.0	0.0	2.2	0.0	0.364	1.591	0.018	0.0	1.237	0.0	0.115	0.0	0.0	0.0	0.636	0.088	0.326	0.56	0.363	0.026	0.874	0.274	0.0	0.049	1.021	0.0	1.162	0.0	0.0	0.0	0.0	6.359	0.106	0.0	0.0	0.0	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.908	0.0	0.0	0.0	0.0	0.039	0.029	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.136	0.0	0.0	0.0	0.073	0.0	0.281	0.527	0.308	0.422	0.035	0.055	0.0	0.0	0.0	0.0	0.0	0.1	2.167
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;minutissimum	species	053	2343	Because HMT-063 is not present individually, all equidistant reads were assigned to HMT-053 at this body site (LAF).	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	2.173	0.0	0.0	0.931	0.0	2.89	0.355	0.283	0.135	0.14	0.0	2.921	0.0	1.741	1.042	0.0	5.635	0.557	0.149	0.0	0.651	2.16	0.0	0.164	0.0	0.625	0.264	0.189	0.354	0.501	0.778	0.0	0.0	1.033	0.148	0.0	0.543	0.126	0.0	0.348	0.364	8.688	1.022	0.0	1.288	0.045	0.25	0.0	1.328	0.326	0.503	0.114	1.308	0.0	0.0	0.0	0.077	0.431	0.17	1.075	0.264	0.0	0.0	0.0	1.152	0.05	6.158	1.092	0.818	0.044	9.488	0.905	1.21	2.205	0.411	0.025	1.61	0.0	0.0	0.585	0.0	0.0	0.109	0.0	0.0	0.034	0.0	0.0	0.33	0.0	0.0	1.496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.371	0.0	0.0	0.379	0.0	0.589	0.0	0.0	0.246	0.216	0.0	0.0	0.0	5.015	0.0	0.0	1.269	0.141	3.023	0.062	0.253	16.041	0.0	0.0	7.21	0.453	0.0	0.0	1.599	1.084
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;pilbarense	species	054	2344		0.0	0.0	0.0	0.0	0.0	0.0	0.481	0.0	0.0	0.0	0.018	0.0	0.164	0.0	0.259	0.0	0.0	0.0	0.0	1.182	2.979	0.159	0.067	0.0	0.0	1.283	0.0	8.986	0.309	0.0	3.529	2.909	0.149	0.489	2.148	6.879	0.444	0.066	0.0	2.917	1.132	1.369	0.531	3.613	0.011	6.269	0.0	1.268	0.791	0.415	1.008	0.168	0.452	0.696	0.583	6.411	2.285	0.169	1.674	0.24	3.173	2.589	2.739	0.401	2.014	0.185	0.458	0.308	0.12	0.017	0.463	0.057	0.267	0.731	0.458	0.0	11.132	0.458	2.841	0.151	2.022	0.607	0.273	0.265	3.814	1.605	5.142	0.256	1.644	0.05	0.416	0.444	0.109	0.988	0.0	0.0	0.0	0.0	0.0	0.034	0.397	0.993	0.357	0.0	0.0	4.443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.408	6.968	0.668	2.629	0.039	0.495	0.049	0.982	0.0	1.872	0.0	0.756	1.562	0.0	0.133	2.065	0.0	0.473	2.768	0.211	0.437	0.8	0.0	2.302	0.0	0.0	19.731	0.543	0.0	0.0	3.048	2.632
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;tuberculostearicum	species	077	2367		0.0	1.581	0.0	0.028	0.0	0.249	0.154	0.0	0.0	0.162	2.666	0.0	0.357	1.942	2.076	1.597	0.359	0.073	0.0	3.415	5.922	0.301	0.236	1.261	0.375	5.486	0.0	0.0	1.582	1.264	18.554	1.917	0.417	0.0	2.994	5.985	1.118	11.217	1.217	7.187	1.396	1.228	1.304	6.475	20.198	1.354	1.788	2.585	1.187	3.772	2.055	1.053	0.409	1.044	5.539	9.287	1.503	0.508	4.034	1.277	18.772	3.009	7.22	0.753	2.841	0.0	0.523	2.069	2.555	0.38	1.158	0.144	1.285	2.71	1.056	0.0	4.282	1.373	1.919	1.159	23.392	15.777	3.273	5.071	7.395	4.019	17.604	5.229	2.312	1.796	3.688	0.148	0.984	1.207	0.0	0.0	0.0	0.0	0.0	0.023	0.503	0.0	1.595	0.0	12.584	2.772	0.085	0.0	0.0	0.0	0.0	0.062	0.0	1.307	3.289	1.706	1.205	0.077	1.194	1.381	2.063	18.71	0.716	0.211	0.886	0.938	1.364	4.18	0.442	0.153	1.782	2.307	1.056	0.695	1.538	5.912	9.561	2.194	0.008	6.104	1.449	1.71	0.0	18.791	5.728
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;cinnamea	species	368	2648		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.689	0.166	0.0	0.0	0.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422	0.0	0.046	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae;Lawsonella;clevelandensis	species	173	2456		0.016	0.105	0.0	0.0	0.0	0.136	0.058	1.201	0.0	0.0	0.456	0.0	0.03	0.0	2.271	0.0	0.0	0.049	0.104	0.0	1.986	0.071	0.168	0.07	0.0	0.071	0.0	0.8	1.273	0.0	2.846	1.06	0.0	0.0	0.0	0.0	0.905	0.066	0.936	0.833	4.036	3.872	3.736	1.838	0.056	0.0	0.996	0.724	3.066	0.038	0.931	0.147	0.732	2.958	1.968	0.779	1.624	0.0	0.515	0.856	0.294	0.35	0.0	0.0	0.324	0.739	0.065	0.246	1.158	0.463	0.0	0.086	2.981	0.559	0.792	0.0	0.381	0.0	0.384	0.958	1.287	0.364	1.182	0.044	1.395	0.226	1.815	0.385	0.128	0.299	1.039	0.0	0.073	0.732	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	1.1	0.0	0.0	0.308	0.0	0.0	0.0	0.0	0.0	0.496	0.0	0.0	0.279	0.89	0.329	0.0	2.388	0.099	0.196	0.0	0.551	0.0	0.67	0.0	0.682	0.265	2.286	0.163	0.655	1.0	1.407	0.116	1.292	0.0	0.46	0.0	0.008	0.0	0.928	0.0	0.033	0.5	2.477
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter;indicus	species	339	2619		0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.267	0.0	0.0	0.0	0.0	0.0	0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.894	0.0	0.0	0.0	0.729	0.0	0.0	0.0	0.021	0.0	3.965	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.14	0.0	0.0	0.18	0.0	0.065	0.234	0.0	0.0	0.0	0.0	0.339	0.0	0.0	0.0	0.0	0.0	0.998	0.0	0.138	0.0	0.0	0.309	0.651	0.0	0.0	0.0	0.103	0.0	0.0	0.025	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.0	2.684	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.077	0.015	0.296	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.961	0.141	0.141	0.185	0.0	0.035	0.055	0.0	0.168	0.068	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;aeria	species	188	2471		0.0	0.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.496	0.053	0.0	0.0	0.643	0.0	0.0	0.0	0.0	0.0	0.0	0.394	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.118	0.0	0.0	0.0	0.036	0.0	0.523	0.0	0.0	0.0	0.0	0.459	0.121	0.258	0.018	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.265	0.047	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.51	0.329	3.852	0.0	0.036	0.0	0.0	1.272	0.688	0.0	0.0	0.0	0.0	0.484	0.0	4.734	0.0	0.0	0.053	0.434	2.42	0.572	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.275	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.084
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;dentocariosa	species	587	2800		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.487	0.0	0.022	0.0	0.0	0.306	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.0	0.0	0.125	0.18	0.0	0.131	0.0	0.08	0.0	0.0	0.029	0.048	0.516	0.053	0.0	0.0	0.0	0.038	0.252	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.1	0.052	0.222	0.036	0.0	1.793	0.067	0.036	0.056	0.0	9.277	0.212	0.0	0.027	0.0	0.056	0.0	0.0	12.473	0.0	0.058	0.053	0.496	13.881	0.082	0.0	0.0	0.0	0.0	0.015	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.929	0.0	0.0	0.0	0.0	0.07	0.219	0.246	0.253	0.0	0.11	0.0	0.048	0.0	0.0	0.0	0.0	0.31
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;mucilaginosa	species	681	2871		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.612	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.214	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	1.779	0.0	0.075	0.0	0.022	0.063	1.078	0.467	0.537	0.033	0.0	0.0	0.0	0.0	0.0	0.07	0.146	0.0	0.0	0.0	0.0	0.045	0.132	0.49	0.0	0.201	0.18	0.043	0.196	0.0	0.439	0.017	0.077	0.0	0.073	0.559	0.018	0.0	0.856	0.0	0.0	0.202	0.092	0.0	0.0	0.397	0.605	0.0	0.181	0.0	0.334	0.05	0.052	0.0	0.036	0.037	0.0	2.957	0.036	7.921	0.0	0.216	0.132	0.248	0.11	0.285	0.0	0.22	0.0	0.0	0.136	0.403	0.053	0.62	0.013	0.245	0.0	0.0	0.0	0.0	0.015	0.049	0.0	0.0	0.551	0.0	0.0	0.0	0.0	0.597	0.295	0.0	0.0	0.0	2.815	0.039	0.615	0.0	0.0	0.219	0.0	0.048	0.0	0.0	0.1	0.05	0.31
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia;rubra	species	194	2477		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.677	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265	0.0	0.011	0.0	0.0	0.026	0.0	0.0	0.0	0.036	0.073	11.657	0.0	0.0	0.0	0.0	1.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
