Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014994-SUBP	S700015286-SUBP	S700015662-SUBP	S700016077-SUBP	S700016168-SUBP	S700016333-SUBP	S700016374-SUBP	S700016590-SUBP	S700016948-SUBP	S700021912-SUBP	S700023021-SUBP	S700023078-SUBP	S700023208-SUBP	S700023259-SUBP	S700023331-SUBP	S700023418-SUBP	S700023475-SUBP	S700023529-SUBP	S700023576-SUBP	S700023690-SUBP	S700023786-SUBP	S700023843-SUBP	S700023900-SUBP	S700023966-SUBP	S700024023-SUBP	S700024064-SUBP	S700024127-SUBP	S700024185-SUBP	S700024231-SUBP	S700024290-SUBP	S700024338-SUBP	S700024377-SUBP	S700024443-SUBP	S700024490-SUBP	S700024539-SUBP	S700024586-SUBP	S700024635-SUBP	S700024671-SUBP	S700024731-SUBP	S700024788-SUBP	S700024825-SUBP	S700024902-SUBP	S700024946-SUBP	S700024996-SUBP	S700033020-SUBP	S700033179-SUBP	S700033477-SUBP	S700033775-SUBP	S700037220-SUBP	S700037468-SUBP	S700037580-SUBP	S700037732-SUBP	S700038051-SUBP	S700038247-SUBP	S700038384-SUBP	S700038470-SUBP	S700038518-SUBP	S700038566-SUBP	S700038614-SUBP	S700038722-SUBP	S700038781-SUBP	S700038938-SUBP	S700038998-SUBP	S700095398-SUBP	S700095455-SUBP	S700097279-SUBP	S700097339-SUBP	S700097676-SUBP	S700098315-SUBP	S700098407-SUBP	S700099047-SUBP	S700099107-SUBP	S700099635-SUBP	S700099791-SUBP	S700100275-SUBP	S700101683-SUBP	S700102287-SUBP	S700102633-SUBP	S700102950-SUBP	S700103261-SUBP	S700103325-SUBP	S700103466-SUBP	S700103535-SUBP	S700103605-SUBP	S700103692-SUBP	S700105085-SUBP	S700105201-SUBP	S700105304-SUBP	S700105354-SUBP	S700105392-SUBP	S700105437-SUBP	S700105512-SUBP	S700105610-SUBP	S700105666-SUBP	S700105705-SUBP	S700105759-SUBP	S700105828-SUBP	S700105876-SUBP	S700105924-SUBP	S700106038-SUBP	S700106113-SUBP	S700106380-SUBP	S700106540-SUBP	S700106599-SUBP	S700106635-SUBP	S700106683-SUBP	S700106743-SUBP	S700106857-SUBP	S700106896-SUBP	S700106916-SUBP	S700106966-SUBP	S700107234-SUBP	S700113007-SUBP	S700113055-SUBP	S700113091-SUBP	S700113138-SUBP	S700113523-SUBP	S700113598-SUBP	S700113636-SUBP	S700113694-SUBP	S700113838-SUBP	S700113952-SUBP	S700114037-SUBP	S700114088-SUBP	S700114145-SUBP	S700114209-SUBP	S700114266-SUBP	S700114323-SUBP	S700114407-SUBP	S700114478-SUBP	S700114537-SUBP	S700114578-SUBP	S700114635-SUBP	S700114699-SUBP	S700114747-SUBP	S700114797-SUBP	S700114854-SUBP	S700114902-SUBP	S700114959-SUBP	S700116237-SUBP	S700116324-SUBP	S700116378-SUBP	S700116588-SUBP	S700116639-SUBP	S700116798-SUBP	S700116858-SUBP	S700117020-SUBP	S700117680-SUBP	S700117737-SUBP	S700117848-SUBP	S700117974-SUBP
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;loescheii	species	658	2855		0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.534	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;maculosa	species	289	2569		0.153	0.0	0.407	0.0	0.0	0.37	0.118	0.058	0.204	0.0	0.0	0.025	0.016	0.028	0.005	0.0	0.046	0.037	0.0	0.0	0.162	0.322	0.075	0.044	0.027	0.0	0.0	0.0	0.013	0.0	0.025	0.0	0.0	0.012	0.012	0.082	0.0	0.0	0.082	0.342	0.0	0.0	0.0	0.0	0.015	0.107	0.066	0.098	0.059	0.012	0.028	0.0	0.0	0.092	0.0	0.0	0.0	0.246	0.0	0.097	0.0	0.228	0.0	0.1	0.0	0.306	0.025	0.0	0.05	0.0	0.099	0.695	0.0	0.0	0.092	0.208	0.022	0.0	0.055	0.0	0.0	0.01	0.0	0.397	0.107	0.0	0.028	0.104	0.0	0.009	0.0	0.031	0.0	0.0	0.545	0.0	0.218	0.0	0.0	0.017	0.0	0.003	0.0	0.0	0.486	0.241	0.051	0.489	0.019	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.284	0.031	0.0	0.381	0.0	0.077	0.018	0.211	0.097	0.007	0.025	0.168	0.054	0.0	0.022	0.08	0.058	0.401	0.0	0.365	0.0	0.04	0.065	0.03	0.073	0.015	0.0	0.207	0.152	0.0	0.117	0.019	0.124	0.094
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;melaninogenica	species	469	2709	Because HMT-314 is not present individually, all equidistant reads were assigned to HMT-469 at this body site (SUBP).	0.007	0.023	0.01	0.121	9.128	0.127	0.0	0.096	0.844	0.126	0.745	0.608	0.388	0.028	0.01	0.0	0.046	0.024	0.528	0.0	0.088	0.043	0.679	0.0	0.0	0.0	0.208	0.14	1.453	0.0	0.012	0.0	0.0	0.035	0.274	0.029	0.0	0.012	0.37	0.448	0.048	0.032	0.087	0.0	0.211	0.092	0.364	0.011	0.119	0.06	1.425	0.266	0.017	0.298	0.0	0.086	0.033	0.607	0.0	1.607	0.0	0.414	0.0	0.067	0.049	0.0	0.152	0.573	0.174	2.276	0.272	0.217	0.0	0.251	0.013	0.104	0.209	0.684	0.066	0.101	0.739	0.088	0.011	0.091	0.145	0.12	1.023	0.026	0.0	0.116	0.0	0.094	1.196	1.448	1.771	0.0	0.669	0.204	0.558	0.017	0.289	0.968	0.0	7.775	0.033	0.0	0.051	0.587	0.028	0.0	0.061	0.336	0.017	0.604	0.013	5.699	0.027	0.0	0.062	0.772	1.42	0.24	0.044	0.217	0.046	0.486	0.069	1.599	2.096	0.036	0.063	0.007	0.0	0.0	0.473	0.026	0.073	0.025	0.032	0.224	0.046	0.0	0.38	0.038	0.236	0.014	2.012	0.467	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	378	2657		2.236	0.0	0.041	0.06	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.115	0.0	0.092	0.05	0.0	0.139	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.014	0.0	0.031	0.0	0.041	0.0	0.0	0.0	0.025	0.051	0.0	0.074	0.0	0.025	0.145	0.0	0.0	0.0	0.013	0.003	0.0	0.0	0.0	0.0	0.117	0.0	0.008	0.183	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.051	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.092	0.0	0.0	0.082	0.211	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.08	0.0	0.416	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.058	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693	2882		4.679	0.046	0.784	0.121	1.128	2.26	1.715	1.151	0.639	0.252	0.0	2.253	0.453	3.832	0.01	0.0	0.77	1.359	0.034	0.013	0.147	0.043	1.0	1.55	2.41	0.0	0.0	0.0	0.187	0.038	0.0	0.0	0.013	0.017	0.596	0.869	0.0	0.0	0.658	0.013	0.0	0.0	0.066	0.276	4.534	1.968	0.778	0.0	0.0	0.0	0.132	0.048	0.023	0.023	0.204	0.316	0.0	0.592	0.111	4.489	0.0	0.87	0.0	0.234	1.282	0.037	0.0	0.0	0.645	0.078	0.371	4.95	0.0	0.05	0.394	2.639	0.12	0.076	0.188	0.0	0.0	0.477	0.0	0.72	0.267	0.0	0.0	0.598	0.0	0.0	0.0	0.534	0.707	0.891	9.108	0.0	0.844	0.089	0.0	2.821	0.0	0.0	0.011	0.0	4.829	0.12	0.92	4.99	0.028	0.0	0.0	8.405	0.0	0.744	0.026	0.036	0.041	0.932	0.0	0.11	4.404	0.571	0.362	1.722	0.193	0.0	0.0	6.497	2.392	0.576	0.0	0.467	0.37	0.016	1.347	0.07	1.373	0.0	0.899	1.382	0.038	0.875	0.015	3.03	2.194	0.051	0.317	1.855	0.275	1.255	1.862
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;oralis	species	705	2889		0.646	0.0	0.02	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.551	0.0	0.0	0.149	0.0	0.0	0.434	0.0	0.05	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.419	0.0	0.157	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.15	0.198	0.0	0.0	0.0	0.016	0.025	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344	0.0	0.0	0.0	0.0	0.584	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;oris	species	311	2591		5.025	1.393	0.051	0.703	3.385	1.616	0.404	0.46	7.822	0.162	0.0	2.472	0.275	0.432	0.01	0.0	1.073	0.563	0.0	0.0	0.765	0.451	0.339	0.827	1.321	0.037	0.024	0.0	0.173	0.0	0.0	0.052	0.0	0.0	0.536	0.147	0.0	0.445	0.809	0.158	0.144	0.211	0.262	0.0	1.062	2.695	1.573	0.0	0.099	0.0	1.16	0.121	0.186	0.459	0.204	0.029	0.0	0.144	0.295	2.364	0.022	0.124	0.029	0.167	0.197	3.92	0.0	6.38	3.946	0.523	0.47	3.286	2.203	2.186	1.3	7.059	0.301	1.85	0.852	0.009	0.109	0.653	0.0	1.217	2.502	0.105	0.553	0.13	0.35	0.018	0.0	0.471	1.158	0.0	8.597	0.0	3.114	3.424	0.054	0.366	0.211	0.01	0.297	0.0	0.0	0.0	0.92	3.214	0.707	0.0	0.291	8.344	0.067	0.14	0.013	0.181	0.0	0.719	0.17	1.63	2.906	2.568	0.022	0.1	0.119	1.22	0.236	2.749	1.562	0.144	1.751	0.919	0.772	0.223	0.158	0.385	1.168	0.008	1.668	1.438	0.015	1.179	0.365	3.295	1.072	0.65	0.774	1.194	0.095	0.751	0.027
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;oulorum	species	288	2568		0.2	0.0	0.112	0.0	0.286	0.94	0.089	0.0	0.358	0.0	0.0	0.0	0.0	0.362	0.0	0.0	0.275	0.086	0.0	0.0	0.353	0.0	0.019	0.915	0.0	0.0	0.0	0.0	0.027	0.013	0.0	0.0	0.0	0.0	0.048	0.018	0.0	0.144	0.014	0.026	0.0	0.0	0.022	0.0	0.211	0.26	0.182	0.0	0.02	0.024	0.113	0.048	0.0	0.0	0.0	0.0	0.0	0.014	0.037	0.027	0.0	0.145	0.014	0.201	0.0	0.086	0.0	0.311	0.0	0.0	0.297	0.955	0.184	0.0	0.039	0.377	0.162	0.0	0.066	0.0	0.061	0.243	0.0	0.248	0.183	0.03	0.055	0.979	0.175	0.0	0.125	0.0	0.141	0.0	0.902	0.0	0.044	0.0	0.0	0.0	0.167	0.376	0.0	0.0	1.203	0.0	0.064	0.226	0.0	0.013	0.0	0.061	0.075	0.0	0.265	0.036	0.0	0.152	0.015	0.0	0.224	0.03	0.143	0.006	0.092	1.792	0.014	0.05	0.0	0.054	0.379	0.022	0.016	0.025	0.043	0.026	0.905	0.0	0.032	0.71	0.03	0.401	0.106	0.0	0.344	0.043	0.007	0.039	0.0	0.015	0.31
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pallens	species	714	2895		0.0	0.0	0.0	0.0	0.269	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.164	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.011	0.099	0.0	0.0	0.0	0.012	2.191	0.0	0.043	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.003	0.025	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.014	0.0	0.058	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.025	0.021	0.0	0.0	0.0	0.0	2.568	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.014	0.009	0.0	0.0	0.0	0.009	0.015	0.0	0.0	0.0	0.275	0.022	0.015	0.0	0.0	0.007	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;pleuritidis	species	303	2583		1.537	0.0	0.0	3.917	0.084	0.0	1.853	0.288	0.281	0.306	0.0	0.0	0.582	0.0	0.0	0.0	0.0	2.608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307	5.454	0.0	0.751	0.656	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.394	0.0	0.0	0.0	6.921	0.0	0.0	0.0	0.0	0.0	0.0	0.803	0.061	0.0	0.0	0.0	3.32	0.0	0.0	0.642	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.0	0.0	0.0	0.0	0.302	0.0	1.443	0.033	0.228	0.166	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.017	0.0	0.694	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.435	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.418	0.0	0.0	0.0	5.672	3.085	0.0	0.158	0.0	0.0	0.099	1.662	0.0	0.015	0.0	8.978	0.0	0.0	0.0	0.319	5.018	0.0	0.0	0.553	0.0	3.471	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;saccharolytica	species	781	2941		0.093	0.16	0.051	0.0	0.0	0.074	0.039	0.249	0.026	0.018	0.0	0.07	0.21	0.725	0.055	0.0	0.046	0.0	0.051	0.0	0.338	0.193	0.057	0.03	0.204	0.0	0.0	0.0	0.027	0.051	0.246	0.104	0.225	0.023	0.0	0.0	0.0	0.06	0.151	0.053	0.0	0.0	0.24	0.345	0.087	0.352	0.083	0.197	0.535	0.0	0.123	0.0	0.041	0.069	0.081	0.0	0.0	0.058	0.111	0.376	0.0	0.767	0.014	0.0	0.099	0.074	0.0	0.0	0.174	0.0	0.0	0.029	0.0	0.025	0.0	0.013	0.039	0.051	0.022	0.046	0.0	0.438	0.0	0.099	0.076	0.0	0.138	0.788	0.0	0.107	0.0	0.052	0.257	0.0	0.664	0.0	0.0	0.064	0.0	0.122	0.0	0.015	0.0	0.0	0.041	0.0	0.128	0.467	0.0	0.0	0.0	0.0	0.017	0.028	0.0	0.109	0.0	0.871	0.015	0.0	0.171	0.0	0.571	0.035	0.616	0.0	0.0	0.1	0.297	0.054	0.0	0.007	0.466	0.132	0.172	0.009	0.204	0.0	0.073	0.243	0.0	0.049	0.122	0.0	0.069	0.289	0.0	0.104	0.047	0.022	0.175
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;salivae	species	307	2587		0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.019	0.0	0.0	0.062	0.095	0.0	0.0	0.0	0.0	0.037	0.024	0.0	0.0	0.015	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.247	0.116	0.0	0.0	0.013	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.022	0.141	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.503	0.017	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	3.031	0.016	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.013	1.162	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.0	0.0	0.014	0.0	0.102	0.0	0.0	0.019	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.007	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp. HMT-292	species	292	2572	Because HMT-300 is not present individually, all equidistant reads were assigned to HMT-292 at this body site (SUBP).	1.138	0.0	0.224	0.08	0.185	0.032	0.02	0.269	1.125	0.0	0.0	0.07	0.016	0.0	0.0	0.0	0.037	0.024	0.0	0.0	0.059	0.0	0.038	0.118	0.054	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.026	0.006	0.036	0.006	0.0	0.0	0.027	0.04	0.0	0.0	0.022	0.0	0.044	0.505	0.083	0.033	0.02	0.0	0.009	0.024	0.0	0.115	0.02	0.058	0.0	0.058	0.0	0.336	0.0	0.332	0.0	0.702	0.0	0.086	0.025	0.0	0.025	0.0	0.124	1.201	0.122	0.126	0.263	0.702	0.036	0.0	0.166	0.0	0.0	0.058	0.0	0.108	0.069	0.007	0.111	0.052	0.0	0.0	0.012	0.0	0.0	2.951	0.102	0.0	1.106	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.404	0.337	0.051	0.173	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.081	0.077	0.0	0.697	0.0	0.022	0.193	0.0	0.011	0.0	0.125	0.336	0.018	0.032	0.0	0.064	0.0	0.029	0.009	0.38	0.0	0.008	0.084	0.015	0.012	0.137	0.038	0.521	0.036	0.022	0.259	0.019	0.036	0.148
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	317	2597		2.536	2.079	0.295	0.703	0.118	1.067	2.11	0.537	0.179	0.234	0.0	3.374	1.795	0.488	0.085	0.0	1.971	0.502	0.426	0.026	1.044	2.171	3.338	1.609	2.016	0.0	0.275	0.168	0.24	0.038	1.56	0.352	0.755	1.729	1.276	0.581	0.136	3.609	2.495	0.198	0.032	0.0	0.0	1.218	0.699	2.81	0.099	0.666	0.594	0.012	0.038	0.315	0.296	1.801	0.346	0.0	0.05	1.329	0.332	4.635	0.0	3.502	0.0	2.843	3.403	1.985	2.89	0.096	1.042	0.0	0.717	0.0	0.122	1.608	3.86	2.119	0.886	1.217	0.288	0.516	1.853	1.948	0.0	2.401	1.015	0.022	1.05	5.084	0.0	0.0	0.05	0.837	4.463	0.0	0.647	0.808	0.64	3.144	0.3	2.525	0.477	0.081	0.435	0.0	0.0	0.53	1.956	1.498	0.782	0.0	0.0	4.921	0.133	0.028	0.146	0.018	0.0	1.398	0.0	1.25	1.985	0.075	3.886	0.0	0.91	0.108	0.0	0.925	1.483	3.456	0.316	2.112	1.913	1.072	0.659	1.863	2.409	0.008	1.554	0.215	0.472	1.519	0.0	0.057	7.409	2.703	0.066	2.154	0.721	5.267	4.089
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-472	species	472	2710		0.333	0.057	0.01	0.0	0.101	0.169	0.237	0.748	0.0	0.0	0.0	0.0	0.194	0.125	0.225	0.0	1.228	0.073	0.051	0.0	1.059	0.0	0.094	0.044	0.0	0.0	0.0	0.003	0.0	0.026	0.012	0.0	0.278	0.07	0.572	0.059	0.079	0.0	0.027	0.013	0.064	0.0	0.131	0.345	0.095	0.008	0.033	0.0	1.902	0.0	0.0	0.0	0.777	1.136	0.0	0.0	0.0	0.838	0.332	0.0	0.0	0.435	0.0	2.609	0.814	0.172	0.228	0.0	0.819	0.0	0.0	0.0	0.0	0.0	1.982	0.039	0.047	1.977	0.044	0.0	0.145	0.0	0.0	0.0	0.008	0.127	0.0	0.727	0.117	0.0	0.0	0.0	0.617	0.0	0.255	0.0	0.015	2.189	0.064	0.035	0.0	0.0	0.011	0.0	0.0	1.554	0.141	0.0	0.132	0.0	0.015	0.244	0.033	0.0	0.609	0.036	0.0	0.882	0.0	0.0	1.749	0.045	1.899	0.0	0.009	0.0	0.0	0.0	0.217	0.036	0.095	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.032	0.028	0.0	0.0	0.015	0.0	0.01	0.0	0.044	1.012	0.0	1.138	0.364
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572	2788		0.0	0.0	0.071	0.02	0.0	0.264	0.473	0.019	0.0	0.0	0.0	0.055	0.0	0.864	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.015	0.041	0.0	0.031	0.0	0.08	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.655	0.337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.416	0.195	0.083	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.075	0.0	0.0	0.0	0.025	0.011	0.0	0.0	0.01	0.0	0.05	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.127	0.0	0.035	0.0	0.003	0.0	0.0	0.008	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.101	1.878	0.0	0.05	0.03	0.0	0.3	0.007	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.03	0.019	0.098	0.0	0.0	0.0	0.0	0.146	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	613	2822		0.433	0.0	0.143	0.683	0.0	0.359	0.03	0.537	0.128	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.0	1.053	0.0	0.0	0.088	0.0	0.038	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.418	0.0	0.013	0.163	0.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.022	0.008	0.066	0.0	0.0	0.0	0.009	0.0	0.0	0.264	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.025	0.441	0.076	0.0	0.496	0.0	0.0	0.029	0.0	0.503	0.0	0.559	0.0	0.507	0.0	0.0	0.0	0.0	0.0	0.0	1.083	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.1	0.089	0.162	0.0	0.0	0.338	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	1.004	0.0	0.058	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;serpentiformis	species	286	2567		0.446	0.0	0.438	0.201	0.0	1.193	0.089	0.019	0.0	0.0	0.041	0.0	0.0	0.404	0.005	0.0	0.037	0.024	0.0	0.0	1.72	0.021	0.057	0.0	0.64	0.0	0.006	0.0	0.533	0.051	0.012	0.0	0.119	0.052	0.06	0.0	0.0	0.0	0.096	0.04	0.0	0.0	0.022	0.575	0.0	0.429	0.033	0.35	0.495	0.405	0.057	0.0	0.046	0.092	0.0	0.0	0.0	0.101	0.0	0.111	0.0	0.477	0.0	0.033	0.0	0.012	0.051	0.0	0.0	0.0	0.198	0.0	0.092	0.025	0.63	0.0	0.07	0.0	0.0	0.0	0.012	0.614	0.0	0.323	0.198	0.0	0.014	0.814	0.0	0.0	0.212	0.0	0.051	0.0	0.051	0.0	0.145	0.013	0.0	0.122	0.0	0.854	0.021	0.0	0.321	0.12	0.026	0.203	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0	0.053	0.015	2.283	0.076	1.765	0.151	0.0	0.025	0.079	0.324	0.0	0.007	0.691	0.025	0.086	0.0	0.38	0.008	0.0	0.131	0.0	0.036	0.046	0.076	0.344	0.116	0.015	0.415	0.038	0.044	3.833
