Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum;umeaense	species	HMT-107	Reads equally close to L. orale and L. umeanse were assigned half to each taxon.; 	0.258	0.081	0.0	0.213	0.109	77.027	0.141	0.0	0.314	0.169	85.811	0.036	0.0	0.072	0.135	35.135	0.24	0.008	0.466	0.233	91.216	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.613	0.531	67.568	0.224	0.0	0.643	0.408	75.0	0.15	0.0	0.317	0.153	85.811	0.258	0.008	0.529	0.332	91.216	0.2	0.0	0.404	0.342	86.486
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;asaccharolyticum	species	HMT-108		0.38	0.032	0.0	0.094	0.086	29.73	0.102	0.0	0.311	0.184	57.432	0.007	0.0	0.0	0.037	7.432	0.224	0.0	0.597	0.372	64.189	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.048	3.378	0.004	0.0	0.0	0.025	6.081	0.38	0.0	1.242	0.557	72.297	0.221	0.0	0.611	0.306	70.946	0.346	0.0	1.003	0.473	68.919
Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Parvimonas;sp. HMT-110	species	HMT-110	Reads equally close to P. micra, P. sp. HMT 110, and P. sp. HMT 393 were assigned one-third to each taxon.; 	0.198	0.022	0.0	0.063	0.039	55.405	0.08	0.0	0.223	0.125	68.243	0.008	0.0	0.007	0.041	13.514	0.138	0.0	0.306	0.268	80.405	0.0	0.0	0.0	0.002	2.098	0.198	0.0	0.5	0.226	87.838	0.048	0.0	0.119	0.065	68.919	0.057	0.0	0.15	0.069	75.676	0.064	0.0	0.175	0.114	56.757	0.075	0.0	0.171	0.158	72.297
Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Parvimonas;micra	species	HMT-111	Reads equally close to P. micra, P. sp. HMT 110, and P. sp. HMT 393 were assigned one-third to each taxon.; 	0.198	0.022	0.0	0.063	0.039	55.405	0.08	0.0	0.223	0.125	68.243	0.008	0.0	0.007	0.041	13.514	0.138	0.0	0.306	0.268	80.405	0.0	0.0	0.0	0.002	2.098	0.198	0.0	0.5	0.226	87.838	0.048	0.0	0.119	0.065	68.919	0.057	0.0	0.15	0.069	75.676	0.064	0.0	0.175	0.114	56.757	0.075	0.0	0.171	0.158	72.297
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;stomatis	species	HMT-112	Reads equally close to P. anaerobius and P. stomatis were assigned half to each taxon.; 	0.086	0.015	0.0	0.041	0.035	34.459	0.073	0.0	0.213	0.105	70.946	0.002	0.0	0.006	0.01	10.811	0.07	0.0	0.187	0.106	70.946	0.0	0.0	0.0	0.002	1.399	0.024	0.0	0.056	0.065	31.757	0.006	0.0	0.022	0.02	20.27	0.086	0.0	0.238	0.14	70.946	0.043	0.0	0.119	0.06	66.216	0.083	0.0	0.2	0.145	73.649
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister;invisus	species	HMT-118		0.64	0.04	0.0	0.131	0.099	33.784	0.03	0.0	0.096	0.072	35.135	0.001	0.0	0.0	0.006	5.405	0.127	0.0	0.376	0.329	49.324	0.64	0.0	2.602	1.405	41.259	0.395	0.0	1.054	0.715	70.946	0.125	0.0	0.413	0.283	44.595	0.183	0.0	0.509	0.229	79.054	0.012	0.0	0.02	0.059	14.865	0.078	0.0	0.144	0.326	35.811
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Anaeroglobus;geminatus	species	HMT-121		0.058	0.004	0.0	0.0	0.024	8.108	0.002	0.0	0.0	0.011	5.405	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.151	9.459	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.081	0.239	20.946	0.025	0.0	0.008	0.168	10.811	0.012	0.0	0.038	0.033	20.946	0.003	0.0	0.0	0.024	4.054	0.012	0.0	0.0	0.111	4.73
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;micronuciformis	species	HMT-122		0.686	0.066	0.0	0.249	0.128	46.622	0.298	0.0	0.779	0.508	72.297	0.016	0.0	0.036	0.071	15.541	0.383	0.0	1.168	0.595	75.676	0.0	0.0	0.0	0.003	2.098	0.055	0.0	0.075	0.294	20.946	0.014	0.0	0.022	0.083	12.162	0.686	0.011	1.688	0.794	89.865	0.423	0.0	1.298	0.608	77.027	0.666	0.0	1.73	0.886	85.135
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;artemidis	species	HMT-124	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;flueggei	species	HMT-125	Reads equally close to S. flueggei, S. noxia, and S. sp. HMT 388 were assigned one-third to each taxon.; 	0.251	0.015	0.0	0.042	0.035	41.892	0.005	0.0	0.014	0.017	25.676	0.004	0.0	0.001	0.025	10.135	0.01	0.0	0.025	0.032	34.459	0.0	0.0	0.0	0.001	0.699	0.23	0.0	0.619	0.315	84.459	0.251	0.0	0.674	0.312	80.405	0.097	0.0	0.195	0.171	81.757	0.002	0.0	0.007	0.006	15.541	0.011	0.0	0.028	0.031	33.108
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-126	species	HMT-126	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonadaceae [G1];bacterium HMT-129	species	HMT-129	Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.; 	0.054	0.001	0.0	0.0	0.006	8.108	0.001	0.0	0.0	0.004	4.73	0.0	0.0	0.0	0.001	1.351	0.003	0.0	0.001	0.017	10.135	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.171	0.127	41.216	0.016	0.0	0.057	0.044	27.027	0.016	0.0	0.06	0.03	40.541	0.0	0.0	0.0	0.001	2.027	0.0	0.0	0.0	0.002	4.054
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;noxia	species	HMT-130	Reads equally close to S. flueggei, S. noxia, and S. sp. HMT 388 were assigned one-third to each taxon.; 	0.251	0.015	0.0	0.042	0.035	41.892	0.005	0.0	0.014	0.017	25.676	0.004	0.0	0.001	0.025	10.135	0.01	0.0	0.025	0.032	34.459	0.0	0.0	0.0	0.001	0.699	0.23	0.0	0.619	0.315	84.459	0.251	0.0	0.674	0.312	80.405	0.097	0.0	0.195	0.171	81.757	0.002	0.0	0.007	0.006	15.541	0.011	0.0	0.028	0.031	33.108
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonadaceae [G1];bacterium HMT-132	species	HMT-132	Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.; 	0.054	0.001	0.0	0.0	0.006	8.108	0.001	0.0	0.0	0.004	4.73	0.0	0.0	0.0	0.001	1.351	0.003	0.0	0.001	0.017	10.135	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.171	0.127	41.216	0.016	0.0	0.057	0.044	27.027	0.016	0.0	0.06	0.03	40.541	0.0	0.0	0.0	0.001	2.027	0.0	0.0	0.0	0.002	4.054
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-133	species	HMT-133	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonadaceae [G1];bacterium HMT-135	species	HMT-135	Reads equally close to HMT 135 and 155 were assigned half to each taxon.; 	0.062	0.004	0.0	0.015	0.012	14.189	0.003	0.0	0.0	0.016	6.757	0.0	0.0	0.0	0.002	0.676	0.002	0.0	0.0	0.008	8.108	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.202	0.13	42.568	0.03	0.0	0.111	0.069	31.081	0.029	0.0	0.095	0.054	44.595	0.0	0.0	0.0	0.001	1.351	0.001	0.0	0.0	0.004	5.405
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;felix	species	HMT-136	Reads equally close to S. sp. HMT 136, 149, and 478 were assigned one-third to each taxon.; 	0.748	0.016	0.0	0.04	0.034	47.297	0.06	0.0	0.184	0.093	71.622	0.002	0.0	0.0	0.007	8.784	0.162	0.0	0.479	0.307	75.676	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.053	0.061	41.892	0.012	0.0	0.031	0.035	28.378	0.748	0.006	2.374	1.129	89.865	0.065	0.0	0.191	0.112	66.216	0.234	0.0	0.582	0.312	87.162
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-137	species	HMT-137	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;timonae	species	HMT-138	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;dianae	species	HMT-139	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-146	species	HMT-146	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.0	0.008	0.007	47.297	0.002	0.0	0.006	0.003	37.162	0.012	0.0	0.018	0.051	29.054	0.009	0.0	0.021	0.028	56.081	0.0	0.0	0.0	0.0	0.0	0.072	0.003	0.169	0.078	93.243	0.059	0.0	0.155	0.074	89.189	0.021	0.0	0.045	0.035	85.135	0.001	0.0	0.002	0.002	18.243	0.004	0.0	0.008	0.014	46.622
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-149	species	HMT-149	Reads equally close to S. sp. HMT 136, 149, and 478 were assigned one-third to each taxon.; 	0.748	0.016	0.0	0.04	0.034	47.297	0.06	0.0	0.184	0.093	71.622	0.002	0.0	0.0	0.007	8.784	0.162	0.0	0.479	0.307	75.676	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.053	0.061	41.892	0.012	0.0	0.031	0.035	28.378	0.748	0.006	2.374	1.129	89.865	0.065	0.0	0.191	0.112	66.216	0.234	0.0	0.582	0.312	87.162
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonadaceae [G1];bacterium HMT-150	species	HMT-150	Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.; 	0.054	0.001	0.0	0.0	0.006	8.108	0.001	0.0	0.0	0.004	4.73	0.0	0.0	0.0	0.001	1.351	0.003	0.0	0.001	0.017	10.135	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.171	0.127	41.216	0.016	0.0	0.057	0.044	27.027	0.016	0.0	0.06	0.03	40.541	0.0	0.0	0.0	0.001	2.027	0.0	0.0	0.0	0.002	4.054
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sputigena	species	HMT-151	Reads equally close to S. sputigena and S. sp. HMT 442 were assigned half to each taxon.; 	0.131	0.008	0.0	0.026	0.022	25.0	0.008	0.0	0.026	0.018	30.405	0.014	0.0	0.02	0.061	13.514	0.037	0.0	0.111	0.09	41.892	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.356	0.237	66.892	0.072	0.0	0.175	0.178	47.297	0.131	0.0	0.34	0.303	68.243	0.009	0.0	0.029	0.018	33.108	0.036	0.0	0.097	0.076	53.378
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonadaceae [G1];bacterium HMT-155	species	HMT-155	Reads equally close to HMT 135 and 155 were assigned half to each taxon.; 	0.062	0.004	0.0	0.015	0.012	14.189	0.003	0.0	0.0	0.016	6.757	0.0	0.0	0.0	0.002	0.676	0.002	0.0	0.0	0.008	8.108	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.202	0.13	42.568	0.03	0.0	0.111	0.069	31.081	0.029	0.0	0.095	0.054	44.595	0.0	0.0	0.0	0.001	1.351	0.001	0.0	0.0	0.004	5.405
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	HMT-158	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.079	1.403	0.559	100.0	1.169	0.321	2.305	0.775	100.0	0.281	0.003	0.783	0.595	91.216	1.414	0.46	2.609	0.87	100.0	0.007	0.0	0.011	0.038	29.371	0.797	0.066	2.046	1.112	98.649	0.753	0.076	1.714	0.856	100.0	2.319	0.867	3.923	1.193	100.0	2.01	0.807	3.266	0.966	100.0	1.553	0.546	2.69	0.848	100.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;dispar	species	HMT-160	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.079	1.403	0.559	100.0	1.169	0.321	2.305	0.775	100.0	0.281	0.003	0.783	0.595	91.216	1.414	0.46	2.609	0.87	100.0	0.007	0.0	0.011	0.038	29.371	0.797	0.066	2.046	1.112	98.649	0.753	0.076	1.714	0.856	100.0	2.319	0.867	3.923	1.193	100.0	2.01	0.807	3.266	0.966	100.0	1.553	0.546	2.69	0.848	100.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	HMT-161	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.079	1.403	0.559	100.0	1.169	0.321	2.305	0.775	100.0	0.281	0.003	0.783	0.595	91.216	1.414	0.46	2.609	0.87	100.0	0.007	0.0	0.011	0.038	29.371	0.797	0.066	2.046	1.112	98.649	0.753	0.076	1.714	0.856	100.0	2.319	0.867	3.923	1.193	100.0	2.01	0.807	3.266	0.966	100.0	1.553	0.546	2.69	0.848	100.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Catonella;morbi	species	HMT-165		0.525	0.062	0.0	0.175	0.111	54.73	0.206	0.0	0.485	0.226	86.486	0.019	0.0	0.046	0.061	22.973	0.3	0.039	0.611	0.284	93.919	0.0	0.0	0.0	0.0	0.0	0.313	0.0	0.682	0.417	83.108	0.141	0.0	0.378	0.244	65.541	0.525	0.049	1.096	0.575	92.568	0.283	0.014	0.626	0.271	89.865	0.308	0.027	0.606	0.346	90.541
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp. HMT-167	species	HMT-167		0.056	0.005	0.0	0.0	0.034	8.108	0.002	0.0	0.0	0.008	6.757	0.001	0.0	0.0	0.005	2.027	0.034	0.0	0.067	0.116	20.946	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.199	0.123	35.135	0.015	0.0	0.056	0.052	18.919	0.004	0.0	0.0	0.014	8.784	0.001	0.0	0.0	0.008	4.054	0.007	0.0	0.021	0.031	12.838
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp. HMT-168	species	HMT-168		0.047	0.011	0.0	0.047	0.027	18.919	0.045	0.0	0.148	0.077	41.216	0.001	0.0	0.0	0.006	3.378	0.036	0.0	0.12	0.054	44.595	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.012	0.043	10.811	0.008	0.0	0.029	0.026	12.162	0.033	0.0	0.094	0.069	37.838	0.041	0.0	0.119	0.079	41.216	0.047	0.0	0.144	0.083	41.892
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oris clade-169	species	HMT-169	Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.536	0.119	0.0	0.235	0.282	83.108	0.026	0.0	0.056	0.07	73.649	0.03	0.0	0.065	0.083	47.973	0.014	0.0	0.019	0.099	41.216	0.0	0.0	0.0	0.0	1.399	0.446	0.02	1.087	0.901	95.946	0.536	0.043	1.184	0.911	97.297	0.027	0.0	0.062	0.036	77.703	0.003	0.0	0.009	0.006	31.757	0.015	0.0	0.023	0.074	50.676
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-170	species	HMT-170	Reads equally close to A. naeslundii, A. sp. HMT 170, and A. sp. HMT 171 were assigned one-third to each taxon.; Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.165	0.025	0.0	0.049	0.074	49.324	0.009	0.0	0.014	0.065	34.459	0.006	0.0	0.008	0.023	20.27	0.004	0.0	0.006	0.028	15.541	0.0	0.0	0.0	0.001	1.399	0.151	0.0	0.417	0.273	87.162	0.165	0.0	0.342	0.318	84.459	0.006	0.0	0.018	0.009	39.189	0.001	0.0	0.0	0.004	8.784	0.004	0.0	0.006	0.029	16.216
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oris clade-171	species	HMT-171	Reads equally close to A. naeslundii, A. sp. HMT 170, and A. sp. HMT 171 were assigned one-third to each taxon.; Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.671	0.128	0.0	0.265	0.295	83.784	0.033	0.0	0.062	0.131	75.676	0.03	0.0	0.065	0.085	47.973	0.016	0.0	0.021	0.114	42.568	0.0	0.0	0.0	0.001	2.098	0.561	0.028	1.331	0.999	97.297	0.671	0.068	1.489	0.973	97.973	0.03	0.0	0.076	0.037	79.054	0.004	0.0	0.01	0.008	33.784	0.016	0.0	0.026	0.076	52.027
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp. HMT-172	species	HMT-172	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.0	0.291	0.14	89.189	0.427	0.096	0.998	0.365	99.324	0.026	0.0	0.084	0.071	39.865	0.463	0.053	1.038	0.493	97.973	0.0	0.0	0.0	0.002	5.594	0.047	0.0	0.084	0.175	70.946	0.022	0.0	0.055	0.043	69.595	0.269	0.053	0.643	0.301	100.0	0.815	0.132	2.051	0.737	99.324	0.551	0.102	1.184	0.483	97.973
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-175	species	HMT-175	Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.536	0.119	0.0	0.235	0.282	83.108	0.026	0.0	0.056	0.07	73.649	0.03	0.0	0.065	0.083	47.973	0.014	0.0	0.019	0.099	41.216	0.0	0.0	0.0	0.0	1.399	0.446	0.02	1.087	0.901	95.946	0.536	0.043	1.184	0.911	97.297	0.027	0.0	0.062	0.036	77.703	0.003	0.0	0.009	0.006	31.757	0.015	0.0	0.023	0.074	50.676
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;naeslundii	species	HMT-176	Reads equally close to A. naeslundii, A. sp. HMT 170, and A. sp. HMT 171 were assigned one-third to each taxon.; Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.807	0.139	0.0	0.303	0.301	83.784	0.036	0.0	0.067	0.132	76.351	0.033	0.0	0.067	0.088	50.676	0.018	0.0	0.028	0.115	42.568	0.0	0.0	0.0	0.001	2.098	0.691	0.036	1.692	1.102	97.297	0.807	0.086	1.782	1.042	97.973	0.033	0.0	0.085	0.039	80.405	0.004	0.0	0.011	0.01	33.784	0.022	0.0	0.038	0.091	54.054
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp. HMT-180	species	HMT-180	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.0	0.291	0.14	89.189	0.427	0.096	0.998	0.365	99.324	0.026	0.0	0.084	0.071	39.865	0.463	0.053	1.038	0.493	97.973	0.0	0.0	0.0	0.002	5.594	0.047	0.0	0.084	0.175	70.946	0.022	0.0	0.055	0.043	69.595	0.269	0.053	0.643	0.301	100.0	0.815	0.132	2.051	0.737	99.324	0.551	0.102	1.184	0.483	97.973
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;lingnae	species	HMT-181	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.0	0.291	0.14	89.189	0.427	0.096	0.998	0.365	99.324	0.026	0.0	0.084	0.071	39.865	0.463	0.053	1.038	0.493	97.973	0.0	0.0	0.0	0.002	5.594	0.047	0.0	0.084	0.175	70.946	0.022	0.0	0.055	0.043	69.595	0.269	0.053	0.643	0.301	100.0	0.815	0.132	2.051	0.737	99.324	0.551	0.102	1.184	0.483	97.973
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Peptidiphaga;sp. HMT-183	species	HMT-183		0.533	0.045	0.0	0.067	0.229	24.324	0.013	0.0	0.023	0.093	15.541	0.036	0.0	0.0	0.418	5.405	0.006	0.0	0.016	0.024	10.811	0.0	0.0	0.0	0.0	0.0	0.533	0.0	1.39	1.244	67.568	0.5	0.0	1.313	0.891	68.919	0.014	0.0	0.042	0.041	22.973	0.001	0.0	0.0	0.005	4.054	0.006	0.0	0.023	0.017	14.189
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;aeria	species	HMT-188		1.948	0.167	0.0	0.441	0.251	79.054	0.116	0.0	0.226	0.511	62.162	0.021	0.0	0.04	0.072	25.676	0.057	0.0	0.101	0.242	41.892	0.0	0.0	0.0	0.002	1.399	1.351	0.027	3.214	2.47	92.568	1.948	0.173	4.549	3.27	95.27	0.25	0.0	0.709	0.469	74.324	0.014	0.0	0.047	0.035	28.378	0.023	0.0	0.072	0.039	39.865
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Arachnia;rubra	species	HMT-194	Reads equally close to A. propionica and A. rubra were assigned half to each taxon.; 	0.312	0.009	0.0	0.032	0.025	26.351	0.008	0.0	0.014	0.053	20.946	0.005	0.0	0.0	0.045	4.054	0.004	0.0	0.008	0.016	12.162	0.0	0.0	0.0	0.002	2.098	0.284	0.0	0.792	0.434	83.784	0.312	0.0	0.737	0.587	85.811	0.01	0.0	0.03	0.021	29.73	0.0	0.0	0.0	0.003	3.378	0.004	0.0	0.01	0.025	12.162
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;vincentii	species	HMT-200	Reads equally close to F. nucleatum subsp. naviforme and F. nucleatum subsp. vincentii were assigned half to each taxon.; 	3.444	0.171	0.0	0.319	0.489	78.378	0.068	0.0	0.174	0.12	67.568	0.068	0.0	0.095	0.398	43.919	2.04	0.0	5.636	5.147	82.432	0.0	0.0	0.0	0.0	0.0	3.444	0.057	8.94	4.181	97.973	0.951	0.012	2.975	1.349	91.892	0.421	0.013	1.16	0.566	91.216	0.048	0.0	0.144	0.095	59.459	0.527	0.0	0.583	2.451	77.703
