Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014991-SUPP	S700015283-SUPP	S700015659-SUPP	S700016075-SUPP	S700016166-SUPP	S700016331-SUPP	S700016372-SUPP	S700016588-SUPP	S700016646-SUPP	S700016946-SUPP	S700021856-SUPP	S700021910-SUPP	S700023019-SUPP	S700023076-SUPP	S700023206-SUPP	S700023257-SUPP	S700023329-SUPP	S700023416-SUPP	S700023473-SUPP	S700023527-SUPP	S700023574-SUPP	S700023688-SUPP	S700023784-SUPP	S700023841-SUPP	S700023898-SUPP	S700023964-SUPP	S700024021-SUPP	S700024062-SUPP	S700024125-SUPP	S700024183-SUPP	S700024229-SUPP	S700024288-SUPP	S700024336-SUPP	S700024375-SUPP	S700024441-SUPP	S700024488-SUPP	S700024537-SUPP	S700024584-SUPP	S700024633-SUPP	S700024669-SUPP	S700024729-SUPP	S700024786-SUPP	S700024823-SUPP	S700024900-SUPP	S700024944-SUPP	S700024994-SUPP	S700033017-SUPP	S700033176-SUPP	S700033473-SUPP	S700033773-SUPP	S700037070-SUPP	S700037218-SUPP	S700037466-SUPP	S700037578-SUPP	S700038049-SUPP	S700038245-SUPP	S700038382-SUPP	S700038468-SUPP	S700038516-SUPP	S700038564-SUPP	S700038612-SUPP	S700038720-SUPP	S700038779-SUPP	S700095396-SUPP	S700097277-SUPP	S700097337-SUPP	S700097674-SUPP	S700098313-SUPP	S700098978-SUPP	S700099045-SUPP	S700099105-SUPP	S700099633-SUPP	S700099789-SUPP	S700100273-SUPP	S700101681-SUPP	S700102285-SUPP	S700102631-SUPP	S700102948-SUPP	S700103259-SUPP	S700103323-SUPP	S700103464-SUPP	S700103533-SUPP	S700103603-SUPP	S700103690-SUPP	S700105083-SUPP	S700105142-SUPP	S700105199-SUPP	S700105256-SUPP	S700105302-SUPP	S700105390-SUPP	S700105435-SUPP	S700105510-SUPP	S700105608-SUPP	S700105664-SUPP	S700105703-SUPP	S700105826-SUPP	S700105874-SUPP	S700105922-SUPP	S700105954-SUPP	S700106036-SUPP	S700106111-SUPP	S700106378-SUPP	S700106538-SUPP	S700106597-SUPP	S700106633-SUPP	S700106681-SUPP	S700106741-SUPP	S700106855-SUPP	S700106894-SUPP	S700106918-SUPP	S700106964-SUPP	S700106997-SUPP	S700108328-SUPP	S700113005-SUPP	S700113053-SUPP	S700113089-SUPP	S700113136-SUPP	S700113521-SUPP	S700113596-SUPP	S700113634-SUPP	S700113692-SUPP	S700113836-SUPP	S700113950-SUPP	S700114035-SUPP	S700114086-SUPP	S700114143-SUPP	S700114207-SUPP	S700114264-SUPP	S700114405-SUPP	S700114476-SUPP	S700114535-SUPP	S700114576-SUPP	S700114633-SUPP	S700114697-SUPP	S700114745-SUPP	S700114795-SUPP	S700114852-SUPP	S700114900-SUPP	S700114957-SUPP	S700116235-SUPP	S700116322-SUPP	S700116376-SUPP	S700116586-SUPP	S700116637-SUPP	S700116796-SUPP	S700116856-SUPP	S700117018-SUPP	S700117678-SUPP	S700117735-SUPP	S700117846-SUPP	S700117972-SUPP
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;micans	species	378	2657		0.742	0.0	0.041	0.007	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.006	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.437	0.0	0.0	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.338	0.0	0.0	0.07	0.0	0.0	0.0	0.019	0.025	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.146	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nigrescens	species	693	2882		2.168	0.0	2.45	0.0	0.007	1.943	1.089	1.776	1.221	0.127	0.028	0.0	0.1	3.316	0.043	0.014	0.0	0.0	0.1	0.315	0.0	0.0	0.028	0.0	0.861	0.03	0.039	0.0	0.0	0.0	0.307	0.198	0.0	0.0	0.0	0.0	0.137	0.003	0.0	0.0	0.331	0.0	0.012	0.0	0.0	0.025	0.016	0.191	0.243	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.025	0.0	0.229	0.0	0.019	0.0	0.016	0.0	3.746	0.688	0.787	0.333	0.0	0.12	0.352	0.362	0.28	0.01	0.108	0.0	0.013	0.072	0.0	0.096	0.0	0.194	0.0	0.0	0.254	0.049	0.0	0.0	0.0	0.0	0.103	0.553	0.252	0.0	0.0	0.0	0.148	0.0	0.0	0.011	1.425	0.0	0.06	0.0	0.998	0.0	0.0	0.0	0.0	0.0	0.0	1.527	0.844	0.093	0.0	0.033	0.0	0.0	1.27	0.0	0.0	0.764	0.072	0.0	0.0	0.101	0.0	0.0	1.12	0.0	0.0	0.015	0.0	0.012	0.01	0.105	0.075	0.015	0.0	0.0	0.045	0.117	0.0	0.015	0.316	0.054	0.0	0.017
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;oris	species	311	2591		1.081	0.623	0.074	0.0	0.021	0.515	0.248	0.342	1.156	0.567	0.424	0.0	0.137	1.483	0.057	0.0	0.0	0.0	0.043	0.058	0.0	0.033	0.098	0.0	0.143	0.03	0.0	0.027	0.099	0.056	0.171	0.0	0.0	0.013	0.012	0.0	0.105	0.007	0.0	0.012	0.095	0.0	0.0	0.0	0.079	0.0	0.049	0.191	0.197	0.029	0.0	0.022	0.0	0.019	0.0	0.148	0.096	0.0	0.0	0.025	0.0	0.124	0.0	0.635	0.012	0.0	1.873	1.477	2.587	0.656	0.318	0.0	0.784	0.507	0.183	0.38	0.021	0.18	0.054	0.0	0.01	0.0	0.019	0.015	0.061	0.187	0.017	0.103	0.025	0.0	0.0	0.0	0.0	0.0	0.627	0.7	0.0	0.009	0.011	0.059	0.167	0.0	0.022	0.659	0.017	0.0	0.0	0.292	0.655	0.0	0.0	0.0	0.0	0.0	0.259	0.435	0.628	0.0	0.033	0.0	0.007	0.336	0.015	0.0	0.0	0.021	0.012	0.0	0.051	0.121	0.0	0.027	0.21	0.05	0.03	0.007	0.0	0.0	0.239	0.1	0.211	0.0	0.027	0.015	0.225	0.096	0.044	0.09	0.064	0.006	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;oulorum	species	288	2568		0.54	0.0	0.633	0.0	0.035	1.342	0.248	0.016	0.338	0.567	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.006	0.0	0.0	0.028	0.0	0.121	0.03	0.0	0.0	0.0	0.0	0.148	0.044	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.045	0.139	0.201	0.0	0.043	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.149	0.012	0.0	0.11	0.0	0.322	0.612	0.167	0.051	0.056	0.103	0.057	0.2	0.0	0.27	0.027	0.0	0.174	0.0	0.077	0.124	0.0	0.0	0.0	0.009	0.263	0.0	0.0	0.0	0.0	0.041	0.096	0.168	0.0	0.0	0.011	0.015	0.061	0.007	0.0	0.018	0.017	0.0	0.0	0.081	0.076	0.0	0.0	0.0	0.0	0.0	0.463	0.708	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.129	0.618	0.071	0.0	0.0	0.017	0.0	0.009	0.047	0.0	0.045	0.0	0.05	0.0	0.0	0.159	0.0	0.012	0.068	0.0	0.02	0.013	0.0	0.045	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;pleuritidis	species	303	2583		0.039	0.0	0.0	0.0	0.0	0.0	0.904	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.541	0.0	0.074	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.554	0.0	0.0	0.0	0.0	0.123	0.0	0.007	0.02	0.0	0.018	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.085	0.0	0.083	0.0	0.0	0.0	0.764	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.164	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.161	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;saccharolytica	species	781	2941		0.104	0.0	0.164	0.0	0.0	0.064	0.223	0.326	0.185	0.01	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.014	0.0	0.018	0.0	0.084	0.0	0.397	0.059	0.231	0.0	0.007	0.0	0.023	0.121	0.031	0.026	0.024	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.04	0.201	0.0	0.077	0.504	0.124	0.0	0.151	0.0	0.019	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.135	0.0	0.0	0.29	0.011	0.656	0.015	0.026	0.076	0.0	0.007	0.06	0.072	0.0	0.0	0.013	0.481	0.0	0.015	0.155	0.0	0.016	0.0	0.094	0.879	0.008	0.0	0.0	0.155	0.021	0.468	0.0	0.032	0.0	0.0	0.133	0.0	0.0	0.0	0.018	0.068	0.03	0.0	0.284	0.0	0.0	0.0	0.0	0.0	0.0	0.654	0.0	0.186	0.0	0.261	0.0	0.0	0.015	0.0	0.0	0.172	0.711	0.0	0.0	0.089	0.0	0.0	0.0	0.769	0.02	0.015	0.0	0.012	0.0	0.03	0.0	0.06	0.0	0.014	0.134	0.234	0.108	0.0	0.045	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	317	2597		7.565	1.008	1.266	0.454	0.0	0.558	1.411	0.847	1.636	0.117	0.0	0.0	0.055	1.958	0.043	1.094	0.005	0.0	0.343	0.598	0.0	0.0	0.419	0.0	10.227	0.0	0.36	0.0	0.092	0.0	1.16	0.187	0.109	0.343	0.251	0.418	0.726	0.055	0.049	0.0	2.285	0.0	0.012	0.0	0.0	1.758	0.016	0.561	0.058	0.163	0.816	1.037	0.011	0.105	0.016	0.015	0.328	0.0	0.03	0.921	0.041	3.566	0.0	0.495	0.602	0.0	0.0	0.633	0.044	1.836	0.03	0.128	4.8	1.555	0.7	1.159	0.515	0.324	0.027	1.328	7.08	0.0	0.254	0.023	0.02	0.078	0.162	1.324	2.268	0.0	0.0	0.0	0.383	0.062	1.85	0.938	0.021	0.026	0.063	1.068	0.0	0.074	0.022	2.832	0.272	0.261	0.012	2.167	0.019	0.0	0.0	0.029	0.0	0.078	0.0	0.027	1.766	0.0	0.521	0.0	0.041	1.212	0.09	0.024	0.0	0.082	0.465	0.0	0.38	0.0	0.0	5.943	0.605	0.268	0.03	0.0	0.971	0.081	0.06	0.008	0.55	0.845	0.109	0.789	9.071	0.389	0.192	1.807	0.546	2.056	0.085
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-472	species	472	2710		0.41	0.006	0.148	0.0	0.0	0.054	0.644	1.776	0.403	0.245	0.0	0.0	0.055	0.0	0.014	0.0	0.0	0.0	0.2	0.135	0.0	0.0	0.167	0.0	0.044	0.178	0.0	0.0	0.053	0.0	0.011	0.099	0.125	0.0	0.024	0.277	0.089	0.0	0.012	0.0	0.709	0.0	0.048	0.0	0.026	0.025	0.016	0.038	0.602	0.0	0.0	0.022	0.0	0.057	0.0	1.669	0.135	0.0	0.0	0.435	0.061	0.0	0.0	0.336	0.504	0.0	0.0	0.026	0.522	0.022	0.0	0.077	0.003	2.793	0.839	0.28	0.783	0.361	0.0	0.013	0.01	0.0	0.0	0.062	0.02	0.0	0.0	2.038	0.279	0.0	0.0	0.0	0.093	0.206	0.606	0.616	0.0	0.017	0.0	0.0	0.0	0.0	0.033	0.036	0.0	0.142	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.337	0.0	0.261	0.0	0.007	0.467	0.045	0.024	0.0	0.0	0.083	0.0	0.203	0.0	0.0	0.009	0.629	0.0	0.0	0.0	0.909	0.0	0.015	0.0	0.075	0.0	0.0	0.745	0.088	0.006	0.089	0.241	0.0	0.0	0.017
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;veroralis	species	572	2788		0.007	0.0	0.008	0.0	0.0	0.451	0.644	0.033	0.0	0.02	0.0	0.0	0.018	0.016	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.038	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.0	0.053	0.0	0.007	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.031	0.048	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.023	0.046	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;forsythia	species	613	2822		0.007	0.0	0.066	0.0	0.0	0.032	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.467	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.366	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;serpentiformis	species	286	2567		1.224	0.0	0.822	0.103	0.0	2.072	0.025	0.049	0.403	0.049	0.0	0.0	0.0	0.0	0.0	0.081	0.005	0.0	0.057	0.058	0.0	0.0	0.307	0.0	0.309	0.044	0.128	0.0	0.02	0.0	0.671	0.484	0.0	0.0	0.048	0.007	0.097	0.003	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.025	0.0	0.81	0.174	0.431	0.0	0.367	0.022	0.01	0.0	0.015	0.0	0.0	0.0	0.092	0.0	0.074	0.0	0.0	0.025	0.0	0.0	0.079	0.011	0.372	0.0	0.051	0.296	0.12	0.014	0.34	0.0	0.0	0.0	0.101	2.097	0.01	0.062	0.108	0.01	0.0	0.017	0.113	1.397	0.083	0.05	0.0	0.031	0.0	0.043	0.49	0.105	0.0	0.095	0.371	0.515	0.03	0.0	0.0	0.357	0.022	0.0	0.179	0.009	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.701	0.0	0.0	0.044	0.015	0.024	0.112	2.03	0.0	0.0	0.0	0.536	0.0	0.018	1.095	0.01	0.0	0.0	0.149	0.041	0.0	0.0	0.038	0.012	0.19	0.104	0.4	0.006	0.0	0.09	0.0	0.0	0.12
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp. HMT-808	species	808	2957		0.007	0.0	0.099	0.007	0.0	0.021	0.173	0.049	0.076	0.0	0.0	0.0	0.0	0.282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.393	0.0	0.0	0.007	0.0	0.003	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326	2606		0.0	0.0	0.0	0.647	0.0	0.0	0.718	0.114	0.0	4.706	0.0	0.0	0.191	1.786	0.029	0.662	0.01	0.0	0.0	0.0	0.123	0.017	1.926	0.101	0.0	2.208	0.09	0.0	0.04	0.0	0.966	1.452	0.0	5.328	1.099	0.0	0.0	0.0	0.0	0.166	0.52	0.0	0.298	0.426	0.093	0.151	0.016	0.886	0.209	0.01	0.312	0.432	0.055	0.019	0.337	1.329	2.007	0.0	0.015	0.929	1.747	0.0	0.0	0.0	0.233	0.0	0.0	3.64	0.0	0.0	0.061	0.0	3.571	1.255	1.576	1.219	0.484	0.018	0.208	0.91	1.402	0.294	4.522	1.461	0.235	0.031	0.0	0.0	3.518	2.457	0.0	0.017	0.455	0.052	0.0	0.056	0.021	0.196	1.036	0.43	0.0	0.089	1.225	0.0	0.306	0.037	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	1.955	0.0	0.014	0.0	0.0	0.012	0.077	8.006	0.155	0.0	0.354	0.0	0.0	0.461	0.279	0.714	0.209	0.0	2.153	0.061	0.299	0.0	0.008	0.301	0.095	0.313	0.498	0.561	0.0	0.0	0.375	0.053	0.649
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	2617		0.885	1.091	1.734	1.611	2.043	1.643	2.166	1.092	2.89	2.945	2.036	1.476	0.929	2.026	1.207	2.66	2.495	0.196	3.548	2.525	4.306	0.318	0.461	0.58	0.331	1.556	5.534	0.121	1.288	0.339	0.705	5.741	0.156	1.596	3.166	3.213	3.552	1.483	0.655	3.526	1.891	0.3	0.702	1.263	1.52	1.909	0.162	0.631	1.581	1.991	5.4	1.987	2.008	0.486	5.046	1.004	9.166	1.736	0.103	0.661	2.296	4.142	0.403	4.996	2.211	0.279	2.447	2.717	5.996	0.765	0.924	2.499	3.677	5.757	4.799	6.695	2.05	6.238	1.838	0.228	1.085	0.101	1.774	2.513	1.968	0.016	1.149	1.944	4.118	15.534	0.409	1.964	0.952	1.053	4.455	0.91	10.148	0.273	0.972	1.809	2.425	8.304	2.704	0.891	2.468	5.862	0.858	2.037	0.513	0.45	0.015	1.333	0.086	1.535	1.54	8.383	2.127	1.553	2.884	0.063	1.768	3.985	1.204	0.646	6.093	8.727	5.158	0.446	1.962	3.197	0.067	3.053	0.163	4.96	1.343	0.303	5.402	0.973	1.706	0.058	4.178	0.74	1.101	1.459	2.529	3.253	0.465	4.999	5.013	4.251	3.484
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	2605		0.391	0.0	0.493	1.108	0.071	0.021	1.324	3.683	1.167	1.125	0.028	0.341	0.0	0.319	0.0	0.0	0.02	0.0	1.001	0.0	0.053	0.0	2.289	0.0	0.011	0.919	0.039	0.0	0.053	0.014	0.966	0.264	0.0	0.277	0.0	0.04	0.0	0.0	0.0	1.199	0.016	0.0	1.762	0.0	0.0	0.352	0.0	0.963	0.18	0.737	0.096	1.62	0.055	0.0	0.011	0.0	2.856	0.102	0.0	0.193	0.081	0.118	0.0	0.0	0.614	0.0	0.0	0.053	0.144	1.836	0.772	0.332	0.751	0.06	1.914	2.238	1.051	7.788	0.081	1.492	0.726	0.03	1.678	0.085	0.082	0.0	0.706	0.62	3.148	0.0	0.099	0.0	0.486	0.021	0.946	0.042	0.0	0.009	1.268	0.905	9.147	0.924	0.088	0.196	3.097	0.015	0.023	0.041	0.009	0.0	0.0	0.0	0.0	0.042	0.0	0.0	2.266	0.0	0.326	0.0	0.0	1.503	1.264	0.0	0.85	0.866	0.298	0.015	1.81	0.0	0.0	0.009	3.307	0.486	0.0	0.0	1.469	0.01	0.703	0.0	0.015	0.278	0.122	0.402	0.273	0.032	0.066	1.762	1.007	0.555	0.734
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;haemolytica	species	627	2833		0.0	0.0	0.518	0.0	0.0	0.032	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307	0.0	0.0	0.845	0.0	0.0	0.0	0.014	0.0	0.055	0.0	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301	0.122	0.0	0.0	0.205	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329	2609		4.043	1.53	1.422	2.63	2.007	1.428	5.793	3.194	4.111	1.937	0.028	1.703	0.328	0.559	2.314	0.351	0.502	0.098	5.351	2.988	1.037	1.991	1.34	1.261	0.772	0.385	2.915	0.121	0.713	0.409	3.183	3.795	0.016	5.553	0.932	2.457	3.681	2.085	0.025	4.073	1.434	3.358	3.869	0.016	1.573	2.235	0.016	3.718	5.288	2.805	0.192	1.145	5.641	0.933	1.505	0.945	2.239	0.205	0.133	0.167	1.402	5.938	0.0	0.131	4.226	0.789	0.0	0.448	0.777	2.12	1.832	3.647	1.933	1.899	2.029	2.658	1.349	3.822	0.905	2.137	1.903	0.203	5.188	4.284	0.0	0.389	2.621	2.742	0.518	1.402	0.334	7.422	0.993	0.361	0.308	0.518	2.44	0.281	5.263	7.992	3.031	1.664	0.375	1.176	1.668	0.365	0.499	2.979	0.389	0.0	0.0	0.817	1.143	0.585	0.368	0.0	1.348	1.779	3.193	0.016	7.539	4.423	0.346	0.035	2.214	3.256	1.036	8.247	2.607	1.935	0.0	0.054	3.4	2.014	0.672	0.043	4.008	6.001	0.015	0.0	1.28	0.139	0.34	1.757	0.957	2.545	0.059	6.716	4.477	4.345	0.376
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea	species	700	2885	Reads equidistant to HMT-700 and HMT-864 were assigned to each taxon in proportion to the abundance of HMT-700 and HMT-864 individually at this body site (SUPP).	0.571	0.095	1.261	0.301	0.021	2.48	0.644	0.292	0.183	0.27	0.139	0.016	0.364	0.501	0.0	0.412	0.012	0.0	1.32	0.0	0.0	0.063	0.14	0.021	0.0	5.777	0.145	0.574	0.144	0.0	1.587	0.022	0.0	1.527	0.822	0.0	0.0	0.0	0.0	0.249	0.52	0.0	0.164	0.134	0.032	0.527	0.168	0.261	0.724	1.458	0.216	0.403	0.572	0.038	0.07	0.015	0.191	0.0	0.059	0.008	0.0	0.463	0.0	0.0	0.326	0.0	0.0	0.158	0.057	0.035	0.589	0.0	0.912	0.066	0.267	0.04	0.501	0.0	0.688	0.215	0.075	0.0	0.062	0.115	0.024	0.087	0.824	0.0	0.631	0.226	0.0	0.0	0.652	0.208	0.209	0.282	0.873	0.148	0.0	0.097	3.616	0.51	0.077	0.463	3.162	0.054	0.0	0.0	0.047	0.0	0.0	0.023	0.0	0.044	1.363	0.0	0.995	0.0	0.0	0.0	0.0	0.508	0.049	0.952	0.044	1.618	0.257	0.046	0.392	0.348	0.0	0.396	0.047	0.0	0.131	0.0	2.083	1.024	0.015	0.006	0.14	1.307	0.653	0.042	0.536	0.083	0.03	0.843	1.239	1.452	1.349
